side,stop,tp,hold,n,pct,pf,win,tot,ctl_pct,p_pct,p_tot
LONG,2.0,0.0,96,270,0.05526086234797849,1.1825835657434407,32.96296296296296,14.920432833954191,0.05807136232804326,0.54,0.3466666666666667
LONG,2.0,2.0,96,305,5.774784244226456e-05,0.973830562245637,50.81967213114754,0.01761309194489069,0.015267126136262476,0.7566666666666667,0.7566666666666667
LONG,1.5,1.5,48,327,0.0047398539277387795,1.012314221822045,52.90519877675841,1.5499322343705808,0.002475207253237848,0.43,0.42
LONG,3.0,0.0,192,205,0.15180958417047322,1.406080001146544,36.09756097560975,31.12096475494701,0.14921935019245006,0.48333333333333334,0.15333333333333332
SHORT,2.0,0.0,96,367,-0.07801007547879817,0.7270828050994453,22.888283378746593,-28.62969770071893,-0.050260809746852396,0.7933333333333333,0.9566666666666667
SHORT,2.0,2.0,96,424,-0.05102971073424748,0.7728983579056419,44.81132075471698,-21.636597351320933,-0.03219869281427307,0.8266666666666667,0.9466666666666667
SHORT,1.5,1.5,48,472,-0.01988378551587084,0.8803322474539388,46.61016949152542,-9.385146763491036,-0.021845689800847938,0.44,0.5466666666666666
SHORT,3.0,0.0,192,268,-0.12916391187139087,0.6900040046760639,23.507462686567166,-34.615928381532754,-0.12818384240558978,0.5133333333333333,0.93
