market,block,n,pf,pct,tot,win,dd,ret_dd,p_entry
NQ,research,42,1.044054046308174,0.0022023824156394527,0.09250006145685702,52.38095238095239,153.82751991605022,0.191051392426594,
NQ,locked,9,1.8546921069351485,0.052585547998813376,0.4732699319893204,66.66666666666666,51.890746005861146,2.042999499901559,
US100,research,44,0.7872488144817763,-0.015992004015095138,-0.7036481766641861,54.54545454545454,93.36770699387398,-0.6037889566012291,0.568
US100,locked,20,1.1914000656467396,0.02865324889119737,0.5730649778239474,55.00000000000001,153.47475362148543,0.31437141831475834,0.3413654618473896
US30,research,79,0.7405890457055018,-0.017114874123733588,-1.3520750557749535,45.56962025316456,530.6219064145371,-0.7144427277145112,0.632
US30,locked,40,1.5537179647956478,0.028038577137988636,1.1215430855195454,62.5,278.4374142059969,1.5799700363519098,0.288
