trig,fill,ex,side,px_in,px_out,r,reason,amb,pts,risk,year
53728,53729,53739,1,26331.5,26294.5,-1.2333333333333334,1,0,-37.0,30.0,2019
53740,53741,53745,-1,26267.5,26196.0,1.881578947368421,2,0,71.5,38.0,2019
53897,53898,53901,1,26142.5,26169.0,1.65625,2,0,26.5,16.0,2019
53923,53924,53925,-1,26169.5,26105.0,1.8970588235294117,2,0,64.5,34.0,2019
54057,54058,54070,-1,26414.5,26436.5,-1.5714285714285714,1,0,-22.0,14.0,2019
54081,54082,54090,-1,26420.5,26347.0,1.8846153846153846,2,0,73.5,39.0,2019
54317,54318,54323,1,26369.5,26342.5,-1.5,1,0,-27.0,18.0,2019
54337,54338,54341,1,26406.5,26431.0,1.6333333333333333,2,0,24.5,15.0,2019
54598,54599,54601,1,26687.5,26653.5,-1.2592592592592593,1,0,-34.0,27.0,2019
54614,54615,54631,-1,26628.5,26580.0,1.7962962962962963,2,0,48.5,27.0,2019
54674,54675,54679,-1,26521.5,26485.0,1.7380952380952381,2,0,36.5,21.0,2019
54688,54689,54691,-1,26434.5,26343.0,1.90625,2,0,91.5,48.0,2019
54830,54831,54837,1,26564.5,26537.5,-1.5,1,0,-27.0,18.0,2019
54878,54879,54881,-1,26560.5,26582.5,-1.2941176470588236,1,0,-22.0,17.0,2019
55293,55294,55317,1,26164.5,26471.0,1.9774193548387098,2,0,306.5,155.0,2019
55421,55422,55423,1,26062.5,26023.5,-1.3,1,0,-39.0,30.0,2019
55484,55485,55490,1,26075.5,26028.5,-1.119047619047619,1,0,-47.0,42.0,2019
55547,55548,55552,-1,25801.5,25704.0,1.911764705882353,2,0,97.5,51.0,2019
55589,55590,55594,1,25927.5,25841.5,-1.1168831168831168,1,0,-86.0,77.0,2019
55598,55599,55608,-1,25697.5,25836.5,-1.0692307692307692,1,0,-139.0,130.0,2019
55634,55635,55637,1,25712.5,25762.0,1.8333333333333333,2,0,49.5,27.0,2019
55739,55740,55812,1,25319.5,25500.0,1.9619565217391304,2,0,180.5,92.0,2019
55841,55842,55848,-1,25531.5,25600.5,-1.15,1,0,-69.0,60.00000000000001,2019
55884,55885,55888,1,25518.5,25488.5,-1.3043478260869565,1,0,-30.0,23.0,2019
56065,56066,56067,-1,25651.5,25701.5,-1.1363636363636365,1,0,-50.0,43.99999999999999,2019
56079,56080,56089,1,25897.5,25827.5,-1.0769230769230769,1,0,-70.0,65.0,2019
56211,56212,56213,1,25792.5,25765.5,-1.5,1,0,-27.0,18.0,2019
56326,56327,56330,1,25841.5,25766.5,-1.0714285714285714,1,0,-75.0,70.0,2019
56457,56458,56469,1,25534.5,25571.0,1.6590909090909092,2,0,36.5,22.0,2019
56552,56553,56558,1,25645.5,25682.0,1.6590909090909092,2,0,36.5,22.0,2019
56583,56584,56611,1,25643.5,25692.0,1.7962962962962963,2,0,48.5,27.0,2019
56632,56633,56638,-1,25634.5,25573.0,1.8088235294117647,2,0,61.5,34.0,2019
56805,56806,56819,1,25197.5,25150.5,-1.205128205128205,1,0,-47.0,39.0,2019
56879,56880,56882,-1,25005.5,24987.0,1.4230769230769231,2,0,18.5,13.0,2019
56916,56917,56920,-1,24843.5,24924.5,-1.0657894736842106,1,0,-81.0,76.0,2019
56934,56935,56942,-1,24863.5,24723.0,1.9246575342465753,2,0,140.5,73.0,2019
57555,57556,57574,-1,26033.5,25987.0,1.7222222222222223,2,0,46.5,27.0,2019
57591,57592,57604,1,25991.5,26045.0,1.8448275862068966,2,0,53.5,29.0,2019
57658,57659,57666,1,25968.5,26023.0,1.7580645161290323,2,0,54.5,31.0,2019
57752,57753,57754,-1,26053.5,26087.5,-1.3076923076923077,1,0,-34.0,26.0,2019
57864,57865,57922,1,26133.5,26085.5,-1.170731707317073,1,0,-48.0,41.0,2019
57972,57973,57979,-1,26451.5,26500.5,-1.1666666666666667,1,0,-49.0,42.0,2019
58181,58182,58191,1,26760.5,26721.5,-1.2580645161290323,1,0,-39.0,31.0,2019
58347,58348,58375,1,26704.5,26746.0,1.7291666666666667,2,0,41.5,24.0,2019
58790,58791,58808,1,26682.5,26649.5,-1.2222222222222223,1,0,-33.0,26.999999999999996,2019
59496,59497,59531,1,27295.5,27354.0,1.828125,2,0,58.5,32.0,2019
59606,59607,59613,-1,27352.5,27369.5,-2.125,1,0,-17.0,8.0,2019
59620,59621,59623,-1,27329.5,27355.5,-1.4444444444444444,1,0,-26.0,18.0,2019
59636,59637,59645,1,27370.5,27334.5,-1.2,1,0,-36.0,30.0,2019
59647,59648,59648,-1,27338.5,27367.5,-1.2083333333333333,1,0,-29.0,24.0,2019
59670,59671,59709,-1,27317.5,27372.5,-1.896551724137931,1,0,-55.0,29.0,2019
59734,59735,59736,-1,27290.5,27242.0,1.8653846153846154,2,0,48.5,26.0,2019
59831,59832,59834,1,27152.5,27112.5,-1.1428571428571428,1,0,-40.0,35.0,2019
59900,59901,59904,1,27321.5,27279.5,-1.1666666666666667,1,0,-42.0,36.0,2019
59939,59940,59941,1,27158.5,27131.5,-1.5,1,0,-27.0,18.0,2019
60200,60201,60203,-1,27258.5,27284.5,-1.5294117647058822,1,0,-26.0,17.0,2019
60327,60328,60331,-1,27177.5,27203.5,-1.368421052631579,1,0,-26.0,19.0,2019
60363,60364,60365,-1,27163.5,27151.0,1.25,2,0,12.5,10.0,2019
60402,60403,60405,-1,27160.5,27183.5,-1.4375,1,0,-23.0,16.0,2019
60593,60594,60595,-1,27237.5,27187.0,1.8703703703703705,2,0,50.5,27.0,2019
60734,60735,60737,1,26574.5,26532.5,-1.2727272727272727,1,0,-42.0,33.0,2019
60830,60831,60832,-1,26113.5,26186.5,-1.106060606060606,1,0,-73.0,66.0,2019
61156,61157,61165,-1,26279.5,26308.5,-1.45,1,0,-29.0,20.0,2019
61230,61231,61257,1,26318.5,26257.5,-1.150943396226415,1,0,-61.0,53.0,2019
61413,61414,61422,1,26309.5,26283.5,-1.5294117647058822,1,0,-26.0,17.0,2019
61549,61550,61554,-1,25537.5,25431.0,1.9363636363636363,2,0,106.5,55.0,2019
61820,61821,61855,-1,25918.5,26050.5,-1.4831460674157304,1,0,-132.0,89.0,2019
62040,62041,62041,-1,26299.5,26271.0,1.6764705882352942,2,0,28.5,17.0,2019
62101,62102,62110,-1,25523.5,25584.5,-1.1730769230769231,1,0,-61.0,52.0,2019
62293,62294,62295,1,25807.5,25759.5,-1.170731707317073,1,0,-48.0,41.0,2019
62399,62400,62405,-1,26269.5,26348.5,-1.0675675675675675,1,0,-79.0,74.0,2019
62571,62572,62575,1,26311.5,26267.5,-1.1282051282051282,1,0,-44.0,39.0,2019
62612,62613,62613,1,26253.5,26218.5,-1.3461538461538463,1,0,-35.0,25.999999999999996,2019
62615,62616,62616,-1,26239.5,26183.0,1.765625,2,0,56.5,32.0,2019
62903,62904,62990,1,26790.5,26893.0,1.9339622641509433,2,0,102.5,53.0,2019
63025,63026,63049,-1,26842.5,26774.0,1.8026315789473684,2,0,68.5,38.0,2019
63110,63111,63115,-1,26845.5,26876.5,-1.4090909090909092,1,0,-31.0,22.0,2019
63342,63343,63346,-1,27209.5,27247.5,-1.1515151515151516,1,0,-38.0,33.0,2019
63430,63431,63470,1,27082.5,27036.5,-1.1794871794871795,1,0,-46.0,39.0,2019
63627,63628,63649,-1,27111.5,27045.0,1.7972972972972974,2,0,66.5,37.0,2019
63853,63854,63875,1,26933.5,27030.0,1.892156862745098,2,0,96.5,51.0,2019
64056,64057,64059,1,26981.5,26948.5,-1.375,1,0,-33.0,24.0,2019
64222,64223,64233,1,26898.5,26935.0,1.6590909090909092,2,0,36.5,22.0,2019
64565,64566,64584,-1,26183.5,26211.5,-1.4736842105263157,1,0,-28.0,19.0,2019
64601,64602,64610,-1,26156.5,26104.0,1.8103448275862069,2,0,52.5,29.0,2019
64670,64671,64680,1,26474.5,26451.5,-1.6428571428571428,1,0,-23.0,14.0,2019
64692,64693,64693,1,26460.5,26430.5,-1.3043478260869565,1,0,-30.0,23.0,2019
64848,64849,64849,1,26227.5,26200.5,-1.5,1,0,-27.0,18.0,2019
64873,64874,64880,-1,26357.5,26298.0,1.859375,2,0,59.5,32.0,2019
64940,64941,64944,-1,26283.5,26334.5,-1.186046511627907,1,0,-51.0,42.99999999999999,2019
64994,64995,65010,-1,26570.5,26608.5,-1.3103448275862069,1,0,-38.0,29.0,2019
65081,65082,65083,1,26935.5,26900.5,-1.3461538461538463,1,0,-35.0,25.999999999999996,2019
65137,65138,65199,1,26810.5,26927.0,1.9098360655737705,2,0,116.5,61.0,2019
65212,65213,65215,1,26902.5,26861.5,-1.2058823529411764,1,0,-41.0,34.0,2019
65265,65266,65268,1,27011.5,26980.5,-1.4090909090909092,1,0,-31.0,22.0,2019
65293,65294,65294,1,26971.5,26945.5,-1.368421052631579,1,0,-26.0,19.0,2019
65344,65345,65364,1,26952.5,26922.5,-1.4285714285714286,1,0,-30.0,21.0,2019
65377,65378,65378,-1,26974.5,27002.5,-1.3333333333333333,1,0,-28.0,21.0,2019
65565,65566,65568,-1,26820.5,26781.0,1.7954545454545454,2,0,39.5,22.0,2019
65613,65614,65622,1,26882.5,26866.5,-2.2857142857142856,1,0,-16.0,7.0,2019
65646,65647,65652,-1,26812.5,26870.5,-1.1372549019607843,1,0,-58.0,51.0,2019
65851,65852,65859,-1,26793.5,26827.5,-1.36,1,0,-34.0,24.999999999999996,2019
65911,65912,65991,1,26881.5,27101.0,1.9598214285714286,2,0,219.5,112.0,2019
66044,66045,66048,-1,27087.5,27110.5,-1.6428571428571428,1,0,-23.0,14.0,2019
66323,66324,66325,-1,27088.5,27110.5,-1.4666666666666666,1,0,-22.0,15.000000000000002,2019
66537,66538,66555,-1,27457.5,27493.5,-1.3333333333333333,1,0,-36.0,27.0,2019
66607,66608,66621,1,27485.5,27440.5,-1.1842105263157894,1,0,-45.0,38.0,2019
66723,66724,66726,-1,27649.5,27633.0,1.375,2,0,16.5,12.0,2019
66785,66786,66788,1,27627.5,27662.0,1.8157894736842106,2,0,34.5,19.0,2019
67038,67039,67039,1,27774.5,27745.5,-1.2083333333333333,1,0,-29.0,24.0,2019
67194,67195,67197,-1,27857.5,27899.5,-1.135135135135135,1,0,-42.0,37.0,2019
67244,67245,67251,1,27994.5,28011.0,1.375,2,0,16.5,12.0,2019
67575,67576,67580,-1,27799.5,27819.5,-1.8181818181818181,1,0,-20.0,11.0,2019
67687,67688,67688,1,27971.5,27950.5,-1.5,1,0,-21.0,14.0,2019
68230,68231,68231,-1,27485.5,27517.5,-1.391304347826087,1,0,-32.0,23.0,2019
68455,68456,68457,-1,27712.5,27735.5,-1.4375,1,0,-23.0,16.0,2019
68514,68515,68521,1,27991.5,28014.0,1.5,2,0,22.5,15.0,2019
68641,68642,68643,1,27926.5,27890.5,-1.1612903225806452,1,0,-36.0,30.999999999999996,2019
68802,68803,68805,1,27898.5,27861.5,-1.1935483870967742,1,1,-37.0,31.0,2019
68858,68859,68859,-1,28226.5,28255.5,-1.45,1,0,-29.0,20.0,2019
69026,69027,69037,1,28250.5,28225.5,-1.5625,1,0,-25.0,16.0,2019
69093,69094,69096,-1,28249.5,28270.5,-1.75,1,0,-21.0,12.0,2019
69232,69233,69235,1,28272.5,28302.0,1.7352941176470589,2,0,29.5,17.0,2019
69465,69466,69467,1,28573.5,28555.5,-2.0,1,0,-18.0,9.0,2019
69530,69531,69533,-1,28528.5,28546.5,-1.5,1,0,-18.0,12.0,2019
69773,69774,69779,1,28493.5,28472.5,-1.5,1,0,-21.0,14.0,2019
69845,69846,69850,-1,28706.5,28743.5,-1.15625,1,0,-37.0,32.0,2020
70094,70095,70098,1,28672.5,28612.5,-1.0909090909090908,1,0,-60.0,55.00000000000001,2020
70110,70111,70114,1,28611.5,28579.5,-1.1851851851851851,1,0,-32.0,27.0,2020
70310,70311,70319,1,29041.5,29016.5,-1.5625,1,0,-25.0,16.0,2020
70442,70443,70448,1,28899.5,28867.5,-1.1851851851851851,1,0,-32.0,27.0,2020
70455,70456,70458,-1,28862.5,28887.5,-1.25,1,0,-25.0,20.0,2020
70679,70680,70684,1,29147.5,29123.5,-1.411764705882353,1,0,-24.0,17.0,2020
70801,70802,70836,1,29336.5,29298.5,-1.2258064516129032,1,0,-38.0,31.0,2020
70852,70853,70861,1,29320.5,29292.5,-1.3333333333333333,1,0,-28.0,21.0,2020
70933,70934,70937,-1,29235.5,29268.5,-1.2222222222222223,1,0,-33.0,26.999999999999996,2020
71099,71100,71108,-1,29135.5,29075.0,1.8333333333333333,2,0,60.5,33.0,2020
71135,71136,71139,1,29204.5,29179.5,-1.5625,1,0,-25.0,16.0,2020
71420,71421,71428,-1,28800.5,28831.5,-1.4090909090909092,1,0,-31.0,22.0,2020
71473,71474,71475,-1,28844.5,28778.0,1.9,2,0,66.5,35.0,2020
71501,71502,71504,-1,28562.5,28605.5,-1.2647058823529411,1,0,-43.0,34.0,2020
71585,71586,71590,1,28899.5,28865.5,-1.36,1,0,-34.0,24.999999999999996,2020
71705,71706,71711,1,28408.5,28361.5,-1.146341463414634,1,0,-47.0,41.0,2020
71821,71822,71859,-1,28827.5,28882.5,-1.1458333333333333,1,0,-55.0,48.0,2020
71998,71999,72000,-1,29365.5,29319.0,1.7222222222222223,2,0,46.5,27.0,2020
72214,72215,72218,-1,29351.5,29381.5,-1.3043478260869565,1,0,-30.0,23.0,2020
72218,72219,72227,1,29392.5,29350.5,-1.1666666666666667,1,0,-42.0,36.0,2020
72353,72354,72369,-1,29451.5,29421.0,1.605263157894737,2,0,30.5,19.0,2020
72570,72571,72585,1,29454.5,29353.5,-5.9411764705882355,1,0,-101.0,17.0,2020
72894,72895,72899,1,29110.5,29077.5,-1.2692307692307692,1,0,-33.0,26.0,2020
74317,74318,74320,1,20470.5,20139.5,-1.0184615384615385,1,0,-331.0,325.0,2020
74991,74992,74997,1,21781.5,22158.0,1.981578947368421,2,0,376.5,190.0,2020
75299,75300,75301,-1,21063.5,21143.5,-1.1267605633802817,1,0,-80.0,71.0,2020
75578,75579,75585,1,22678.5,22841.0,1.9345238095238095,2,0,162.5,84.0,2020
75737,75738,75738,-1,23410.5,23462.5,-1.2093023255813953,1,0,-52.0,43.0,2020
76366,76367,76374,-1,23356.5,23489.5,-1.0390625,1,0,-133.0,128.0,2020
76659,76660,76684,-1,24068.5,24157.5,-1.1125,1,0,-89.0,80.0,2020
77055,77056,77068,1,23558.5,23445.5,-1.0462962962962963,1,0,-113.0,108.0,2020
77074,77075,77104,1,23653.5,23906.0,1.9573643410852712,2,0,252.5,129.0,2020
77299,77300,77304,-1,23888.5,23933.5,-1.1842105263157894,1,0,-45.0,38.0,2020
77389,77390,77393,-1,24143.5,24188.5,-1.1842105263157894,1,0,-45.0,38.0,2020
77568,77569,77570,1,24355.5,24304.5,-1.108695652173913,1,0,-51.0,46.0,2020
77766,77767,77782,1,23626.5,23514.5,-1.3493975903614457,1,0,-112.0,83.0,2020
78086,78087,78100,1,24571.5,24481.5,-1.0588235294117647,1,0,-90.0,85.0,2020
78109,78110,78110,1,24599.5,24550.5,-1.1136363636363635,1,0,-49.0,44.00000000000001,2020
78299,78300,78301,-1,24522.5,24563.5,-1.28125,1,0,-41.0,32.0,2020
78338,78339,78360,1,24729.5,24688.5,-1.2424242424242424,1,0,-41.0,33.0,2020
78596,78597,78612,1,25678.5,25613.5,-1.0833333333333333,1,0,-65.0,60.00000000000001,2020
78644,78645,78645,-1,25373.5,25431.5,-1.183673469387755,1,0,-58.0,49.0,2020
78669,78670,78673,-1,25348.5,25248.0,1.8962264150943395,2,0,100.5,53.0,2020
78750,78751,78757,1,25419.5,25365.5,-1.148936170212766,1,0,-54.0,46.99999999999999,2020
78842,78843,78844,1,25647.5,25613.5,-1.2592592592592593,1,0,-34.0,27.0,2020
78849,78850,78852,1,25661.5,25608.5,-1.1041666666666667,1,0,-53.0,48.0,2020
78864,78865,78865,-1,25641.5,25679.5,-1.1515151515151516,1,0,-38.0,33.0,2020
78996,78997,79002,1,26196.5,26145.5,-1.1590909090909092,1,0,-51.0,44.0,2020
79244,79245,79247,1,27563.5,27620.0,1.765625,2,0,56.5,32.0,2020
79327,79328,79333,1,27423.5,27389.5,-1.36,1,0,-34.0,24.999999999999996,2020
79356,79357,79362,1,27316.5,27240.5,-1.1014492753623188,1,0,-76.0,69.0,2020
79392,79393,79397,-1,26730.5,26864.5,-1.072,1,0,-134.0,124.99999999999999,2020
79814,79815,79822,-1,26254.5,26056.0,1.946078431372549,2,0,198.5,102.0,2020
79952,79953,79958,-1,26248.5,26310.5,-1.1272727272727272,1,0,-62.0,55.0,2020
80052,80053,80079,1,25875.5,26164.0,1.9625850340136055,2,0,288.5,147.0,2020
80192,80193,80197,-1,26148.5,26220.5,-1.1428571428571428,1,0,-72.0,63.0,2020
80447,80448,80451,1,25082.5,24979.5,-1.0957446808510638,1,0,-103.0,94.0,2020
80641,80642,80650,-1,25640.5,25745.5,-1.0714285714285714,1,0,-105.0,98.0,2020
80699,80700,80709,-1,25722.5,25780.5,-1.183673469387755,1,0,-58.0,49.0,2020
80780,80781,80785,-1,25832.5,25881.5,-1.225,1,0,-49.0,40.0,2020
80791,80792,80794,-1,25808.5,25853.5,-1.25,1,0,-45.0,36.0,2020
80878,80879,80902,-1,26243.5,26126.0,1.9262295081967213,2,0,117.5,61.0,2020
81000,81001,81005,1,26110.5,26056.5,-1.1020408163265305,1,0,-54.0,49.00000000000001,2020
81368,81369,81369,1,26165.5,26114.5,-1.2142857142857142,1,0,-51.0,42.0,2020
81499,81500,81503,-1,27065.5,26868.0,1.9554455445544554,2,0,197.5,101.0,2020
81580,81581,81587,-1,26700.5,26754.5,-1.125,1,0,-54.0,48.0,2020
81871,81872,81886,1,26892.5,26963.0,1.8076923076923077,2,0,70.5,39.0,2020
81947,81948,81951,-1,26875.5,26909.5,-1.1724137931034482,1,0,-34.0,29.000000000000004,2020
82164,82165,82167,-1,26472.5,26527.5,-1.1702127659574468,1,0,-55.0,47.0,2020
82195,82196,82197,-1,26563.5,26503.0,1.890625,2,0,60.5,32.0,2020
82308,82309,82312,1,26445.5,26394.5,-1.2142857142857142,1,0,-51.0,42.0,2020
82533,82534,82544,-1,26285.5,26091.0,1.9646464646464648,2,0,194.5,99.0,2020
82736,82737,82738,-1,26823.5,26797.0,1.5588235294117647,2,0,26.5,17.0,2020
82838,82839,82843,-1,27184.5,27221.5,-1.3214285714285714,1,0,-37.0,28.0,2020
83214,83215,83217,1,27962.5,27924.5,-1.2258064516129032,1,0,-38.0,31.0,2020
83279,83280,83287,1,27921.5,27890.5,-1.3478260869565217,1,0,-31.0,23.0,2020
83330,83331,83370,1,27916.5,27833.5,-1.0921052631578947,1,0,-83.0,76.0,2020
84029,84030,84055,-1,28208.5,28150.0,1.7727272727272727,2,0,58.5,33.0,2020
84143,84144,84145,1,28313.5,28276.5,-1.2758620689655173,1,0,-37.0,28.999999999999996,2020
84246,84247,84250,1,28665.5,28622.5,-1.1944444444444444,1,0,-43.0,36.0,2020
84282,84283,84287,1,28738.5,28797.0,1.7727272727272727,2,0,58.5,33.0,2020
84416,84417,84423,-1,28411.5,28343.0,1.8513513513513513,2,0,68.5,37.0,2020
84432,84433,84451,1,28524.5,28635.0,1.9051724137931034,2,0,110.5,58.0,2020
84991,84992,85001,-1,27826.5,27956.5,-1.0655737704918034,1,0,-130.0,121.99999999999999,2020
85082,85083,85084,-1,27683.5,27744.5,-1.1296296296296295,1,0,-61.0,54.00000000000001,2020
85171,85172,85187,-1,27802.5,27903.5,-1.063157894736842,1,0,-101.0,95.0,2020
85208,85209,85211,-1,27940.5,28047.5,-1.0490196078431373,1,0,-107.0,102.0,2020
85330,85331,85334,1,28052.5,28111.0,1.7727272727272727,2,0,58.5,33.0,2020
85478,85479,85529,-1,27861.5,27953.5,-1.0952380952380953,1,0,-92.0,83.99999999999999,2020
85930,85931,85945,-1,26924.5,26805.0,1.8968253968253967,2,0,119.5,63.0,2020
85964,85965,85987,1,26843.5,27258.0,1.973809523809524,2,0,414.5,210.0,2020
86253,86254,86254,-1,27857.5,27897.5,-1.2903225806451613,1,0,-40.0,31.0,2020
86255,86256,86306,1,27966.5,27851.5,-1.0648148148148149,1,0,-115.0,108.0,2020
86374,86375,86391,-1,27440.5,27541.5,-1.063157894736842,1,0,-101.0,95.0,2020
86545,86546,86549,1,28112.5,28065.5,-1.175,1,0,-47.0,40.0,2020
86554,86555,86583,1,28185.5,28327.0,1.9383561643835616,2,0,141.5,73.0,2020
86764,86765,86767,-1,28530.5,28567.5,-1.3214285714285714,1,0,-37.0,28.0,2020
87032,87033,87041,1,28735.5,28792.0,1.765625,2,0,56.5,32.0,2020
87078,87079,87080,-1,28707.5,28775.5,-1.0793650793650793,1,0,-68.0,63.0,2020
87221,87222,87224,-1,28454.5,28509.5,-1.1956521739130435,1,0,-55.0,46.0,2020
87273,87274,87344,-1,28688.5,28510.0,1.9615384615384615,2,0,178.5,91.0,2020
87508,87509,87509,-1,28256.5,28310.5,-1.1020408163265305,1,0,-54.0,49.00000000000001,2020
87526,87527,87534,1,28313.5,28236.5,-1.0694444444444444,1,0,-77.0,72.0,2020
87571,87572,87586,1,28120.5,28212.0,1.8673469387755102,2,0,91.5,49.0,2020
87608,87609,87614,1,28266.5,28393.0,1.9461538461538461,2,0,126.5,65.0,2020
87636,87637,87651,1,28356.5,28315.5,-1.28125,1,0,-41.0,32.0,2020
87695,87696,87715,1,28228.5,28154.5,-1.1044776119402986,1,0,-74.0,67.0,2020
87815,87816,87818,1,27768.5,27813.0,1.7115384615384615,2,0,44.5,26.0,2020
87881,87882,87907,-1,27311.5,27245.0,1.7972972972972974,2,0,66.5,37.0,2020
88152,88153,88159,1,26556.5,26511.5,-1.25,1,0,-45.0,36.0,2020
88159,88160,88162,-1,26479.5,26571.5,-1.108433734939759,1,0,-92.0,83.0,2020
88249,88250,88251,-1,27072.5,27141.5,-1.15,1,0,-69.0,60.00000000000001,2020
88381,88382,88384,-1,28072.5,27962.0,1.9385964912280702,2,0,110.5,57.0,2020
88841,88842,88845,1,29231.5,29172.5,-1.2291666666666667,1,0,-59.0,48.0,2020
88865,88866,88871,-1,29240.5,29124.0,1.9098360655737705,2,0,116.5,61.0,2020
88887,88888,88889,1,29285.5,29220.5,-1.0833333333333333,1,0,-65.0,60.00000000000001,2020
89071,89072,89073,-1,29806.5,29857.5,-1.108695652173913,1,0,-51.0,46.0,2020
89274,89275,89276,-1,29431.5,29473.5,-1.5,1,0,-42.0,28.0,2020
89745,89746,89746,1,29880.5,29860.5,-1.3333333333333333,1,0,-20.0,15.0,2020
89974,89975,89981,1,30005.5,29936.5,-1.078125,1,0,-69.0,64.0,2020
90050,90051,90059,-1,29685.5,29726.5,-1.1714285714285715,1,1,-41.0,35.0,2020
90083,90084,90084,1,29901.5,29857.5,-1.1282051282051282,1,0,-44.0,39.0,2020
90088,90089,90094,-1,29838.5,29879.5,-1.28125,1,0,-41.0,32.0,2020
90159,90160,90168,-1,30020.5,30075.5,-1.1,1,0,-55.0,49.99999999999999,2020
90195,90196,90199,1,30026.5,29984.5,-1.2727272727272727,1,0,-42.0,33.0,2020
90202,90203,90205,-1,29980.5,30011.5,-1.4090909090909092,1,0,-31.0,22.0,2020
90243,90244,90247,-1,30109.5,30161.5,-1.1063829787234043,1,0,-52.0,47.0,2020
90251,90252,90254,1,30180.5,30124.5,-1.0980392156862746,1,0,-56.0,50.99999999999999,2020
90403,90404,90431,1,30060.5,30253.0,1.9444444444444444,2,0,192.5,99.0,2020
90479,90480,90481,1,30260.5,30232.5,-1.3333333333333333,1,0,-28.0,21.0,2020
90501,90502,90506,-1,30087.5,29967.0,1.9435483870967742,2,0,120.5,62.0,2020
90702,90703,90709,1,30224.5,30193.5,-1.4090909090909092,1,0,-31.0,22.0,2020
90764,90765,90771,-1,30004.5,29894.0,1.9385964912280702,2,0,110.5,57.0,2020
90856,90857,90859,-1,30161.5,30231.5,-1.1111111111111112,1,0,-70.0,63.0,2020
90944,90945,90960,-1,30167.5,30224.5,-1.1875,1,0,-57.0,48.0,2020
91312,91313,91318,-1,29946.5,29981.5,-1.3461538461538463,1,0,-35.0,25.999999999999996,2020
91609,91610,91612,-1,30269.5,30328.5,-1.0925925925925926,1,0,-59.0,54.0,2020
91709,91710,91715,-1,30425.5,30459.5,-1.36,1,0,-34.0,24.999999999999996,2020
91759,91760,91763,1,30391.5,30368.5,-1.3529411764705883,1,0,-23.0,17.0,2020
91936,91937,91937,1,30369.5,30432.0,1.893939393939394,2,0,62.5,33.0,2021
92436,92437,92438,-1,31024.5,31095.5,-1.0757575757575757,1,0,-71.0,66.0,2021
92452,92453,92453,-1,31103.5,31134.5,-1.1923076923076923,1,0,-31.0,26.0,2021
92533,92534,92535,-1,31141.5,31190.5,-1.1136363636363635,1,0,-49.0,44.00000000000001,2021
92697,92698,92710,1,30819.5,30918.0,1.8942307692307692,2,0,98.5,52.0,2021
92826,92827,92829,-1,30931.5,30965.5,-1.36,1,0,-34.0,24.999999999999996,2021
92847,92848,92853,1,31002.5,31066.0,1.8676470588235294,2,0,63.5,34.0,2021
93026,93027,93028,1,31017.5,30953.5,-1.0847457627118644,1,0,-64.0,59.0,2021
93048,93049,93053,1,31087.5,31035.5,-1.1555555555555554,1,0,-52.0,45.00000000000001,2021
93226,93227,93229,1,30966.5,30920.5,-1.2432432432432432,1,0,-46.0,37.0,2021
93512,93513,93542,1,30194.5,30043.5,-1.0486111111111112,1,0,-151.0,144.0,2021
93861,93862,93865,1,31122.5,31164.0,1.7291666666666667,2,0,41.5,24.0,2021
93981,93982,93985,1,31308.5,31266.5,-1.135135135135135,1,0,-42.0,37.0,2021
93990,93991,93991,1,31294.5,31269.5,-1.25,1,0,-25.0,20.0,2021
94128,94129,94133,1,31478.5,31445.5,-1.2692307692307692,1,0,-33.0,26.0,2021
94337,94338,94339,1,31386.5,31423.0,1.825,2,0,36.5,20.0,2021
94723,94724,94733,1,31554.5,31511.5,-1.162162162162162,1,0,-43.0,37.0,2021
94737,94738,94745,1,31617.5,31565.5,-1.1063829787234043,1,0,-52.0,47.0,2021
94754,94755,94758,1,31530.5,31496.5,-1.1724137931034482,1,0,-34.0,29.000000000000004,2021
94838,94839,94841,1,31651.5,31610.5,-1.1388888888888888,1,0,-41.0,36.0,2021
94871,94872,94881,-1,31626.5,31560.0,1.7972972972972974,2,0,66.5,37.0,2021
95047,95048,95065,-1,32013.5,31950.0,1.8142857142857143,2,0,63.5,35.0,2021
95118,95119,95121,-1,31411.5,31349.0,1.7857142857142858,2,0,62.5,35.0,2021
95128,95129,95129,-1,31206.5,31296.5,-1.1111111111111112,1,0,-90.0,81.0,2021
95223,95224,95238,1,31292.5,31194.5,-1.0888888888888888,1,0,-98.0,90.00000000000001,2021
95286,95287,95326,-1,31440.5,31525.5,-1.103896103896104,1,0,-85.0,77.0,2021
95338,95339,95351,-1,31441.5,31597.5,-1.033112582781457,1,0,-156.0,151.0,2021
95430,95431,95436,-1,31475.5,31540.5,-1.0833333333333333,1,0,-65.0,60.00000000000001,2021
95463,95464,95465,-1,31143.5,31043.0,1.8611111111111112,2,0,100.5,54.0,2021
95502,95503,95507,1,31289.5,31413.0,1.9296875,2,0,123.5,64.0,2021
95732,95733,95741,-1,31946.5,32006.5,-1.1764705882352942,1,0,-60.0,51.0,2021
95966,95967,95973,-1,32504.5,32557.5,-1.2045454545454546,1,0,-53.0,44.0,2021
96122,96123,96127,1,32857.5,32799.5,-1.0943396226415094,1,0,-58.0,53.0,2021
96162,96163,96166,1,32933.5,32902.5,-1.4090909090909092,1,0,-31.0,22.0,2021
96215,96216,96216,-1,32818.5,32868.5,-1.1111111111111112,1,0,-50.0,45.0,2021
