trig,fill,ex,side,px_in,px_out,r,reason,amb,pts,risk,year
14571,14572,14584,-1,17775.25,17798.25,-1.186,1,0,-23.0,19.392917369308602,2023
14588,14589,14610,-1,17782.0,17818.75,-1.086086956521739,1,0,-36.75,33.837069655724584,2023
14949,14950,14960,1,17571.75,17539.5,-1.1176271186440678,1,0,-32.25,28.855777979981802,2023
15023,15024,15031,-1,17464.0,17399.25,1.9113432835820896,2,0,64.75,33.876698422614396,2023
15054,15055,15070,-1,17494.25,17441.5,1.9093577981651377,2,0,52.75,27.627090140303668,2023
15074,15075,15075,-1,17394.0,17430.0,-1.08,1,0,-36.0,33.33333333333333,2023
15153,15154,15167,-1,17552.25,17582.0,-1.1181651376146788,1,0,-29.75,26.606087955365936,2023
15222,15223,15237,-1,17463.75,17484.75,-1.2066666666666666,1,0,-21.0,17.403314917127073,2023
15349,15350,15354,1,17348.75,17326.0,-1.1448780487804877,1,0,-22.75,19.871112057946316,2023
15447,15448,15449,1,17028.25,16963.75,-1.04352,1,0,-64.5,61.81002759889604,2023
15490,15491,15510,-1,17116.75,17072.5,1.872258064516129,2,0,44.25,23.634562370778774,2023
15622,15623,15624,-1,17402.0,17432.5,-1.115,1,0,-30.5,27.3542600896861,2023
15633,15634,15727,-1,17359.75,17447.5,-1.0317201166180758,1,0,-87.75,85.05213631739572,2023
16017,16018,16100,1,17402.25,17525.5,1.9683534136546186,2,0,123.25,62.615787970292985,2023
16164,16165,16186,-1,17749.0,17776.75,-1.1388,1,0,-27.75,24.367755532139093,2023
16192,16193,16194,1,17831.25,17738.25,-1.0298901098901099,1,0,-93.0,90.30089628681178,2023
16208,16209,16213,-1,17807.5,17865.0,-1.049009009009009,1,0,-57.5,54.81363792511165,2023
16284,16285,16382,1,17908.0,17830.0,-1.0357894736842106,1,0,-78.0,75.30487804878048,2023
16813,16814,16817,1,17611.25,17579.5,-1.11008547008547,1,0,-31.75,28.601401293501695,2023
16847,16848,16852,-1,17613.5,17654.5,-1.0766451612903225,1,0,-41.0,38.08125599232982,2023
17146,17147,17177,1,17748.0,17725.5,-1.1756962025316455,1,0,-22.5,19.137596899224807,2023
17287,17288,17291,-1,17769.75,17690.75,1.9448447204968944,2,0,79.0,40.620209504343386,2023
17374,17375,17384,-1,17531.25,17572.25,-1.0766451612903225,1,0,-41.0,38.08125599232982,2023
17879,17880,17888,-1,17095.5,17074.25,1.7472340425531916,2,0,21.25,12.162079883097904,2023
17943,17944,18051,-1,16909.0,16747.75,1.9757538461538462,2,0,161.25,81.61441786581948,2023
18222,18223,18224,1,17200.25,17128.0,-1.0387188612099645,1,0,-72.25,69.55683842675072,2023
18234,18235,18252,-1,17030.5,17117.5,-1.3043866171003717,1,0,-87.0,66.69801641586868,2023
18337,18338,18401,1,17088.75,17030.25,-1.0528,1,0,-58.5,55.5661094224924,2023
18514,18515,18522,-1,17004.0,17036.25,-1.0899173553719008,1,0,-32.25,29.589399454049136,2023
18682,18683,18691,-1,16821.5,17051.0,-1.013069306930693,1,0,-229.5,226.53928850664582,2023
18871,18872,18872,1,17363.0,17330.25,-1.0884552845528455,1,0,-32.75,30.08851210038841,2023
19032,19033,19054,-1,17571.5,17516.0,1.905391304347826,2,0,55.5,29.127875136911282,2023
19153,19154,19160,-1,17431.25,17284.5,1.9733783783783785,2,0,146.75,74.36485653632815,2023
19235,19236,19244,1,17291.5,17349.0,1.9247457627118645,2,0,57.5,29.874075378654453,2023
19406,19407,19414,1,17356.25,17317.75,-1.097062937062937,1,0,-38.5,35.0937021927588,2023
19441,19442,19445,-1,17252.25,17315.5,-1.0444081632653062,1,0,-63.25,60.56061435047678,2023
19674,19675,19683,1,16858.25,16837.0,-1.2038356164383561,1,0,-21.25,17.651911697769687,2023
19710,19711,19828,1,16799.75,17065.75,1.9834018691588784,2,0,266.0,134.1130126658625,2023
19868,19869,19886,-1,16902.0,16933.5,-1.120695652173913,1,0,-31.5,28.10754189944134,2023
19930,19931,19934,-1,16503.75,16531.75,-1.1488,1,0,-28.0,24.37325905292479,2023
20060,20061,20071,1,16477.0,16452.0,-1.143111111111111,1,0,-25.0,21.870139968895803,2023
20104,20105,20105,1,16417.75,16375.0,-1.0667484662576687,1,0,-42.75,40.075051759834366,2023
20223,20224,20237,-1,16513.5,16473.25,1.8602352941176472,2,0,40.25,21.637047811788513,2023
20283,20284,20346,1,16633.25,16567.75,-1.0469565217391303,1,0,-65.5,62.562292358803994,2023
20454,20455,20457,-1,17045.75,17094.5,-1.0581818181818181,1,0,-48.75,46.06958762886598,2023
20479,20480,20481,-1,17120.75,17159.0,-1.0900699300699301,1,0,-38.25,35.08949191685912,2023
20640,20641,20643,-1,17342.0,17389.25,-1.060110497237569,1,0,-47.25,44.57082551594747,2023
21242,21243,21267,1,18075.0,18108.25,1.8326760563380282,2,0,33.25,18.142868121733784,2023
21475,21476,21486,-1,18014.0,18047.5,-1.0863492063492064,1,0,-33.5,30.837229690239624,2023
21565,21566,21569,1,18065.25,18124.75,1.9272131147540983,2,0,59.5,30.873596461381425,2023
21664,21665,21689,-1,18121.25,18160.5,-1.0802702702702702,1,0,-39.25,36.33350012509382,2023
21752,21753,21755,1,18227.25,18283.25,1.9227826086956523,2,0,56.0,29.124457308248914,2023
22133,22134,22168,1,18217.5,18254.5,1.8605128205128205,2,0,37.0,19.886990077177508,2023
22378,22379,22381,-1,18018.5,18088.75,-1.0398534798534798,1,0,-70.25,67.5575947583486,2023
22490,22491,22492,-1,17957.75,17992.25,-1.0836923076923077,1,0,-34.5,31.835604770017035,2023
22838,22839,22840,-1,18099.0,18138.0,-1.080816326530612,1,0,-39.0,36.083836858006045,2023
23021,23022,23022,1,18455.0,18422.25,-1.1064462809917355,1,0,-32.75,29.599268001195103,2023
23218,23219,23305,-1,18696.75,18767.5,-1.0395636363636362,1,0,-70.75,68.05740170700994,2023
23440,23441,23479,1,18870.0,18896.5,1.809122807017544,2,0,26.5,14.647982932505817,2023
23515,23516,23560,1,18955.5,18925.75,-1.1181651376146788,1,0,-29.75,26.606087955365936,2023
23647,23648,23673,1,18802.75,18846.25,1.8804395604395605,2,0,43.5,23.13288920056101,2023
24220,24221,24222,-1,18903.25,18830.0,1.9341333333333333,2,0,73.25,37.87225975458431,2024
24248,24249,24330,-1,18653.0,18514.75,1.9717562724014337,2,0,138.25,70.11515669308514,2024
24512,24513,24516,1,18379.75,18479.25,1.956039603960396,2,0,99.5,50.86809070662078,2024
24948,24949,24949,1,18903.25,18881.0,-1.1932467532467532,1,0,-22.25,18.64660426643448,2024
25432,25433,25442,1,19176.75,19269.0,1.957860962566845,2,0,92.25,47.1177482792527,2024
25709,25710,25726,1,19639.5,19573.25,-1.0423346303501946,1,0,-66.25,63.55924294460206,2024
25795,25796,25796,1,19606.5,19574.5,-1.1091525423728814,1,0,-32.0,28.85085574572127,2024
25894,25895,25896,-1,19452.5,19507.25,-1.051563981042654,1,0,-54.75,52.065305570578694,2024
25961,25962,25966,1,19511.75,19482.0,-1.1285185185185185,1,0,-29.75,26.361995405316705,2024
26054,26055,26073,1,19645.75,19606.25,-1.0944217687074829,1,0,-39.5,36.09211834908007,2024
26140,26141,26143,-1,19372.5,19398.75,-1.16,1,0,-26.25,22.629310344827587,2024
26185,26186,26190,1,19319.0,19276.0,-1.0663414634146342,1,0,-43.0,40.324794144556265,2024
26192,26193,26194,1,19410.75,19252.25,-1.0173801916932907,1,0,-158.5,155.7922999623163,2024
26395,26396,26423,-1,19618.75,19649.25,-1.1352727272727272,1,0,-30.5,26.865791159513133,2024
26423,26424,26432,1,19655.5,19625.0,-1.125045045045045,1,0,-30.5,27.110025624599615,2024
26524,26525,26532,-1,19673.0,19635.25,1.8749367088607596,2,0,37.75,20.13401296246287,2024
26577,26578,26583,-1,19590.0,19609.5,-1.2254545454545454,1,0,-19.5,15.912462908011872,2024
26702,26703,26717,-1,19785.25,19754.25,1.8351515151515152,2,0,31.0,16.89233817701453,2024
26821,26822,26825,-1,19851.75,19880.75,-1.1110280373831776,1,0,-29.0,26.101951547779272,2024
26971,26972,26985,1,19880.5,19863.5,-1.2657142857142856,1,0,-17.0,13.431151241534991,2024
27091,27092,27102,1,19739.0,19701.0,-1.083076923076923,1,0,-38.0,35.08522727272727,2024
27104,27105,27107,1,19762.75,19706.0,-1.0496803652968036,1,0,-56.75,54.06407690969201,2024
27141,27142,27149,-1,19784.75,19820.75,-1.1127272727272728,1,0,-36.0,32.35294117647059,2024
27283,27284,27284,-1,19922.75,19866.0,1.9155555555555557,2,0,56.75,29.625870069605565,2024
27456,27457,27458,-1,19599.25,19623.0,-1.1381395348837209,1,1,-23.75,20.86738863914998,2024
27491,27492,27541,-1,19504.5,19447.0,1.9085714285714286,2,0,57.5,30.127245508982035,2024
27611,27612,27617,1,19749.0,19784.25,1.8416000000000001,2,0,35.25,19.14096437880104,2024
27845,27846,28017,-1,19929.75,19821.0,1.9641818181818183,2,0,108.75,55.366564843099134,2024
28314,28315,28319,1,20258.75,20231.0,-1.105631067961165,1,0,-27.75,25.098788198103268,2024
28335,28336,28365,-1,20141.5,20087.75,1.8939285714285714,2,0,53.75,28.38016217235527,2024
28654,28655,28663,-1,20239.0,20276.25,-1.092661870503597,1,1,-37.25,34.09105873057677,2024
28738,28739,28743,-1,19901.5,19991.5,-1.0368,1,0,-90.0,86.80555555555556,2024
28787,28788,28792,1,19939.25,19985.25,1.8866666666666667,2,0,46.0,24.381625441696112,2024
28800,28801,28833,1,20006.5,19972.5,-1.11104,1,0,-34.0,30.601958525345623,2024
29225,29226,29238,1,20046.5,19958.25,-1.031536231884058,1,0,-88.25,85.55201191412836,2024
29243,29244,29245,1,19994.5,19953.5,-1.0697435897435896,1,0,-41.0,38.326941514860984,2024
29388,29389,29399,-1,19949.0,19976.0,-1.1314285714285715,1,0,-27.0,23.863636363636363,2024
29409,29410,29411,1,20003.75,19976.0,-1.116470588235294,1,0,-27.75,24.855110642781877,2024
29529,29530,29578,-1,20249.25,20293.0,-1.078060606060606,1,0,-43.75,40.58213402293681,2024
29667,29668,29673,1,20250.0,20228.5,-1.1694736842105262,1,0,-21.5,18.384338433843386,2024
29717,29718,29756,1,20221.0,20255.0,1.848888888888889,2,0,34.0,18.389423076923077,2024
29854,29855,29875,1,20195.0,20249.75,1.912566371681416,2,0,54.75,28.626457523598,2024
30226,30227,30232,1,19989.75,19962.75,-1.1314285714285715,1,0,-27.0,23.863636363636363,2024
30266,30267,30270,-1,20094.0,20042.75,1.924952380952381,2,0,51.25,26.62403522659806,2024
30427,30428,30429,-1,19829.75,19860.5,-1.1139823008849556,1,1,-30.75,27.603670162059107,2024
30471,30472,30477,-1,19997.0,20024.25,-1.15340206185567,1,0,-27.25,23.62575974258134,2024
30757,30758,30787,1,19879.75,19848.0,-1.119655172413793,1,0,-31.75,28.356944872189715,2024
31174,31175,31178,1,19639.25,19599.0,-1.078157894736842,1,0,-40.25,37.332194288503786,2024
31196,31197,31197,-1,19381.5,19434.75,-1.0530731707317074,1,0,-53.25,50.56628682601445,2024
31303,31304,31308,-1,19214.75,19178.0,1.8476923076923077,2,0,36.75,19.889675270607825,2024
31387,31388,31394,-1,18807.0,18923.5,-1.2846027397260273,1,0,-116.5,90.68951544105101,2024
31400,31401,31404,1,18967.5,18936.5,-1.1328571428571428,1,0,-31.0,27.364438839848678,2024
31655,31656,31668,1,19320.5,19259.25,-1.0503389830508474,1,0,-61.25,58.31450701952558,2024
31679,31680,31681,-1,19154.0,19177.0,-1.186,1,0,-23.0,19.392917369308602,2024
31700,31701,31713,-1,19135.5,19159.75,-1.1613953488372093,1,0,-24.25,20.880056067280737,2024
31799,31800,31802,1,19477.5,19450.5,-1.155,1,0,-27.0,23.376623376623375,2024
31808,31809,31824,-1,19427.5,19460.0,-1.1073333333333333,1,0,-32.5,29.34978928356412,2024
31864,31865,31890,1,19568.25,19613.5,1.8749473684210527,2,0,45.25,24.134010779249945,2024
32144,32145,32177,1,19217.25,19272.0,1.8957894736842105,2,0,54.75,28.879789006107718,2024
32192,32193,32196,-1,19265.25,19304.25,-1.0882191780821917,1,0,-39.0,35.838368580060425,2024
32598,32599,32663,-1,19850.75,19896.5,-1.0744508670520232,1,0,-45.75,42.57989025177534,2024
33307,33308,33312,1,20383.5,20357.25,-1.135578947368421,1,0,-26.25,23.115962180200224,2024
33417,33418,33419,-1,20428.0,20456.5,-1.1026415094339623,1,0,-28.5,25.84702258726899,2024
33690,33691,33790,1,20502.0,20631.25,1.969808429118774,2,0,129.25,65.61551777795067,2024
33896,33897,33919,-1,20613.75,20558.0,1.8975862068965517,2,0,55.75,29.379429402144286,2024
34022,34023,34040,1,20411.5,20459.75,1.9012,2,0,48.25,25.37870818430465,2024
34319,34320,34323,1,20297.5,20340.0,1.8990909090909092,2,0,42.5,22.379128769746288,2024
34356,34357,34370,1,20412.5,20448.75,1.8457142857142859,2,0,36.25,19.640092879256965,2024
34384,34385,34390,-1,20441.75,20410.0,1.825294117647059,2,0,31.75,17.394456977118917,2024
34419,34420,34440,1,20593.75,20748.5,1.9747435897435897,2,0,154.75,78.36460429786406,2024
34600,34601,34807,1,20734.25,20873.25,1.9683985765124554,2,0,139.0,70.6157795776685,2024
34900,34901,34902,1,21231.25,21165.0,-1.0423346303501946,1,0,-66.25,63.55924294460206,2024
34975,34976,34986,-1,21302.5,21194.25,1.9640182648401827,2,0,108.25,55.1165953687343,2024
35138,35139,35140,1,21441.25,21405.5,-1.0968421052631578,1,0,-35.75,32.59357005758157,2024
35170,35171,35172,1,21463.75,21517.5,1.9283636363636365,2,0,53.75,27.87337356213464,2024
35334,35335,35350,1,21678.25,21662.0,-1.212142857142857,1,0,-16.25,13.40601060695345,2024
35784,35785,35791,-1,21425.5,21369.25,1.9148275862068966,2,0,56.25,29.376012965964343,2024
35807,35808,35820,-1,21400.75,21456.75,-1.0503703703703704,1,0,-56.0,53.314527503526094,2024
35827,35828,35836,-1,21365.25,21317.0,1.8823762376237625,2,0,48.25,25.632495266147696,2024
35995,35996,36000,1,21502.25,21444.25,-1.0485714285714285,1,0,-58.0,55.31335149863761,2024
36049,36050,36075,-1,21401.75,21308.0,1.9482722513089006,2,0,93.75,48.11955820702999,2024
36374,36375,36386,1,21851.0,21882.25,1.8226865671641792,2,0,31.25,17.1450212905339,2024
36695,36696,36698,1,22216.75,22176.0,-1.0701935483870968,1,0,-40.75,38.07722449963829,2024
36871,36872,36875,1,21874.75,21839.0,-1.0968421052631578,1,0,-35.75,32.59357005758157,2024
37067,37068,37135,-1,21999.0,21825.75,1.9717714285714285,2,0,173.25,87.86515388628065,2024
37314,37315,37318,1,21401.5,21378.75,-1.1883544303797469,1,0,-22.75,19.144120153387302,2024
37328,37329,37331,-1,21241.75,21300.0,-1.0577578475336322,1,0,-58.25,55.069314905884355,2024
37347,37348,37359,-1,21274.75,21117.5,1.9751419558359622,2,0,157.25,79.6145307608765,2024
37402,37403,37408,1,21230.25,21196.5,-1.1209756097560974,1,0,-33.75,30.107702349869456,2024
37479,37480,37482,-1,21357.25,21397.25,-1.1005405405405404,1,0,-40.0,36.34577603143419,2024
37894,37895,37903,1,20740.25,20705.0,-1.0899999999999999,1,0,-35.25,32.33944954128441,2024
37947,37948,37959,-1,20560.25,20596.25,-1.1127272727272728,1,0,-36.0,32.35294117647059,2024
38007,38008,38015,-1,20334.75,20402.25,-1.0415267175572518,1,0,-67.5,64.80870712401057,2024
38043,38044,38057,1,20536.0,20596.75,1.9057142857142857,2,0,60.75,31.877811094452774,2024
38150,38151,38152,1,21115.75,21087.0,-1.1444660194174756,1,0,-28.75,25.120885646420092,2024
38154,38155,38155,1,21080.5,21041.0,-1.101917808219178,1,0,-39.5,35.84659373446047,2024
38164,38165,38182,1,21013.75,20943.25,-1.0435164835164834,1,0,-70.5,67.5600252737995,2024
38787,38788,38810,1,20064.5,20118.25,1.8939285714285714,2,0,53.75,28.38016217235527,2024
38897,38898,38900,1,20152.5,20205.75,1.892972972972973,2,0,53.25,28.130354083380926,2024
39041,39042,39044,-1,20485.75,20550.5,-1.0433466135458167,1,0,-64.75,62.05991293722316,2024
39207,39208,39318,1,21004.0,21190.75,1.9790425531914895,2,0,186.75,94.36381228834058,2024
39342,39343,39366,1,21312.5,21354.75,1.8665168539325843,2,0,42.25,22.635745244401637,2024
39459,39460,39462,1,21265.5,21237.75,-1.1388,1,0,-27.75,24.367755532139093,2024
39485,39486,39489,1,21323.25,21261.5,-1.0455230125523012,1,0,-61.75,59.06134944773492,2024
39772,39773,39774,-1,20974.0,21050.75,-1.0363879598662207,1,0,-76.75,74.05527946301795,2024
39826,39827,39834,-1,21029.75,21060.0,-1.1261818181818182,1,0,-30.25,26.860671617694543,2024
40122,40123,40124,-1,20936.0,20964.75,-1.1226666666666667,1,0,-28.75,25.608669833729216,2024
40168,40169,40172,-1,21009.0,21038.0,-1.143076923076923,1,0,-29.0,25.370121130551816,2024
40235,40236,40243,-1,21074.5,21108.25,-1.10304,1,0,-33.75,30.597258485639685,2024
40302,40303,40305,-1,20903.5,20804.0,1.956039603960396,2,0,99.5,50.86809070662078,2024
40402,40403,40418,1,20498.5,20397.25,-1.027405541561713,1,0,-101.25,98.5492056487202,2024
40555,40556,40559,-1,20272.5,20203.75,1.916338028169014,2,0,68.75,35.87571659561958,2024
40637,40638,40651,1,19976.0,20024.75,1.883529411764706,2,0,48.75,25.882261086820737,2024
40763,40764,40770,1,20145.25,20235.75,1.9517391304347826,2,0,90.5,46.36890175985743,2024
40860,40861,40865,1,20314.0,20197.0,-1.0258823529411765,1,0,-117.0,114.04816513761467,2024
40964,40965,40967,-1,20699.0,20745.75,-1.0607821229050278,1,0,-46.75,44.071255529808305,2024
40969,40970,41146,1,20824.0,20726.5,-1.0284816753926702,1,0,-97.5,94.79993891264508,2024
41158,41159,41228,1,20861.0,20992.0,1.9664905660377359,2,0,131.0,66.61613447958244,2024
41255,41256,41260,-1,20833.25,20879.25,-1.0618181818181818,1,0,-46.0,43.32191780821918,2024
41418,41419,41419,-1,21182.25,21209.75,-1.1288,1,0,-27.5,24.362154500354357,2024
41572,41573,41577,-1,21330.0,21289.25,1.8618604651162791,2,0,40.75,21.886709967524357,2024
41726,41727,41740,1,21382.25,21342.25,-1.0931543624161073,1,0,-40.0,36.59135559921415,2024
41802,41803,41819,-1,21371.0,21424.25,-1.058235294117647,1,0,-53.25,50.31962201222902,2024
41930,41931,41943,-1,21514.0,21540.0,-1.1617391304347826,1,0,-26.0,22.380239520958085,2024
41988,41989,41997,-1,21423.5,21487.0,-1.0442276422764227,1,0,-63.5,60.81049517284335,2024
42005,42006,42011,-1,21392.25,21432.0,-1.0937837837837838,1,0,-39.75,36.341734618235726,2024
