sig,exit,pts,R,why,mae,blk,day,atr0,ts,bars
67435,67439,-7.057233152920926,-0.593959457171576,1,0.3219243114761361,0,18186,7.9211165764605544,2019-10-17 05:30:00,4
67674,67681,-8.162135624719522,-0.6911001314132373,1,0.5651821519863182,0,18190,7.873567812359975,2019-10-21 20:15:00,7
67727,67728,-11.229850947949526,-1.1079023109417094,1,0.0,0,18191,6.757425473974764,2019-10-22 09:30:00,1
67901,67911,2.542176496792454,0.2253279553314623,1,0.25925983903008054,0,18193,7.521411751604034,2019-10-24 07:00:00,10
67918,67920,-6.239459044568175,-0.5004240260563203,1,0.03007616660846401,0,18193,8.312229522283774,2019-10-24 11:15:00,2
68006,68008,-0.6716056589037545,-0.057934725879212494,1,0.7310790123891099,0,18194,7.728302829451869,2019-10-25 10:15:00,2
68009,68010,3.956542583085284,0.32912650129471366,1,0.0,0,18194,8.014228708457258,2019-10-25 11:00:00,1
68033,68073,-2.8412932443460157,-0.22514709196182975,1,1.0638112470799257,0,18196,8.413146622172713,2019-10-27 17:00:00,40
68092,68095,7.232844974021791,0.7562481226937746,1,0.7449721228017723,0,18197,6.376077512988919,2019-10-28 07:45:00,3
68098,68099,-7.67918436922886,-0.7438808008990908,1,0.0,0,18197,6.882092184614723,2019-10-28 09:15:00,1
68103,68121,-3.1995948349466197,-0.29865225411634283,1,1.2951014861646974,0,18197,7.142297417473338,2019-10-28 10:30:00,18
68307,68323,-5.278433340634219,-0.40071385727089004,1,1.1558104617867628,0,18199,8.781716670317026,2019-10-30 15:30:00,16
68465,68467,-13.654179009252257,-1.1201885704433423,1,1.2613646898063895,0,18201,8.126119339501491,2019-11-01 09:00:00,2
68488,68529,21.549023344897396,1.6865502758202109,1,1.0859371537386417,0,18201,8.51798832755127,2019-11-01 14:45:00,41
68537,68545,-5.070094723388902,-0.5061833283752625,1,0.44177897066241834,0,18204,6.677547361694421,2019-11-04 05:00:00,8
68551,68555,-5.366061632390338,-0.5482120186629154,1,1.1723184236619395,0,18204,6.52553081619543,2019-11-04 08:30:00,4
68587,68592,-10.472190597625595,-0.9398089568201972,1,0.3567296229507885,0,18204,7.4285952988132085,2019-11-04 18:30:00,5
68629,68633,-10.917083412248612,-1.1549922843571823,1,0.484020273675318,0,18205,6.301388941499628,2019-11-05 05:00:00,4
68802,68803,-3.8481295603722536,-0.39672063825528403,1,0.0,0,18207,6.466564780186769,2019-11-07 02:15:00,1
68835,68839,-11.752580483942292,-1.1406744681307757,1,1.201084864928602,0,18207,6.86879024197047,2019-11-07 10:30:00,4
68840,68841,-12.251516799535093,-1.1358177090182957,1,0.0,0,18207,7.191011199689935,2019-11-07 11:45:00,1
69072,69078,-3.0246772860808413,-0.35039236529988466,1,0.7385089771613614,0,18212,5.7548386430398,2019-11-12 00:45:00,6
69110,69116,2.035588048445934,0.22524895064094042,1,0.45645381053560347,0,18212,6.024705975776929,2019-11-12 10:15:00,6
69328,69357,-8.120125238632536,-0.6520175846864493,1,0.6323348875183709,0,18214,8.302562619316928,2019-11-14 19:45:00,29
69380,69382,-4.573732592932938,-0.4599466865453852,1,0.6863401110336358,0,18215,6.629366296466226,2019-11-15 08:45:00,2
69443,69446,28.516338481196872,3.203544441920407,1,0.5308096443746821,0,18218,5.934330759401479,2019-11-18 01:30:00,3
69547,69558,-0.6618429618118535,-0.0686905946495155,1,0.31914455654093843,0,18219,6.423421480905966,2019-11-19 04:30:00,11
69882,69935,15.86495877927533,1.288259760619192,1,1.467718605333439,0,18224,8.210020610361978,2019-11-24 20:15:00,53
69936,69976,55.10880649936749,5.706531877003497,1,0.47374249227480525,0,18225,6.438096750316137,2019-11-25 09:45:00,40
70097,70106,-4.058273307857089,-0.5181355421457561,1,0.10533095970694939,0,18227,5.2216366539284955,2019-11-27 04:00:00,9
70127,70149,12.224724196305178,1.5434854699569065,1,0.35036963700381973,0,18227,5.280137901847342,2019-11-27 11:30:00,22
70316,70334,-9.717663414155904,-1.1775184478610203,1,1.3722842471163228,0,18231,5.501775609437051,2019-12-01 21:30:00,18
70624,70634,-11.220188469875065,-0.8797462797703651,1,0.7115475386487872,0,18235,8.502594234937678,2019-12-05 05:30:00,10
70698,70708,-12.819839263804024,-1.1290198800673672,1,1.2879970962354852,0,18236,7.569892842535882,2019-12-06 01:00:00,10
70728,70732,-1.3530215339795542,-0.12409038656025356,1,0.03439257527796174,0,18236,7.269010766989477,2019-12-06 08:30:00,4
70733,70766,8.050888362751866,0.718791855702345,1,1.3994806325054867,0,18236,7.4670558186233125,2019-12-06 09:45:00,33
70824,70827,-9.660977968067382,-1.0605406984342922,1,0.8809500583757477,0,18239,6.072988984034384,2019-12-09 09:30:00,3
71029,71033,-13.084255092746243,-1.1260838141779117,1,1.3877825963272044,0,18241,7.746170061831082,2019-12-11 14:45:00,4
71041,71084,-1.4034283947983932,-0.12320154601196376,1,1.3102079743031738,0,18241,7.5942141973992765,2019-12-11 18:45:00,43
71100,71101,-0.48716229684381696,-0.043383829018601744,1,0.0,0,18242,7.486081148422618,2019-12-12 09:30:00,1
71102,71104,-7.6078538897835095,-0.6382620300120637,1,0.5348315701476611,0,18242,7.946426944891495,2019-12-12 10:00:00,2
71132,71182,2.0782273788501335,0.13066438198631897,1,0.5988652883152635,0,18242,10.60338631057458,2019-12-12 18:30:00,50
71239,71284,25.192702129616155,1.7501952988125966,1,0.8492990318348917,0,18245,9.596148935191367,2019-12-15 22:15:00,45
71285,71309,4.039174777242952,0.3532485969745062,1,0.36075449637127505,0,18246,7.622912611378245,2019-12-16 09:45:00,24
71340,71350,-9.198357142631576,-1.0066581851450975,1,1.0259897870235684,0,18247,6.091678571315476,2019-12-17 00:30:00,10
71475,71478,-6.252015775011241,-0.791117827982836,1,0.7117764801857769,0,18248,5.268507887505967,2019-12-18 11:15:00,3
71567,71574,-4.666099785825136,-0.6069072110391661,1,0.47799749318338447,0,18249,5.125549892913272,2019-12-19 11:15:00,7
71578,71585,2.4105713296995965,0.3190349757243721,1,0.307709757193588,0,18249,5.037214335150078,2019-12-19 14:00:00,7
71586,71599,-2.84070600159961,-0.3668134654953539,1,0.397067280374548,0,18249,5.16285300079965,2019-12-19 16:00:00,13
72163,72166,-5.0122663175132764,-0.5617275076751593,1,1.2523885405564128,0,18263,5.948633158756652,2020-01-02 03:00:00,3
72167,72177,-4.760976170551512,-0.5183717605680331,1,0.5797822812261353,0,18263,6.122988085274837,2020-01-02 04:00:00,10
72185,72188,-10.180462092048256,-1.1680920626500813,1,1.454311873097802,0,18263,5.8103080613649425,2020-01-02 08:30:00,3
72189,72190,-9.479635001227361,-1.005959451566734,1,0.0,0,18263,6.282317500613159,2020-01-02 09:30:00,1
72208,72214,15.989586885467507,1.4606951521911766,1,0.322018976997738,0,18263,7.297706557265633,2020-01-02 14:15:00,6
72215,72229,-0.6557283619711962,-0.058912504919134516,1,0.2762667640022438,0,18263,7.4203641809863985,2020-01-02 16:00:00,14
72398,72399,-15.688827144825918,-0.9225807385531686,1,0.0,0,18267,11.336913572413419,2020-01-06 15:45:00,1
72413,72432,-8.883446898680486,-0.5517211338485696,1,0.5729338530192315,0,18267,10.734223449339797,2020-01-06 20:30:00,19
72565,72582,7.743167594551924,0.33914592662809473,1,0.4631784254050194,0,18269,15.220916202723618,2020-01-08 11:30:00,17
72619,72650,22.90312778511012,1.2786896872532982,1,0.07955825166894757,0,18270,11.9409361074447,2020-01-09 02:00:00,31
72685,72736,2.945179584674552,0.18315946854165327,1,0.5083997808214039,0,18270,10.719910207662465,2020-01-09 19:30:00,51
72842,72875,39.18285164265049,3.054809319774761,1,0.05262496741321444,0,18274,8.55107417867455,2020-01-13 11:45:00,33
73085,73088,-14.36022965060496,-1.1136079030535728,1,0.761909656997666,0,18277,8.596819767070281,2020-01-16 03:30:00,3
73109,73110,-13.023944326341589,-1.0518697476058598,1,0.0,0,18277,8.25447216317111,2020-01-16 09:30:00,1
73133,73134,-3.2517025452487722,-0.25598863663581783,1,0.0,0,18277,8.468351272625188,2020-01-16 15:30:00,1
73139,73140,-3.33556894712623,-0.26440397330287235,1,0.0,0,18277,8.4102844735629,2020-01-16 18:00:00,1
73177,73200,9.450629099128637,0.9108356924307122,1,1.134854639397604,0,18278,6.917185450435527,2020-01-17 03:30:00,23
73376,73384,-5.898468027107665,-0.5664740265752503,1,0.18007028179983506,0,18282,6.941734013553063,2020-01-21 11:15:00,8
73412,73414,10.675394025069327,0.9060608345496589,1,0.13367617261372763,0,18282,7.85480298746558,2020-01-21 21:15:00,2
73427,73438,-12.84002808193858,-1.1287908908397157,1,1.4175789179459741,0,18283,7.583352054625926,2020-01-22 01:00:00,11
73451,73456,-12.145531532498207,-1.1371654580619468,1,1.4395350974076453,0,18283,7.120354354998697,2020-01-22 07:00:00,5
73465,73466,-12.997466181510244,-1.127032672538818,1,0.0,0,18283,7.688310787673032,2020-01-22 10:30:00,1
73583,73645,4.603501920171912,0.29115590063793284,1,0.6308849565453335,0,18284,10.540749039914072,2020-01-23 18:00:00,62
73836,73857,21.045150192303627,1.011548384397479,1,0.23431994207107745,0,18289,13.869924903848606,2020-01-28 11:15:00,21
73869,73891,-19.413505674054104,-0.9695177156385711,1,1.0150380823124063,0,18289,13.349252837026937,2020-01-28 20:30:00,22
74039,74048,-16.013874630532737,-0.6014791472388314,1,0.5267772625084118,0,18291,17.749437315265784,2020-01-30 16:00:00,9
74051,74054,-27.21585696482347,-1.0568913105300375,1,0.8533696579503479,0,18291,17.16723797654876,2020-01-30 20:00:00,3
74263,74289,29.536410129914803,1.2211969680494645,1,0.13954098514472488,0,18296,16.124294935043014,2020-02-04 03:00:00,26
74292,74322,56.54044384225213,2.42835678092051,1,0.27380001687923816,0,18296,15.522278078874256,2020-02-04 10:15:00,30
74357,74358,1.0683871540169638,0.05233995183078794,1,0.0,0,18297,13.608306422991474,2020-02-05 03:30:00,1
74360,74365,-5.287937462833579,-0.2467573833789154,1,0.108494270287433,0,18297,14.286468731416598,2020-02-05 04:15:00,5
74503,74509,-22.427732872836568,-1.0698859260806297,1,0.812155557353915,0,18298,13.975155248558309,2020-02-06 18:00:00,6
74661,74726,83.59416603642981,3.8314091712926106,1,0.9659399945423108,0,18302,14.545416981785054,2020-02-10 10:30:00,65
74751,74757,-2.2772105035945422,-0.1376235926569817,1,0.26742560538255983,0,18303,11.031105251797673,2020-02-11 10:00:00,6
74853,74856,-17.73528101249016,-1.090041468790602,1,1.39671834693911,0,18304,10.846854008326492,2020-02-12 12:30:00,3
74866,74874,-15.67423819169002,-0.9738921796244797,1,0.7316196343855402,0,18304,10.72961909584543,2020-02-12 15:45:00,8
74949,74955,-14.842029073524682,-0.8134726208541084,1,0.694700530382273,0,18305,12.163514536761538,2020-02-13 13:30:00,6
74978,74991,-10.895549221044202,-0.6083360490131005,1,0.5485635978781708,0,18305,11.940274610521579,2020-02-13 21:45:00,13
75056,75109,1.9831272922494099,0.12128177053612726,1,0.8118568637319422,0,18308,10.90093635387509,2020-02-16 18:15:00,53
75278,75285,8.190856051960655,0.638882030934711,1,0.8833434447432357,0,18311,8.547071974020088,2020-02-19 07:45:00,7
75286,75309,17.421255551044087,1.3150292567836859,1,0.6623737132187345,0,18311,8.831872224477195,2020-02-19 09:45:00,23
75319,75326,-13.593572771614927,-1.0550797168338626,1,1.1933471000496558,0,18311,8.589286385808029,2020-02-19 19:00:00,7
76029,76041,-68.02818739006383,-0.7811709582022993,1,0.9396004231069729,0,18323,58.056593695031374,2020-03-02 11:30:00,12
76046,76047,-89.53578299014393,-1.0166343473994575,1,0.0,0,18323,58.713855326762435,2020-03-02 15:45:00,1
76089,76105,-72.57281563809542,-1.0073491005530584,1,1.1357743175322677,0,18324,48.02890781904785,2020-03-03 03:30:00,16
77087,77101,-46.73689599216763,-0.4296996732566204,1,0.3758053197907667,0,18341,72.510947996084,2020-03-20 02:15:00,14
77291,77294,-97.14314317647572,-1.0153117519985473,1,1.0809678842662616,0,18345,63.78542878431734,2020-03-24 11:15:00,3
77305,77316,-53.632642481515944,-0.5542667545300972,1,0.7774130581743386,0,18345,64.5088212407583,2020-03-24 14:45:00,11
77344,77354,23.814902891034908,0.26690071393007636,1,0.29839430968510966,0,18346,59.48504855448238,2020-03-25 02:30:00,10
77481,77494,-71.50639134226353,-0.8386022371385629,1,1.100347163695021,0,18347,56.84569567113177,2020-03-26 14:45:00,13
77656,77692,-1.1697126925963313,-0.01835821550130086,1,1.2300671344523013,0,18351,42.47735634629795,2020-03-30 14:30:00,36
77707,77715,-53.829268545096824,-1.0279770927906378,1,0.8665259968431044,0,18352,34.90951236339785,2020-03-31 04:15:00,8
77731,77734,-35.67018209305647,-0.6702856843967686,1,0.7173542297903612,0,18352,35.47759104652843,2020-03-31 10:15:00,3
78034,78037,-72.40813666266135,-1.0206503415117556,1,1.1407023118360706,0,18367,47.29542444177481,2020-04-15 14:45:00,3
78076,78096,-57.35730514593692,-1.0262111214804157,1,1.254644978712217,0,18368,37.261536763957544,2020-04-16 02:30:00,20
78109,78114,7.8921413974568715,0.1516417598081716,1,0.39341224082390897,0,18368,34.696429301271245,2020-04-16 10:45:00,5
78132,78143,97.8499264393196,1.8086426220389276,1,0.14833283549645054,0,18368,36.06753678034008,2020-04-16 16:30:00,11
78560,78568,4.623076266056305,0.13324352276237636,1,1.1521353998707862,0,18375,23.13096186697195,2020-04-23 09:30:00,8
78698,78716,29.120174700669086,0.8267229645469659,1,0.4450138985250264,0,18378,23.482412649664802,2020-04-26 22:00:00,18
78818,78834,-8.178450301391276,-0.2887607015467238,1,0.3151195111946353,0,18380,18.881725150696422,2020-04-28 05:15:00,16
78937,78944,-24.255344840559555,-0.7117124639104069,1,0.3499093163969457,0,18381,22.720172420279464,2020-04-29 12:15:00,7
78947,78951,-11.978944067181,-0.34748813982461896,1,0.18492755947087886,0,18381,22.981972033591138,2020-04-29 14:45:00,4
78952,78964,-3.042547188353492,-0.08446672424393442,1,0.4143455405281015,0,18381,24.013773594177454,2020-04-29 16:00:00,12
78980,78987,-34.82898098857899,-1.0439096281856142,1,1.036297197622636,0,18382,22.242653992385733,2020-04-30 00:15:00,7
79265,79270,-8.707955356734455,-0.29776166069205384,1,0.06924327677385751,0,18387,19.49647767836763,2020-05-05 03:15:00,5
79284,79290,-17.39443872561591,-0.5743662046687832,1,0.7999120596866677,0,18387,20.189719362808116,2020-05-05 08:00:00,6
79291,79313,20.3158847698725,0.6693461471987954,1,0.9167484831094787,0,18387,20.234557615063803,2020-05-05 09:45:00,22
79398,79400,-31.897528782805093,-1.0481392792053468,1,0.23412448077682568,0,18388,20.288352521869932,2020-05-06 13:30:00,2
79448,79464,-13.163876429220036,-0.47120442068399926,1,0.851032381076986,0,18389,18.624438214609537,2020-05-07 03:15:00,16
79484,79492,-22.961426589679686,-0.8175742852147795,1,0.7290415264222346,0,18389,18.723213294840555,2020-05-07 12:15:00,8
79505,79536,66.08624982533016,2.3751473931666673,1,0.9461235172274967,0,18389,18.549375087334575,2020-05-07 18:45:00,31
79599,79623,-3.085406111642296,-0.1196923540024639,1,0.4800641559603586,0,18392,17.185203055820825,2020-05-10 19:30:00,24
79669,79680,7.034811751169546,0.2676090905695082,1,0.13409343101481486,0,18393,17.525094124414878,2020-05-11 13:00:00,11
80045,80046,-45.568084010723254,-1.0332176316659485,1,0.0,0,18397,29.402056007148456,2020-05-15 15:45:00,1
80052,80112,79.5835197125381,1.8169292814912037,1,0.08390198289295045,0,18399,29.20074014373002,2020-05-17 18:45:00,60
80115,80133,-10.965477057370517,-0.31475750094958505,1,0.7599491380120917,0,18400,23.225238528685328,2020-05-18 10:30:00,18
80173,80175,7.224728472680145,0.2374977024110498,1,0.22435747240668896,0,18401,20.28013576366008,2020-05-19 02:15:00,2
80293,80304,18.150456373523557,0.6772328968572797,1,0.42815714004706756,0,18402,17.867271813238165,2020-05-20 09:30:00,11
80384,80385,-26.143758792204462,-1.0593627909870256,1,0.0,0,18403,16.452505861469106,2020-05-21 09:30:00,1
80546,80585,19.437593367507507,0.7962782242320077,1,0.0583763868333759,0,18407,16.273703316245296,2020-05-25 04:30:00,39
80592,80617,33.96054878088776,1.6693695051033384,1,0.12903486864035627,0,18407,13.562225609556512,2020-05-25 21:00:00,25
80834,80844,-0.7879249117939617,-0.021673265043740467,1,0.31976613806997767,0,18410,24.236462455896405,2020-05-28 11:45:00,10
80943,80946,-41.390373461184794,-1.036693457643535,1,0.11458878410860024,0,18411,26.61691564078967,2020-05-29 16:00:00,3
81022,81041,-34.35095619534681,-1.0445478912426345,1,1.3934519564458756,0,18414,21.92397079689765,2020-06-01 13:00:00,19
81070,81091,26.174867943178615,0.9997047237584863,1,0.8965878430093814,0,18415,17.45506602841132,2020-06-02 02:15:00,21
81139,81145,-25.899680707212465,-1.0161315890276639,1,1.3623785492907239,0,18415,16.992340353605755,2020-06-02 20:45:00,6
81191,81192,-24.397167816708897,-1.0638840606657487,1,0.0,0,18416,15.288111877806081,2020-06-03 09:45:00,1
81213,81215,-20.097844934159948,-0.8404873101574735,1,0.7496194285470067,0,18416,15.94142246707998,2020-06-03 15:15:00,2
81372,81374,-19.057775002482085,-0.7464246574529588,1,0.8195571600130515,0,18418,17.021387501241225,2020-06-05 09:30:00,2
81378,81379,-6.171796349328215,-0.2307852258650572,1,0.0,0,18418,17.8283981746646,2020-06-05 11:00:00,1
81401,81414,-21.890392919440128,-0.7412545855470803,1,1.0184025358690458,0,18420,19.68769645972038,2020-06-07 18:00:00,13
81487,81504,-14.270229205539945,-0.5587092707324365,1,0.4845070899512784,0,18421,17.02761460277003,2020-06-08 15:30:00,17
81558,81559,-4.058657628462097,-0.16994101518599738,1,0.0,0,18422,15.921828814230903,2020-06-09 10:30:00,1
81566,81573,-8.833328029484473,-0.3556269717328059,1,0.6552263139818432,0,18422,16.55916401474228,2020-06-09 12:30:00,7
81599,81617,-25.383383600854213,-1.0612499583770725,1,1.3138429638229303,0,18422,15.94558906723666,2020-06-09 22:00:00,18
81638,81645,6.454526709529237,0.2974730322002737,1,0.390591605140485,0,18423,14.465236645235853,2020-06-10 07:45:00,7
81663,81665,-8.074758488042644,-0.30708553381495707,1,0.2424431988856795,0,18423,17.52987924402047,2020-06-10 14:00:00,2
81668,81670,-31.0402070443923,-1.0495347335286862,1,0.8698163959219642,0,18423,19.71680469626173,2020-06-10 15:15:00,2
81955,81981,33.66902881512411,0.6708718057179234,1,0.09414792744466537,0,18428,33.457985592437396,2020-06-15 19:30:00,26
82007,82011,-42.724757084644665,-1.0355067529116888,1,0.8852451536510486,0,18429,27.506504723095944,2020-06-16 08:30:00,4
82077,82087,-35.18963542907099,-0.8473105699364254,1,0.908358124802973,0,18430,27.68731771453554,2020-06-17 03:15:00,10
82116,82124,-39.363295174378294,-1.0386560923983539,1,1.0706286341722073,0,18430,25.265530116251647,2020-06-17 13:00:00,8
82256,82290,17.66768893764689,0.616393930622032,1,0.6986362791573177,0,18432,19.10865553117695,2020-06-19 02:15:00,34
82394,82396,-30.22861470167467,-1.0509324024533981,1,0.8943590806236384,0,18435,19.17574313444967,2020-06-22 14:45:00,2
82399,82414,-14.460776872337956,-0.4912894422373869,1,0.8332106689178292,0,18435,19.622888436169067,2020-06-22 16:00:00,15
82439,82464,-10.800708202670503,-0.3479690186695343,1,0.340697323118137,0,18436,20.692854101335808,2020-06-23 03:15:00,25
82467,82482,39.106307925756624,1.3657289201948986,1,1.0555626138693173,0,18436,19.089346037121285,2020-06-23 10:15:00,15
82926,82933,-6.320720489671512,-0.21013529283764534,1,0.18201892176152606,0,18443,20.052860244836086,2020-06-30 10:45:00,7
82944,82946,24.622220782399527,0.8014502027674683,1,0.16356312066633594,0,18443,20.481389608800924,2020-06-30 15:15:00,2
83011,83012,-27.85994634593757,-1.055503048985177,1,0.0,0,18444,17.596630897291906,2020-07-01 09:30:00,1
83014,83025,21.351066011835574,0.7707840714965278,1,0.6579315381834706,0,18444,18.466966994081822,2020-07-01 10:15:00,11
83029,83036,2.0379800000465913,0.07160790667441515,1,1.383507848575863,0,18444,18.97350999997642,2020-07-01 14:00:00,7
83075,83089,-13.852993590409678,-0.5747296597276589,1,1.2539675162554127,0,18445,16.068996795205187,2020-07-02 02:30:00,14
83096,83099,8.758841171991808,0.39155075124936034,1,0.9957701952593271,0,18445,14.913079414003748,2020-07-02 07:45:00,3
83103,83105,-16.04945596376805,-0.6873180839665457,1,0.735519516597664,0,18445,15.5672279818837,2020-07-02 09:30:00,2
83220,83238,33.906275483807036,1.6695161282322557,1,0.43207352669068444,0,18448,13.539362258096595,2020-07-05 21:00:00,18
83271,83272,-4.518242747038894,-0.22903349676900786,1,0.0,0,18449,13.151621373519802,2020-07-06 09:45:00,1
83274,83280,34.03722597508218,1.6594757557023325,1,0.20111326044265257,0,18449,13.673887012458644,2020-07-06 10:30:00,6
83302,83311,12.475050750943556,0.5381245005365283,1,0.04205765559576081,0,18449,15.454974624528353,2020-07-06 18:45:00,9
83367,83369,-22.462263763794763,-0.887470025066884,1,0.1985346144474347,0,18450,16.873631881897005,2020-07-07 11:00:00,2
83528,83543,5.507028209393102,0.21867622990988977,1,1.0870221771467816,0,18452,16.788985895304034,2020-07-09 05:45:00,15
83564,83566,-16.856122102360896,-0.528308336948343,1,0.16689733719102356,0,18452,21.2705610511803,2020-07-09 14:45:00,2
83656,83664,64.85755793882359,2.1233040805395036,1,0.6653990191501754,0,18453,20.363721030588056,2020-07-10 14:45:00,8
83716,83726,29.475063999254562,1.190553211961722,1,0.4332028998685717,0,18456,16.504968000373164,2020-07-13 07:00:00,10
83729,83730,-20.530150179963893,-0.7953919547102036,1,0.0,0,18456,17.207575089981,2020-07-13 10:15:00,1
83731,83735,-7.228086292678054,-0.27061536624582594,1,0.42400144362390907,0,18456,17.806543146339266,2020-07-13 10:45:00,4
84180,84182,-28.38943710356747,-1.0544115367895888,1,0.8774556700711665,0,18463,17.94962473571182,2020-07-20 09:00:00,2
84184,84185,-0.02750900759732766,-0.0009212852369951931,1,0.0,0,18463,19.906254503798294,2020-07-20 10:00:00,1
84189,84270,225.79116382376938,7.379911116909862,1,0.21817021477346055,0,18463,20.39691808811498,2020-07-20 11:15:00,81
84639,84641,-24.414262099386033,-0.6497570643110663,1,0.4171718130007625,0,18470,25.049631049693254,2020-07-27 09:30:00,2
84658,84690,58.4489242137644,1.506335719656968,1,0.9915711468330607,0,18470,25.868037893117545,2020-07-27 14:15:00,32
84936,84939,27.78732371554739,0.7917009538862755,1,1.3739998458290925,0,18473,23.39883814222689,2020-07-30 15:15:00,3
84940,84966,13.127449631560157,0.3441625884182525,1,0.013763934655317847,0,18473,25.428775184219393,2020-07-30 16:30:00,26
85045,85070,-40.79396930824973,-1.0372498955799458,1,1.2414512980831236,0,18476,26.219312872167,2020-08-02 21:00:00,25
85082,85095,25.186381839430542,0.7667329213323627,1,0.27626442358612613,0,18477,21.899309080284706,2020-08-03 06:15:00,13
85115,85118,-33.679050981236145,-1.0454770497772172,1,1.2455744862194194,0,18477,21.47603398749109,2020-08-03 14:30:00,3
85158,85161,-28.041870625882293,-1.0551231189188053,1,1.063895008483983,0,18478,17.71791375058806,2020-08-04 02:30:00,3
85238,85258,6.747775907302785,0.2706915149706324,1,0.43625785232727277,0,18478,16.61861204634818,2020-08-04 23:30:00,20
85379,85394,84.99053660529913,3.3933983048133656,1,0.5060719137855416,0,18480,16.697231697350766,2020-08-06 12:00:00,15
85744,85746,-33.836901637392515,-1.0452552962878272,1,0.35910772651589506,0,18486,21.581267758261294,2020-08-12 12:15:00,2
85750,85757,-34.29799847431954,-1.0446197444057668,1,1.3682880665053523,0,18486,21.888665649546958,2020-08-12 13:45:00,7
85820,85824,0.47060957666522873,0.017569372684677353,1,1.2963961991564137,0,18487,17.857195211667328,2020-08-13 08:30:00,4
85828,85832,-17.910167386171306,-0.6203434041993408,1,0.5013616334327671,0,18487,19.247583693086295,2020-08-13 10:30:00,4
86006,86009,3.4499891621545977,0.16064200483766145,1,0.01746114233486499,0,18491,14.317505418922124,2020-08-17 09:30:00,3
86020,86051,0.45192146353125273,0.020334098957467576,1,0.6647976171544733,0,18491,14.816539268235351,2020-08-17 13:00:00,31
86081,86091,-14.524421983522043,-0.8237504091594687,1,0.7784113115509786,0,18492,11.754710991761323,2020-08-18 05:30:00,10
86092,86096,-18.24539057841852,-1.0517413164908433,1,0.9468063207041856,0,18492,11.56519528920834,2020-08-18 08:15:00,4
86097,86098,-10.401972644680281,-0.5734201242677859,1,0.0,0,18492,12.093486322339796,2020-08-18 09:30:00,1
86109,86162,13.996848867156732,0.6393849706777128,1,1.2299511482112042,0,18492,14.594075566421111,2020-08-18 12:30:00,53
86197,86201,-21.30855340597176,-1.0738275030700877,1,1.4022186163303934,0,18493,13.22903560398066,2020-08-19 11:45:00,4
86298,86303,9.80377002450783,0.3915881282866827,1,0.23066855252648935,0,18494,16.690614987746283,2020-08-20 14:15:00,5
86315,86344,-9.393252134828654,-0.39411658409131245,1,0.4562868951532946,0,18494,15.88912606741485,2020-08-20 19:45:00,29
86373,86376,-0.9520635833231064,-0.039255825063601334,1,0.02164698715444706,0,18495,16.168531791661426,2020-08-21 10:15:00,3
86392,86394,-27.778356540560562,-1.0556751472486057,1,0.4246892631418207,0,18495,17.542237693706554,2020-08-21 15:00:00,2
86399,86461,106.9249618833675,4.054791276720781,1,0.702502082565054,0,18497,17.58001905831605,2020-08-23 18:00:00,62
86578,86639,18.484025912170328,0.6864818715670569,1,0.09749039096926575,0,18499,17.95048704391487,2020-08-25 16:00:00,61
86647,86652,57.939389326749875,2.774315852104618,1,0.04668599353965997,0,18500,13.922805336625387,2020-08-26 10:15:00,5
86654,86655,-7.4600288970649125,-0.331059931084258,1,0.0,0,18500,15.022514448532002,2020-08-26 12:00:00,1
86662,86664,-18.994597377608297,-0.7870244471869724,1,0.1460552767285783,0,18500,16.08979868880386,2020-08-26 14:00:00,2
86670,86673,-23.424182500477254,-0.8461916850519627,1,0.19778276042566872,0,18500,18.454591250238867,2020-08-26 16:00:00,3
86734,86735,-24.86670887313252,-1.062602265840552,1,0.0,0,18501,15.60113924875561,2020-08-27 09:15:00,1
86862,86888,0.7258709129711496,0.02351429453026285,1,0.11419094874584654,0,18504,20.579564543515016,2020-08-30 19:45:00,26
86930,86940,11.805061941853783,0.40693143214129246,1,0.31282366537941925,0,18505,19.339969029073668,2020-08-31 12:45:00,10
86963,87001,39.04480931755293,1.3979451985264704,1,1.0445703764437653,0,18505,18.620095341223593,2020-08-31 22:00:00,38
87012,87013,-29.14058374775399,-1.0529347461413234,1,0.0,0,18506,18.450389165169142,2020-09-01 10:15:00,1
87025,87034,-22.45601863030046,-0.7515208998939291,1,1.2976575845045764,0,18506,19.920509315150063,2020-09-01 13:30:00,9
87035,87052,60.19589018266211,2.0070761083913724,1,0.34759463422652076,0,18506,19.994554908668544,2020-09-01 16:00:00,17
87075,87089,8.330407565941787,0.3233107803343157,1,0.206668148185151,0,18507,17.177296217028555,2020-09-02 03:15:00,14
87630,87634,-22.45656178094745,-0.39689107260977263,1,0.19750386455759722,0,18515,37.72078089047365,2020-09-10 08:45:00,4
87635,87638,-56.94667288336845,-0.9908291744248854,1,1.1757540532506714,0,18515,38.3158364416836,2020-09-10 10:00:00,3
87890,87911,70.72707079115767,1.8876435142188348,1,0.17414652964552912,0,18520,24.97896460442169,2020-09-15 05:00:00,21
87957,87968,-38.26611736085201,-1.039808573898329,1,1.29819427849283,0,18520,24.534078240567652,2020-09-15 23:00:00,11
87977,87990,-23.681475559247556,-0.7053336308299112,1,0.9091624813333884,0,18521,22.38323777962438,2020-09-16 04:00:00,13
88506,88591,277.7268467861306,5.346698478055107,1,1.4655314253986305,0,18530,34.62907660693512,2020-09-25 11:15:00,85
