assumed_spread,atr_floor,bars_kept,block,n,pts,R,pf,win,total,dd,ret_dd,sharpe,hold_h,p_stop,p_chan
0.5,2.5,0.9968989322844855,research,1307,-1.590932826494257,-0.11573600528823266,0.8410994638773507,0.34200459066564654,-2079.349204227994,2081.675013746877,-0.9988827220850882,-0.7229998031329421,2.8980489671002294,1.0,0.0
0.5,2.5,0.9968989322844855,LOCKED,717,-2.1849713970233937,-0.04805878842030575,0.8798022721771216,0.3458856345885635,-1566.6244916657733,2209.532740026008,-0.7090297705420436,-0.6576862384398638,2.8106694560669454,0.99860529986053,0.001394700139470014
1.0,5.0,0.9064551554646038,research,1073,-1.5684560351733925,-0.0698062711426628,0.8625884578673936,0.35787511649580617,-1682.95332574105,1964.611303635708,-0.8566342475107305,-0.5876369240159083,3.082013047530289,1.0,0.0
1.0,5.0,0.9064551554646038,LOCKED,717,-2.1849713970233937,-0.04805878842030575,0.8798022721771216,0.3458856345885635,-1566.6244916657733,2209.532740026008,-0.7090297705420436,-0.6576862384398638,2.8106694560669454,0.99860529986053,0.001394700139470014
2.0,10.0,0.7353691044638926,research,710,-1.9150017563395096,-0.06254461511995248,0.8668966026520204,0.3676056338028169,-1359.6512470010518,1563.844345091285,-0.8694287582193393,-0.491878292735508,3.1908450704225353,1.0,0.0
2.0,10.0,0.7353691044638926,LOCKED,717,-2.1849713970233937,-0.04805878842030575,0.8798022721771216,0.3458856345885635,-1566.6244916657733,2209.532740026008,-0.7090297705420436,-0.6576862384398638,2.8106694560669454,0.99860529986053,0.001394700139470014
3.0,15.0,0.6062321301577626,research,490,-1.9659272615181191,-0.04353976665915772,0.8856099959150222,0.35918367346938773,-963.3043581438784,1229.6490074231099,-0.7833978251750136,-0.35962439553257225,3.3535714285714286,1.0,0.0
3.0,15.0,0.6062321301577626,LOCKED,659,-1.804054625089533,-0.02465610129894852,0.9044325448260602,0.3520485584218513,-1188.8719979340024,2097.6541529924125,-0.5667626363659685,-0.5018559095062867,2.9320940819423367,0.9984825493171472,0.0015174506828528073
