stop,tgt,be,arm,tr,n_r,pts_r,pf_r,sh_r,dd_r,n_l,pts_l,pf_l,sh_l,dd_l
1.5,4.0,0.0,1.0,1.5,187,-4.457738505421402,0.746574424557297,-1.111183897822707,1165.096354455655,96,8.646538324806999,1.4788552377663093,1.0979042796093277,476.94087992160917
1.5,4.0,0.0,1.5,0.75,187,-4.988807610120999,0.7403966518824451,-1.2262570560474495,1281.0277771219412,97,6.815695705955318,1.3633215663263762,1.1381675608618242,378.8039147460721
1.5,4.0,0.0,1.5,1.0,187,-4.967489255831412,0.7415059983600895,-1.1897924306602903,1208.2053862069538,97,6.006366807070194,1.3201789942542081,1.0083694188182337,361.3530321335154
1.5,4.0,0.0,1.5,1.5,187,-5.522108271257464,0.712726425791445,-1.3134495733509337,1252.6057806492433,96,8.931152963216492,1.4708411868882696,1.118317659053685,440.81165361749277
1.5,4.0,1.0,0.0,1.0,185,-3.4211185719334765,0.7896972856494476,-0.8218435386846865,1047.4494632258002,96,9.32219922005446,1.559545437827392,1.2093286944243593,369.53561588588695
1.5,4.0,1.0,1.0,0.75,187,-2.854507327409148,0.8258174080758397,-0.7606385739353126,1093.7308751773041,97,5.29760800271796,1.3212900676839023,1.0266393947841634,327.0264153024817
1.5,4.0,1.0,1.0,1.0,187,-3.3913312723137157,0.7930603066199823,-0.8923457314314833,1062.7287938712002,97,4.278301971559636,1.259471053598027,0.8204621297531718,362.0969590992662
1.5,4.0,1.0,1.0,1.5,187,-4.029109614197979,0.7541429482387996,-1.0480515718062702,1123.5082436146502,96,9.63894883048714,1.5785576682322016,1.2495733983027948,347.0311883998568
1.5,4.0,1.0,1.5,0.75,187,-3.189386175249158,0.8053830356931659,-0.8464085605496937,1093.0776967506886,97,4.839056621361942,1.2934797796677193,0.9265030855806066,351.75659157577127
1.5,4.0,1.0,1.5,1.0,187,-3.494657299207795,0.7867553323763283,-0.9203112341298461,1081.2787211776072,97,4.7288950516575055,1.2867986854515479,0.8914058299525993,298.4024221723465
1.5,4.0,1.0,1.5,1.5,187,-4.029109614197979,0.7541429482387996,-1.0480515718062702,1123.5082436146502,96,9.63894883048714,1.5785576682322016,1.2495733983027948,347.0311883998568
1.5,4.0,1.5,0.0,1.0,185,-5.457616273890022,0.7146672158679233,-1.2311609421075262,1168.2145417759357,96,9.825415562946079,1.518359917095061,1.1752190905422726,445.55803804409425
1.5,4.0,1.5,1.0,0.75,187,-2.854507327409148,0.8258174080758397,-0.7606385739353126,1093.7308751773041,97,5.29760800271796,1.3212900676839023,1.0266393947841634,327.0264153024817
1.5,4.0,1.5,1.0,1.0,187,-3.843092724067689,0.7657674325080772,-1.011201424798003,1109.4680493422807,97,3.5495863617875307,1.2148394388729575,0.6793956618611426,373.56631055379864
1.5,4.0,1.5,1.0,1.5,187,-4.646106709726731,0.7357839460101059,-1.1604008027886872,1151.0191438180289,96,8.936174631809447,1.4952711430947372,1.1335555932699524,472.3604961213407
1.5,4.0,1.5,1.5,0.75,187,-4.988807610120999,0.7403966518824451,-1.2262570560474495,1281.0277771219412,97,6.815695705955318,1.3633215663263762,1.1381675608618242,378.8039147460721
1.5,4.0,1.5,1.5,1.0,187,-4.967489255831412,0.7415059983600895,-1.1897924306602903,1208.2053862069538,97,6.006366807070194,1.3201789942542081,1.0083694188182337,361.3530321335154
1.5,4.0,1.5,1.5,1.5,187,-5.710476475562793,0.7028430582500094,-1.3607300801529947,1238.5285700116171,96,9.272867009012115,1.489209086702873,1.1599779854346344,423.05361055806407
2.0,0.0,0.0,0.0,1.0,180,-5.445817715245072,0.7584043269364369,-0.9986280679266931,1298.4032147374141,94,5.87248241071946,1.2195044103366308,0.6511127982071,718.3670263030438
2.0,0.0,0.0,1.0,0.75,185,-4.713579893479997,0.7592783922285498,-1.0839797863438054,999.8908651909039,97,1.8264722515489953,1.0855609060213207,0.29645912127611534,528.36069075778
2.0,0.0,0.0,1.0,1.0,185,-5.045221764184016,0.7423415064380635,-1.1445386455162836,1087.1966807124224,96,4.170666243078877,1.1933602646354482,0.5477923690519971,487.8936767297197
2.0,0.0,0.0,1.0,1.5,183,-5.460538917343815,0.7265601911935147,-1.169903088825513,1217.2642047290617,96,6.703302743558942,1.287884831582576,0.8060710844143417,616.2469010871935
2.0,0.0,0.0,1.5,0.75,184,-4.035547081016594,0.8055307625277573,-0.8628900058312832,1117.8519113794603,95,1.5016477406995838,1.0591930302342358,0.21138124916770645,780.4403902242664
2.0,0.0,0.0,1.5,1.0,184,-4.879390492804217,0.7648667381608366,-1.0629826396981397,1199.1410965592052,95,3.933437729590909,1.1550510763221247,0.4794496609130463,783.3581112081775
2.0,0.0,0.0,1.5,1.5,182,-5.784009763940443,0.7191616421115142,-1.2213341775404383,1270.6753598923042,95,6.424472834188639,1.2531066773119943,0.7395650569098772,763.1791068145906
2.0,0.0,1.0,0.0,1.0,183,-6.275367390500851,0.6764858029430435,-1.3668585849499342,1257.9222324616594,95,3.4359955221752068,1.1576401198311532,0.4703928116892914,493.62884803210443
2.0,0.0,1.0,1.0,0.75,185,-4.713579893479997,0.7592783922285498,-1.0839797863438054,999.8908651909039,97,1.8264722515489953,1.0855609060213207,0.29645912127611534,528.36069075778
2.0,0.0,1.0,1.0,1.0,185,-5.840975940288995,0.7017024955394039,-1.3667554198908216,1190.110548953468,96,4.974994407346219,1.230650495412022,0.6523882000980433,456.0363382893844
2.0,0.0,1.0,1.0,1.5,183,-6.296898518059049,0.6753758080996715,-1.4065773013870406,1261.8624288048097,96,4.250772334057035,1.1970741400806848,0.5800427802757195,501.22536577980543
2.0,0.0,1.0,1.5,0.75,185,-5.167413503936528,0.7361011980706798,-1.1885412393593424,1065.5014982282612,96,1.9113121833446376,1.088612180412607,0.2977339434728428,464.16350095387935
2.0,0.0,1.0,1.5,1.0,185,-5.834249548992458,0.7020460110337826,-1.3623849104939874,1188.8661665636087,96,4.6743315117630075,1.216711174049996,0.6133745584957006,468.8911794130905
2.0,0.0,1.0,1.5,1.5,183,-6.296898518059049,0.6753758080996715,-1.4065773013870406,1261.8624288048097,96,4.250772334057035,1.1970741400806848,0.5800427802757195,501.22536577980543
2.0,0.0,1.5,0.0,1.0,182,-5.069449466926511,0.7536700044969286,-0.97856353464854,1253.1785954235766,94,5.17034055374159,1.2016628516154342,0.5958224134966746,691.7844335359734
2.0,0.0,1.5,1.0,0.75,185,-4.713579893479997,0.7592783922285498,-1.0839797863438054,999.8908651909039,97,1.8264722515489953,1.0855609060213207,0.29645912127611534,528.36069075778
2.0,0.0,1.5,1.0,1.0,185,-5.045221764184016,0.7423415064380635,-1.1445386455162836,1087.1966807124224,96,4.170666243078877,1.1933602646354482,0.5477923690519971,487.8936767297197
2.0,0.0,1.5,1.0,1.5,183,-5.384421300455222,0.730162178637851,-1.1555508362914415,1234.3027715101423,96,6.8200309263545345,1.2930699651753577,0.8196700722296392,616.2469010871935
2.0,0.0,1.5,1.5,0.75,184,-4.035547081016594,0.8055307625277573,-0.8628900058312832,1117.8519113794603,95,1.5016477406995838,1.0591930302342358,0.21138124916770645,780.4403902242664
2.0,0.0,1.5,1.5,1.0,184,-4.879390492804217,0.7648667381608366,-1.0629826396981397,1199.1410965592052,95,3.933437729590909,1.1550510763221247,0.4794496609130463,783.3581112081775
2.0,0.0,1.5,1.5,1.5,182,-5.707343381680937,0.7226740539153046,-1.207146600136839,1287.6901689927672,95,6.5721997280609825,1.2590676938835923,0.7561843181836884,760.3509574450948
2.0,1.5,0.0,0.0,1.0,184,-3.5132837403689545,0.8306981441928641,-0.7459354380603509,953.6576810818126,95,2.5427304829408133,1.100231178241648,0.3534060077337843,832.7202984606008
2.0,1.5,0.0,1.0,0.75,185,-4.129717506878596,0.7890961306770646,-0.9394300745070274,901.6517782760748,97,2.30147655298503,1.107812433993029,0.37654683349896956,550.4130419178089
2.0,1.5,0.0,1.0,1.0,185,-3.9761233098455655,0.7969401564260075,-0.8871067172749892,884.0335936547378,96,1.164146897505162,1.0539721327616856,0.18700086805654093,588.1168921375855
2.0,1.5,0.0,1.0,1.5,185,-3.372792635999955,0.832464487452341,-0.7278158436717332,931.1801105139166,96,2.983930115833067,1.1282252682687384,0.43248182394308826,752.3143064227911
2.0,1.5,0.0,1.5,0.75,184,-3.5132837403689545,0.8306981441928641,-0.7459354380603509,953.6576810818126,95,2.5427304829408133,1.100231178241648,0.3534060077337843,832.7202984606008
2.0,1.5,0.0,1.5,1.0,184,-3.5132837403689545,0.8306981441928641,-0.7459354380603509,953.6576810818126,95,2.5427304829408133,1.100231178241648,0.3534060077337843,832.7202984606008
2.0,1.5,0.0,1.5,1.5,184,-3.5132837403689545,0.8306981441928641,-0.7459354380603509,953.6576810818126,95,2.5427304829408133,1.100231178241648,0.3534060077337843,832.7202984606008
2.0,1.5,1.0,0.0,1.0,185,-4.346697590984946,0.7780150000118745,-0.9801379080582231,921.1785807528613,96,1.667812166189292,1.0773230421762334,0.2674922188601111,569.1143948209564
2.0,1.5,1.0,1.0,0.75,185,-4.129717506878596,0.7890961306770646,-0.9394300745070274,901.6517782760748,97,2.30147655298503,1.107812433993029,0.37654683349896956,550.4130419178089
2.0,1.5,1.0,1.0,1.0,185,-4.426315204743627,0.7739489439729333,-1.002168359510071,938.4104130134965,96,1.9684750617725026,1.0912623635382595,0.3153672637106632,556.2595536972502
2.0,1.5,1.0,1.0,1.5,185,-4.346697590984946,0.7780150000118745,-0.9801379080582231,921.1785807528613,96,1.667812166189292,1.0773230421762334,0.2674922188601111,569.1143948209564
