arm,n,pct,pf,win,ctl_med,p
long only,617,-0.02089125784092921,0.816115509637389,35.332252836304704,-0.02413125925641364,0.371
short only,646,-0.009603449997787577,0.9157789169396218,33.746130030959755,0.0011244203007400775,0.865
"zero cost, both",1023,-0.010155716012395625,0.9090419603773527,34.60410557184751,-0.016464274041326533,0.205
"2x cost, both",1023,-0.02321598079961421,0.8070395201239505,33.33333333333333,-0.029523207379548173,0.205
"SIDE FLIP (same days, mirrored)",1023,0.006038402737383839,1.0554233068804795,36.070381231671554,,
