retr,stop,n,pct,pf,R,risk_pts,ctl_med,p
0.0,0.6,1283,-0.007650403756400488,0.9424275882158255,-0.019924019075385893,73.20000000000073,0.006841323652271812,0.983
0.1,0.6,1171,-0.017830915876978312,0.8682337746894998,-0.06214053436274581,60.5,-0.005884035315862194,0.939
0.25,0.6,1023,-0.01668584840600492,0.8561088018355075,-0.08807607673500774,41.650000000001455,-0.022993740710437378,0.205
0.4,0.6,847,-0.014149639962542544,0.8338969645108615,-0.16954908012750214,23.400000000001455,-0.02977413350083889,0.015
0.5,0.6,744,-0.01629959757392312,0.6858077557661701,-0.3433818087724221,11.549999999999272,-0.023726149309332013,0.108
0.6,0.7,656,-0.011727223796326519,0.7706157022389677,-0.1848140496457755,11.550000000001091,-0.026407672745595055,0.008
