primary,n,pct,tot,pf,win,boot_p,ctl_med,p_entry,always_pct,always_pf,gate1
total,789,0.045039994216422644,35.53655543675747,1.3174583689932453,45.247148288973385,0.0075,0.027019613315541494,0.052,0.06748823727129158,1.4131839122634309,PASS
pf,150,0.11167593678764651,16.751390518146977,1.9609215643306817,42.66666666666667,0.1405,0.011652167594996644,0.0,-0.06646731519293901,0.6466073291669243,MARGINAL
retdd,495,0.024260825431480292,12.009108588582745,1.5413766806785032,9.8989898989899,0.038,-0.004097621598938707,0.005,-0.005973415821436574,0.9080320168282159,PASS
published,1023,-0.01668584840600492,-17.069622919343033,0.8561088018355075,34.31085043988269,1.0,-0.022993740710437378,0.205,0.0022842148259818967,1.018528400684545,FAIL
