trial,fast_type,fast_len,slow_type,slow_len,gate,exit,nR,mR,pfR,tR,nH,mH,pfH,tH
2386,sma,3,linreg,213,state,state,58.0,0.028078820643946328,1.9782638954104104,1.802390274562797,51.0,-0.010778816739681783,0.8053613938781707,-0.594289743046503
2387,hull,6,linreg,203,state,cross,60.0,0.02613091273448008,2.0264665791124155,1.8308217394828168,53.0,-0.004772172396304895,0.908162177435263,-0.27756546438012486
2388,sma,11,sma,174,state,off,43.0,-0.027704383701025338,0.6186624795067187,-1.2144545006223206,45.0,-0.05018170534667047,0.39678098058046046,-2.409425896403833
2389,hull,8,linreg,174,10.0,off,37.0,-0.028162689690015275,0.5637459196273212,-1.2496836238512392,33.0,-0.027769974704085817,0.551552424437969,-1.214366372656381
2390,sma,5,tema,221,state,cross,51.0,0.008627143777751025,1.1932336553947047,0.4610706257288923,53.0,-0.007911089951815983,0.854818305385525,-0.4438255562021879
2391,sma,8,linreg,207,16.0,state,32.0,0.0149102781024846,1.4395240258353201,0.7003567815353539,30.0,0.006394369602109191,1.1304510942158366,0.2551746422975767
2392,ema,18,sma,189,state,off,43.0,-0.02781811569770764,0.6177270494206035,-1.2182010594720218,44.0,-0.055742827991126266,0.37653478057453993,-2.5977041840462234
2393,wma,51,sma,190,15.0,off,9.0,-0.005721361516028123,0.9186232821291284,-0.10026279381614736,9.0,-0.0029137995439639294,0.9547268960097213,-0.05366699359080502
2394,dema,36,ema,182,5.5,state,6.0,-0.07613389706237242,0.009270044572149068,-1.8223285218945342,8.0,-0.07328717915570279,0.38609599670218553,-1.2490570437433335
2395,sma,4,tema,158,state,state,56.0,0.035339453369586674,2.51094760283244,2.3001064991126055,52.0,-0.0009377300001032678,0.9810476706868321,-0.05302329818611113
2396,tema,5,tema,165,18.0,cross,53.0,0.029385684743946046,2.16718803517553,1.87825588723637,47.0,-0.01582640897404632,0.6525512161697908,-1.0426723583800699
2397,sma,3,dema,145,state,state,59.0,0.02672659717213298,1.9094935719210944,1.7416511044585952,56.0,-0.007476250754541421,0.8617968230648074,-0.4346361822408938
2398,hull,9,tema,203,7.0,state,37.0,0.03651438664754976,3.306746083366035,2.192211492768135,33.0,0.0003170508048546466,1.006604366425731,0.014664420463248767
2399,wma,7,sma,174,state,state,50.0,-0.018371054620950143,0.6980393119683395,-0.9724981571994726,52.0,-0.03401100978848042,0.5128407190869811,-1.8757098772011482
2400,sma,4,ema,209,4.5,state,19.0,-0.00748703501999629,0.8464357615173436,-0.26626429921517236,16.0,-0.01295805705212486,0.8180063535802975,-0.3339809812957128
2401,tema,45,hull,187,state,state,49.0,0.004180343183474875,1.0887223620664057,0.224354517758312,51.0,0.001342133007227399,1.0263418001428128,0.07156729849494718
2402,dema,2,hull,241,state,off,54.0,-0.0022686351193068836,0.9594596562186831,-0.11429219596603099,51.0,0.006814969114206886,1.1321171571180029,0.3388323702770505
2403,hull,6,tema,163,state,state,61.0,0.03210270340093968,2.4904341507397763,2.342512822688781,53.0,0.004880000988027951,1.115126746551392,0.3028534277592737
2404,hull,6,tema,201,8.0,off,35.0,0.012915439762976908,1.3505068339181825,0.5903781857444638,37.0,-0.010365317566934682,0.8289029200070704,-0.4377273747932758
2405,hull,53,ema,186,state,off,44.0,-0.027152721271877026,0.6181933906827687,-1.2165031917772282,42.0,-0.0668237488094024,0.25028323458803103,-3.3519692237970222
2406,tema,2,hull,214,state,off,54.0,0.0013904139451629356,1.023420186378407,0.06665251937837355,51.0,-0.000419604824791502,0.9924073809066283,-0.020814157688064622
2407,hull,6,tema,174,17.5,state,54.0,0.03744467502077295,3.292946507877129,2.6816283661364526,47.0,-0.012108688196812236,0.7168588975378851,-0.8306686948335603
2408,sma,11,ema,196,state,state,43.0,-0.027411019256145867,0.5969648074471098,-1.2737017023854702,45.0,-0.040025668515837616,0.4519189998394086,-2.0321474659204677
2409,ema,27,tema,182,state,state,48.0,0.042855557307823616,2.4544722584485505,2.2665278155685358,47.0,-0.006128145588202124,0.8810375883878544,-0.3194419299962562
2410,hull,6,linreg,159,state,state,60.0,0.029934520006171608,2.144177280131709,2.0249429506916043,55.0,0.004128507690824313,1.0915616322496307,0.25044417672840985
2411,tema,6,tema,219,state,off,52.0,0.009146283522574268,1.1956984135833522,0.46892729274971445,51.0,0.010204555405879157,1.2117427055718835,0.5178095276781558
2412,hull,4,tema,152,16.5,state,57.0,0.024782417623227245,2.0781001662625584,1.8006170616042247,49.0,-0.014872240042521806,0.6641383845655945,-1.0351648894054557
2413,sma,3,tema,169,state,state,59.0,0.045165112071863134,3.235135514441797,3.01635109841493,53.0,0.004395196903565892,1.0942566534705174,0.2531089851057478
2414,tema,9,tema,198,state,cross,59.0,0.03584242999442783,2.3577229864761975,2.306154741347556,54.0,-0.003478306306855905,0.9337948951898374,-0.19934980376939918
2415,hull,51,wma,185,9.0,cross,13.0,0.011837479314155724,1.2453386443576735,0.29586385883846006,14.0,-0.03386857063326062,0.5414097433438939,-0.8712363856094404
2416,linreg,25,hull,193,12.0,state,38.0,0.01739120015464342,1.5120742519060937,0.8965957983973818,27.0,0.011160628732253455,1.2500948832492869,0.42927302391870537
2417,hull,13,ema,177,10.5,cross,23.0,-0.01690383781616839,0.6677451575505345,-0.6894106760153693,23.0,-0.014806289643721016,0.7661032489830988,-0.5143264841066826
2418,hull,12,sma,201,19.5,state,30.0,0.01440042108319269,1.4601022220721493,0.7006855928837386,27.0,0.000692571423401063,1.0124955921404242,0.02647587456430275
2419,linreg,31,dema,192,14.0,off,31.0,0.03190726780241248,1.8650300793275225,1.26637973640086,34.0,0.024250639933716213,1.6721625932759159,1.0677033174836468
2420,tema,50,linreg,182,6.5,state,17.0,0.02694320016101725,2.5083909020254525,1.0502751455320178,17.0,-0.0024042122533965565,0.932263839442716,-0.09139559571677952
2421,wma,4,linreg,146,11.5,state,45.0,0.02002323116402572,1.7451564051050572,1.230785401526818,36.0,0.018531294285974442,1.4838179408759296,0.9124542603221838
2422,sma,31,tema,83,5.0,off,9.0,0.08655249788167696,inf,2.5702134046177076,9.0,-0.0008910573743577243,0.9790227054730227,-0.020158941602042728
2423,tema,4,tema,215,1.5,state,24.0,0.06716344085967833,6.207919098432118,2.883406553269915,23.0,0.001834489097531534,1.0396815469712517,0.07313019538617238
2424,hull,3,tema,231,state,cross,63.0,0.029982623706334078,2.061151894297683,2.0377581048194857,55.0,-0.015557744345028216,0.7098472959105592,-1.004702134312478
2425,sma,3,wma,165,state,state,55.0,-0.010463187682345122,0.801284472638461,-0.6134908865406444,58.0,-0.0292782340369026,0.547967036854592,-1.7883378043838483
2426,hull,26,ema,441,state,cross,45.0,-0.020098821618541644,0.7020760763150184,-0.9236523786976302,46.0,-0.03930550968671919,0.4804717462444693,-1.9367993602723763
2427,tema,3,tema,222,state,state,62.0,0.028499196015185437,1.9315015095784132,1.879536203492414,54.0,-0.010973179524353595,0.7933279954743695,-0.6806743896481423
2428,tema,15,sma,558,13.5,off,12.0,0.0026619629341702936,1.0436902518834648,0.057404682155226205,13.0,0.02713042558448912,1.6092917092867827,0.6482970819584779
2429,tema,3,tema,206,state,cross,64.0,0.03515807976915544,2.4052146861355848,2.4446860611387455,54.0,-0.00798271214159759,0.8407901243843571,-0.505632776578839
2430,sma,4,tema,172,state,state,56.0,0.038454245248233196,2.615941796758553,2.468087920330515,51.0,-0.0008213851834323555,0.9833092095357631,-0.04589584065224798
2431,wma,3,tema,157,12.5,state,47.0,0.03085282061353691,2.6856248958712223,2.071724496418458,40.0,0.0037176754960612664,1.1097730022160548,0.2278630469104682
2432,sma,9,sma,197,6.0,off,8.0,-0.07554492172113651,0.011516539360651992,-2.01158432946466,13.0,-0.016918103979033546,0.7701098884350644,-0.37761725546898406
2433,sma,2,tema,206,state,state,59.0,0.03855734324720442,2.618043830031732,2.5556940420890335,54.0,-0.004810457661418065,0.9044968878711619,-0.28813873070467316
2434,sma,9,tema,173,state,cross,49.0,0.02247246261210376,1.6168780845201316,1.2045316360544018,50.0,-0.002331285426343161,0.9550816236818717,-0.12476483423737565
2435,wma,55,wma,188,19.0,state,10.0,0.047370518134407937,2.5409948025390645,1.056651630806347,13.0,-0.0033463929967086606,0.944238820226234,-0.08183457310610498
2436,sma,6,tema,177,state,state,53.0,0.02559943080258468,1.7795494509321592,1.493141151878436,52.0,0.00013970830088781187,1.0029069709772986,0.00791957599610859
2437,sma,4,linreg,215,state,off,49.0,-0.005965512685266531,0.8961546393773586,-0.2873891925643209,48.0,-0.001061192516501622,0.9807788168340881,-0.05139777898233782
2438,tema,7,hull,199,7.5,cross,40.0,0.010681092062683676,1.3241389106370418,0.5964162030951561,31.0,0.010605081376485656,1.2437593160327907,0.47660089821924567
2439,linreg,3,ema,131,13.0,state,44.0,0.025032455485444593,1.7886226645459677,1.3994005081865493,43.0,-0.0013262191051128037,0.972873467403177,-0.07127662547380473
2440,ema,16,hull,182,9.5,state,34.0,0.016130106707311496,1.5561819293320807,0.8289190917408107,23.0,-0.017695696230563374,0.697616022260822,-0.6469518990374139
2441,ema,5,tema,161,11.0,state,35.0,0.03059620062488573,2.250423336521382,1.5987922106906032,37.0,-0.002060724390209327,0.9516483520655119,-0.10778968327347097
2442,tema,7,wma,202,12.0,cross,35.0,0.029937480930418533,1.9677843744206407,1.4216429922005753,34.0,0.0009879561667630477,1.01670110427254,0.040999142407539435
2443,tema,33,wma,190,16.0,cross,26.0,0.01289258217135447,1.3275620265237962,0.502971312966598,25.0,-0.03779373929135776,0.4423353740414872,-1.4900128922485374
2444,tema,2,hull,228,state,state,64.0,0.02950905038900628,2.067837480658501,2.0475442273487006,55.0,-0.000679831363939908,0.985298954430826,-0.042348470255724795
2445,sma,3,tema,167,state,state,59.0,0.04536433573708449,3.267348962527858,3.0335186424562672,53.0,0.004395196903565892,1.0942566534705174,0.2531089851057478
2446,tema,27,sma,190,0.5,state,5.0,0.11773957499720591,inf,2.478873036204193,8.0,0.05962988005281508,2.8109189689288585,1.182528446643638
2447,sma,44,ema,182,state,off,41.0,-0.02443791874858839,0.6573171390695575,-1.0404832488255016,40.0,-0.042278790371122796,0.4659509691048318,-1.882213582291978
2448,sma,20,ema,195,14.5,cross,11.0,-0.019267015430176462,0.6508227420584125,-0.49010502748488116,14.0,-0.025972708663147184,0.6060916781674097,-0.7087170286475705
2449,hull,48,tema,185,state,cross,44.0,0.0100060598711139,1.2346669182566625,0.5054150554943829,48.0,0.00024292796604893615,1.0049650915327324,0.012745168528341332
2450,tema,28,hull,178,state,state,54.0,0.010592598250469983,1.2464621397287223,0.6032387561327023,53.0,-0.0008131376363136541,0.9841979319143114,-0.04490567092789954
2451,sma,2,tema,153,state,state,61.0,0.04033287020339373,3.053787538033251,2.883374056772963,54.0,0.0076617985052494526,1.1819059761399715,0.4710065234978244
2452,wma,6,hull,208,2.5,state,28.0,0.04150970622229857,2.5320269131508844,1.7272729235196458,15.0,0.008108318840016325,1.122559750911505,0.19534442385693015
2453,linreg,2,dema,221,state,state,63.0,0.012597219913025216,1.3446692016038333,0.8441899521672653,59.0,-0.012061528136057808,0.7596199660712458,-0.8116270751855598
2454,sma,2,sma,241,state,off,50.0,-0.025718055796063156,0.6233001096296894,-1.2581623162987805,49.0,-0.04345192529077283,0.46596125154144574,-2.1200162251416397
2455,ema,3,tema,143,18.5,state,51.0,0.03587269859710363,2.7356316923616593,2.3448773467198603,48.0,0.018153562780624456,1.6451956592986694,1.213915901713379
2456,sma,4,tema,173,state,state,56.0,0.03885859068891136,2.6611591164702455,2.497941329488319,51.0,-0.0008213851834323555,0.9833092095357631,-0.04589584065224798
2457,sma,3,tema,164,state,state,59.0,0.04536433573708449,3.267348962527858,3.0335186424562672,53.0,0.0050354760766681056,1.1094911070265887,0.2907002072898718
2458,ema,32,hull,193,10.0,state,26.0,0.017854862657056512,1.6260924940885968,0.79973605711119,19.0,-0.02500282727552895,0.5461129422388219,-0.9100798765314854
2459,sma,21,linreg,198,17.0,cross,17.0,0.021241514813712673,1.4570251464003623,0.5926312987938731,26.0,-0.009565928616917648,0.8184073999944753,-0.3640468696430117
2460,tema,6,tema,207,state,cross,60.0,0.035503136461283696,2.560748479128907,2.4560102803913884,54.0,-0.002578477369855953,0.9464746639871335,-0.1574651197633794
2461,sma,2,tema,215,state,state,58.0,0.0379360504869329,2.484739933966185,2.4334190109368232,54.0,-0.004810457661418065,0.9044968878711619,-0.28813873070467316
2462,linreg,32,hull,186,12.5,cross,38.0,0.012947976822750215,1.3426173397900678,0.6367782311970231,23.0,-0.005641839352178582,0.8973979956395892,-0.19708575041842397
2463,wma,7,dema,171,9.0,off,29.0,0.01891561079174163,1.5450506267575754,0.7730469721945764,35.0,0.017960307643125274,1.39107989873666,0.7431253545306824
2464,sma,4,tema,160,state,cross,57.0,0.03820563595405169,2.662661491240372,2.487012427314335,52.0,-0.001448617896993828,0.9710214051684319,-0.08166005759534505
2465,tema,35,sma,181,state,state,46.0,-0.023879705572032374,0.6398111063330266,-1.1512253032955286,48.0,-0.04471884129505163,0.4101706171168872,-2.360539269863172
2466,sma,5,tema,171,state,state,53.0,0.02526198834038175,1.7588998098707413,1.466004121222175,51.0,0.0007314233141607206,1.015346990312343,0.04117485784639405
2467,dema,23,dema,195,4.0,cross,16.0,0.01473598391288597,1.4405264196725076,0.4921887492953632,19.0,0.017458015687879518,1.3402126598695898,0.5106735582656967
