tf,stop_atr,tp_r,block,n,n_signals,p_lower,p_upper,ambiguous,p_star,reach_t,reach_s,win,pf,pts,pf_theory_up,pf_theory_lo,hit_tp,hit_sl,flat,t_tp,t_sl
5,3.0,1.5,locked,1069,12876,0.18367505436470954,0.36525318421870145,0.1815781298539919,0.4096633616945484,0.36525318421870145,0.5189499844672258,0.4284377923292797,0.9216931210072463,-2.5258429846495267,0.8255390609728127,0.3227983128820917,0.27128157156220767,0.480823199251637,0.24789522918615528,59.0,38.0
5,3.0,2.0,research,1795,23832,0.15017623363544813,0.300226586102719,0.1500503524672709,0.34435511504913363,0.300226586102719,0.5318479355488419,0.3860724233983287,0.9373795059796628,-1.493469646532219,0.8244200640605193,0.33956989400946735,0.2128133704735376,0.5108635097493036,0.2763231197771588,86.0,45.0
5,3.0,2.0,locked,920,12876,0.15229885057471265,0.2835507921714818,0.13125194159676917,0.341386134745457,0.2835507921714818,0.5189499844672258,0.38913043478260867,0.9080518593795108,-3.1441133166148987,0.7605053989396905,0.34523172400093616,0.1967391304347826,0.5141304347826087,0.2891304347826087,86.0,42.0
5,3.0,3.0,research,1538,23832,0.10078885532057738,0.17849949647532729,0.0777106411547499,0.2582663362868502,0.17849949647532729,0.5318479355488419,0.34525357607282187,0.9324913252176036,-1.6899886821675771,0.6291327480280391,0.3245368096917251,0.1267880364109233,0.5520156046814044,0.3211963589076723,121.0,52.0
5,3.0,3.0,locked,817,12876,0.10142901522211867,0.161152531842187,0.059723516620068334,0.25603960105909274,0.161152531842187,0.5189499844672258,0.35495716034271724,0.928352174563852,-2.534221989051749,0.5562464669392317,0.3268307785931751,0.11872705018359853,0.5556915544675642,0.32558139534883723,136.0,48.0
5,3.0,4.0,research,1433,23832,0.06659113796576033,0.11039778449144008,0.043806646525679754,0.2066130690294802,0.11039778449144008,0.5318479355488419,0.3258897418004187,0.9331600182165748,-1.6841090428787768,0.48017059303406917,0.276042259608757,0.0851360781577111,0.5694347522679692,0.34542916957431963,147.0,56.0
5,3.0,4.0,locked,766,12876,0.06453867660764212,0.09389561975768872,0.029356943150046597,0.2048316808472742,0.09389561975768872,0.5189499844672258,0.3381201044386423,0.9365774791263202,-2.246975728093793,0.4009573325494038,0.2669471426078032,0.0783289817232376,0.5731070496083551,0.34856396866840733,154.5,52.0
5,3.0,5.0,research,1369,23832,0.04078549848942598,0.06222725746894931,0.02144175897952333,0.17217755752456682,0.06222725746894931,0.5318479355488419,0.3140978816654492,0.9285722093827661,-1.8050787738353273,0.32137388406141937,0.20592902580106706,0.05186267348429511,0.5865595325054784,0.36157779401022644,157.0,58.0
5,3.0,5.0,locked,740,12876,0.035414725069897485,0.05118049083566325,0.015765765765765764,0.17069306737272852,0.05118049083566325,0.5189499844672258,0.31486486486486487,0.9598906746025446,-1.4714424922095308,0.2612452283607345,0.17781597396957413,0.05405405405405406,0.5851351351351352,0.3608108108108108,159.5,52.0
15,0.5,0.5,research,7841,7943,0.1411305552058416,0.8883293465944857,0.7471987913886441,0.7526832844401202,0.8883293465944857,0.8092660203953166,0.6508098456829486,0.6965896145087708,-1.2141240411330612,2.8207759290757646,0.05826765420195245,0.6358882795561791,0.31424563193470223,0.049866088509118736,1.0,2.0
15,0.5,0.5,locked,4215,4292,0.14445479962721341,0.8774464119291705,0.7329916123019571,0.7284768913825274,0.8774464119291705,0.8052190121155638,0.6431791221826809,0.7515677831682411,-1.4817964402111843,2.5387983546278607,0.05987184667215366,0.6265717674970344,0.3236061684460261,0.0498220640569395,1.0,2.0
15,0.5,1.0,research,7381,7943,0.12728188341936297,0.8165680473372781,0.6892861639179151,0.5645124633300902,0.8165680473372781,0.8092660203953166,0.4973580815607641,0.810856217640366,-1.113421158783264,3.588568858498817,0.11756999317825695,0.4702614821839859,0.4656550602899336,0.06408345752608048,3.0,3.0
15,0.5,1.0,locked,3921,4292,0.13164026095060577,0.8014911463187325,0.6698508853681268,0.5463576685368956,0.8014911463187325,0.8052190121155638,0.4970670747258352,0.8543321396792676,-1.2532805320251321,3.2547882481995805,0.12220611743642511,0.46748278500382556,0.46773782198418773,0.06477939301198674,3.0,3.0
15,0.5,1.5,research,6749,7943,0.12073523857484578,0.7551303034118091,0.6343950648369633,0.4516099706640721,0.7551303034118091,0.8092660203953166,0.4022818195288191,0.8339510747108924,-1.1805235752034933,3.8783769066519165,0.17269411293400358,0.37057341828419027,0.5586012742628538,0.070825307452956,5.0,3.0
15,0.5,1.5,locked,3510,4292,0.12348555452003727,0.7357875116495806,0.6123019571295433,0.4370861348295164,0.7357875116495806,0.8052190121155638,0.4022792022792023,0.870466783847146,-1.3463401222457807,3.502371639679002,0.17718225915027364,0.36752136752136755,0.5592592592592592,0.07321937321937322,6.0,3.0
15,0.5,2.0,research,6144,7943,0.11167065340551428,0.7004909983633388,0.5888203449578245,0.3763416422200601,0.7004909983633388,0.8092660203953166,0.3426106770833333,0.8460192571026369,-1.2189883220348285,3.997453766605032,0.21486012197781412,0.3033854166666667,0.6189778645833334,0.07763671875,8.0,4.0
15,0.5,2.0,locked,3175,4292,0.11509785647716682,0.6756756756756757,0.5605778191985088,0.3642384456912637,0.6756756756756757,0.8052190121155638,0.344251968503937,0.8969604200891202,-1.1799653965539776,3.5608160012106733,0.22231192475173114,0.30236220472440944,0.6170078740157481,0.08062992125984252,9.0,4.0
15,0.5,3.0,research,5306,7943,0.09794787863527635,0.602291325695581,0.5043434470603047,0.2822562316650451,0.602291325695581,0.8092660203953166,0.2698831511496419,0.8550439387684686,-1.2823715731823093,3.9560084414477545,0.28364756966589694,0.21824349792687522,0.6914813418771203,0.09027516019600453,16.0,4.0
15,0.5,3.0,locked,2701,4292,0.09925442684063374,0.5661696178937559,0.4669151910531221,0.2731788342684478,0.5661696178937559,0.8052190121155638,0.2724916697519437,0.9146937830850067,-1.0838774075836606,3.4091197879070037,0.2878481310320946,0.21732691595705295,0.6878933728248797,0.09477971121806739,16.0,5.0
15,0.5,4.0,research,4704,7943,0.08472869193000127,0.5199546770741533,0.43522598514415206,0.22580498533203605,0.5199546770741533,0.8092660203953166,0.23001700680272108,0.8590919557251754,-1.3184569194460618,3.8075713090305268,0.32542090807682167,0.16645408163265307,0.7310799319727891,0.10246598639455783,23.0,5.0
15,0.5,4.0,locked,2376,4292,0.08387698042870456,0.47646784715750234,0.3925908667287978,0.2185430674147582,0.47646784715750234,0.8052190121155638,0.23695286195286194,0.930474124641907,-0.922854402161626,3.19930053908055,0.3218502055820635,0.16666666666666666,0.7243265993265994,0.10900673400673401,23.0,5.0
15,0.5,5.0,research,4411,7943,0.07490872466322548,0.4465567166058164,0.3716479919425909,0.18817082111003006,0.4465567166058164,0.8092660203953166,0.20290183631829517,0.8610981149306796,-1.3464735859793229,3.5650604599732683,0.35777600706199475,0.13171616413511675,0.7587848560417139,0.10949897982316935,31.0,5.0
15,0.5,5.0,locked,2175,4292,0.0733923578751165,0.4098322460391426,0.3364398881640261,0.18211922284563184,0.4098322460391426,0.8052190121155638,0.20689655172413793,0.9257470170044675,-1.0307549582516342,3.068273325023447,0.34995995945841285,0.12551724137931033,0.7549425287356322,0.11954022988505747,31.0,5.0
15,0.75,0.5,research,7225,7943,0.1826765705652776,0.8494271685761048,0.6667505980108271,0.7240110785156356,0.8494271685761048,0.7546267153468463,0.6448442906574394,0.7755889750558665,-1.3069184343183933,2.255546376421087,0.08936369792648419,0.6208996539792387,0.3139100346020761,0.06519031141868512,2.0,4.0
15,0.75,0.5,locked,3833,4292,0.19082013047530288,0.8345759552656105,0.6437558247903076,0.7078734831439072,0.8345759552656105,0.7425442684063374,0.6483172449778242,0.8456010259860551,-1.3090941856447602,2.0171558931621227,0.0942868982525677,0.6214453430733107,0.3125489172971563,0.066005739629533,2.0,5.0
15,0.75,1.0,research,6028,7943,0.16719123756766965,0.7551303034118091,0.5879390658441395,0.5430083088867268,0.7551303034118091,0.7546267153468463,0.4905441274054413,0.8487573050945414,-1.3083013108813795,2.671919770901034,0.17394213015440865,0.4558725945587259,0.46383543463835436,0.08029197080291971,6.0,6.0
15,0.75,1.0,locked,3125,4292,0.17404473438956197,0.7357875116495806,0.5617427772600185,0.5309051123579304,0.7357875116495806,0.7425442684063374,0.49248,0.8958006557949796,-1.3160165264664268,2.4128794736404093,0.18257483636711422,0.45568,0.46144,0.08288,7.0,6.0
15,0.75,1.5,research,5108,7943,0.1509505224726174,0.67430441898527,0.5233538965126526,0.4344066471093814,0.67430441898527,0.7546267153468463,0.4032889584964761,0.8700412725656529,-1.3410596267589452,2.759872416867008,0.23699898598714317,0.35454189506656225,0.5503132341425215,0.09514487079091621,12.0,7.0
