model,ic,ic_twin,top30,top30_twin,twin_wins,tgt_hit
ridge,-0.035093336397332385,0.0075494858618797,-1.0852167414050808,2.234663677130046,True,0.07623318385650224
rf,0.008424805774112221,-0.053495279385820486,-3.509730941704035,1.3258445440956663,False,0.06427503736920777
lgbm,0.022680723787682044,-0.030788760066302358,-3.3273692077727937,1.442436472346788,False,0.061285500747384154
xgb_d3,0.05051138678005365,-0.03064164630330272,0.7832436472346795,3.7279372197309435,False,0.07473841554559044
xgb_d6,0.045625933372063096,0.007421538611361623,0.6965470852017964,2.464857997010465,False,0.07772795216741404
mlp_2x32,-0.024106430591531523,0.005874581358897415,-0.5022571001494748,1.8460239162929757,True,0.08071748878923767
mlp_2x64,0.004380952453919712,-0.019615989385220793,-0.22572496263079087,0.8355605381165916,False,0.07772795216741404
mlp_4x128,0.010763830020020735,-0.009214220704133714,-1.2795366218236157,2.2316741405082228,False,0.08819133034379671
