tf,k,stop_atr,tp_r,block,n,pf,pts,R,win,hit_tp,hit_sl,flat,t_tp,t_sl,t_tp_med,t_sl_med,t_flat
15,1,1.0,2.0,research,1514,0.8647621289525057,-1.7119095904946064,-0.0760344301566917,0.3487450462351387,0.29260237780713344,0.6142668428005285,0.09313077939233817,44.137697516930025,26.37741935483871,36.0,17.0,20.851063829787233
15,1,1.0,2.0,locked,779,0.8408391501285822,-3.0213276812907646,-0.08184454590786516,0.3465982028241335,0.28369704749679076,0.6238767650834403,0.09242618741976893,50.07239819004525,28.88888888888889,43.0,17.0,23.34722222222222
15,1,1.5,1.0,research,1409,0.8934306402358858,-1.4782648889632437,-0.04782363726484961,0.49609652235628104,0.44854506742370476,0.44925479063165363,0.1022001419446416,37.25158227848101,34.985781990521325,29.0,26.0,21.354166666666668
15,1,1.5,1.0,locked,741,0.7814384737760862,-4.83660486405889,-0.09475897853479434,0.47368421052631576,0.4183535762483131,0.47908232118758437,0.10256410256410256,41.55806451612903,38.46478873239437,31.0,31.0,24.092105263157894
15,1,1.5,1.5,research,1157,0.8907144341382834,-1.7733132295900158,-0.052820386157835686,0.41140881590319794,0.341400172860847,0.533275713050994,0.12532411408815902,57.97974683544304,42.296596434359806,50.0,33.0,26.482758620689655
15,1,1.5,1.5,locked,604,0.840136123249696,-3.980021107134877,-0.055022391003301946,0.4155629139072848,0.3294701986754967,0.5397350993377483,0.13079470198675497,64.70854271356784,45.97239263803681,52.0,33.0,35.139240506329116
15,1,1.5,2.0,research,1047,0.8867748424170007,-2.0091837364028793,-0.05982320091786065,0.3543457497612225,0.2722063037249284,0.5854823304680038,0.14231136580706782,73.37894736842105,48.95432300163132,69.0,38.0,32.81879194630873
15,1,1.5,2.0,locked,534,0.7550583990686801,-6.84608424064881,-0.12737578904210525,0.3464419475655431,0.23595505617977527,0.6123595505617978,0.15168539325842698,79.15873015873017,55.43730886850153,76.0,44.0,47.41975308641975
15,2,0.75,1.0,research,1076,0.8322542977855227,-1.0690131345685554,-0.10544291242766407,0.5,0.49907063197026025,0.4879182156133829,0.013011152416356878,15.947858472998139,14.982857142857142,12.0,11.0,7.5
15,2,0.75,1.0,locked,646,0.8162836508353062,-1.7099890150591817,-0.103157367999935,0.49226006191950467,0.48297213622291024,0.5046439628482973,0.01238390092879257,16.951923076923077,15.297546012269938,13.5,11.0,15.0
15,2,0.75,1.5,research,881,0.8470468043080982,-1.186565106692836,-0.10728304332059256,0.40068104426787743,0.3961407491486947,0.58683314415437,0.0170261066969353,26.40974212034384,19.41972920696325,20.0,14.0,5.0
15,2,0.75,1.5,locked,532,0.7836327285949427,-2.4764395093440896,-0.13034731927155552,0.38533834586466165,0.37406015037593987,0.6109022556390977,0.015037593984962405,27.99497487437186,19.22769230769231,23.0,14.0,15.0
15,2,0.75,2.0,research,776,0.8800950627003102,-1.0219252688740441,-0.09144572480113873,0.3402061855670103,0.3337628865979381,0.6469072164948454,0.019329896907216496,38.3938223938224,22.256972111553786,31.0,16.0,16.0
15,2,0.75,2.0,locked,468,0.8120358380795963,-2.3647130214053327,-0.12836065760235374,0.3247863247863248,0.30982905982905984,0.6709401709401709,0.019230769230769232,41.358620689655176,22.251592356687897,33.0,14.5,16.666666666666668
15,2,1.0,1.0,research,814,0.8352699891895761,-1.3839837317230055,-0.09585337899888934,0.4914004914004914,0.4864864864864865,0.4950859950859951,0.018427518427518427,25.285353535353536,25.977667493796528,18.0,21.0,11.0
15,2,1.0,1.0,locked,478,0.8007239177849466,-2.472265308405953,-0.10398043488179615,0.48326359832635984,0.4686192468619247,0.5125523012552301,0.01882845188284519,27.549107142857142,26.86938775510204,19.0,18.0,16.666666666666668
15,2,1.0,1.5,research,677,0.8593650612378946,-1.4169136388455037,-0.09245634690948891,0.39586410635155095,0.38847858197932056,0.5893648449039882,0.022156573116691284,41.946768060836504,30.75689223057644,33.0,25.0,19.0
15,2,1.0,1.5,locked,401,0.748542985566994,-3.843081157343532,-0.1495037741074382,0.371571072319202,0.3541147132169576,0.6234413965087282,0.022443890274314215,45.147887323943664,31.524,35.0,22.0,16.666666666666668
15,2,1.0,2.0,research,615,0.8343865776815732,-1.8867017919232965,-0.11631493244070623,0.3252032520325203,0.3121951219512195,0.6617886178861788,0.026016260162601626,57.979166666666664,34.91646191646192,55.5,28.0,45.0
15,2,1.0,2.0,locked,359,0.7919556023871032,-3.443009723362631,-0.1236960733406817,0.3231197771587744,0.3008356545961003,0.6713091922005571,0.027855153203342618,66.51851851851852,33.96265560165975,61.0,24.0,33.0
15,2,1.5,1.0,research,558,0.9344250098037116,-0.7868102503952695,-0.03996672850488696,0.503584229390681,0.492831541218638,0.4767025089605735,0.03046594982078853,50.42181818181818,47.909774436090224,46.0,45.0,40.588235294117645
15,2,1.5,1.0,locked,344,0.7697962603090026,-4.400758870174042,-0.11507991079543163,0.4680232558139535,0.4476744186046512,0.5261627906976745,0.02616279069767442,53.01298701298701,44.31491712707182,44.0,38.0,35.0
15,2,1.5,1.5,research,502,0.932423646123666,-0.985768106018018,-0.05176115588484753,0.40239043824701193,0.3844621513944223,0.5776892430278885,0.037848605577689244,73.860103626943,54.40689655172414,74.0,50.0,45.0
15,2,1.5,1.5,locked,291,0.8062544128502283,-4.342920939886115,-0.09481261702028583,0.38831615120274915,0.35738831615120276,0.6013745704467354,0.041237113402061855,79.15384615384616,56.13142857142857,76.0,50.0,43.75
15,2,1.5,2.0,research,474,0.9745347939291483,-0.4088261517708025,-0.019144319419808497,0.34810126582278483,0.3291139240506329,0.6265822784810127,0.04430379746835443,87.61538461538461,62.774410774410775,76.0,58.0,54.285714285714285
15,2,1.5,2.0,locked,271,0.753690847610794,-6.192917315164725,-0.1607117230046035,0.30996309963099633,0.2693726937269373,0.6789667896678967,0.05166051660516605,93.53424657534246,63.79891304347826,88.0,54.5,99.64285714285714
15,3,0.75,1.0,research,419,0.9171198870127059,-0.4584375323451327,-0.06954054129197419,0.5274463007159904,0.5250596658711217,0.4677804295942721,0.007159904534606206,18.113636363636363,17.821428571428573,14.0,13.0,10.0
15,3,0.75,1.0,locked,244,0.818110206739789,-1.5267731676530867,-0.06824988405447946,0.5122950819672131,0.5081967213114754,0.48770491803278687,0.004098360655737705,17.693548387096776,15.294117647058824,12.0,11.0,75.0
15,3,0.75,1.5,research,352,1.0525528499845798,0.3412237742781037,-0.015779452326199175,0.4431818181818182,0.4403409090909091,0.5511363636363636,0.008522727272727272,30.65806451612903,21.087628865979383,26.0,17.5,5.0
15,3,0.75,1.5,locked,196,0.7678202539287652,-2.385942043984985,-0.08814570553390921,0.4030612244897959,0.3979591836734694,0.5969387755102041,0.00510204081632653,29.0,20.60683760683761,25.5,13.0,75.0
15,3,0.75,2.0,research,322,1.1477689947613594,1.0580820912778712,0.04297729351888097,0.391304347826087,0.38509316770186336,0.6055900621118012,0.009316770186335404,39.58064516129032,25.805128205128206,31.0,20.0,45.0
15,3,0.75,2.0,locked,173,0.7912499732521531,-2.3869587234523286,-0.07536913565714738,0.34104046242774566,0.3352601156069364,0.6589595375722543,0.005780346820809248,43.86206896551724,27.087719298245613,34.5,17.5,75.0
15,3,1.0,1.0,research,329,1.0579155859923617,0.4012404664298027,-0.009209024608389994,0.541033434650456,0.5379939209726444,0.45288753799392095,0.00911854103343465,27.728813559322035,29.23489932885906,21.0,24.0,5.0
15,3,1.0,1.0,locked,183,0.7709472177224074,-2.6541537733989493,-0.0979709605658246,0.48633879781420764,0.4808743169398907,0.5136612021857924,0.00546448087431694,28.136363636363637,27.617021276595743,21.5,20.5,75.0
15,3,1.0,1.5,research,277,1.1256891356339167,1.0507820296835633,0.029655831780009516,0.45126353790613716,0.44404332129963897,0.5451263537906137,0.010830324909747292,43.34959349593496,36.079470198675494,33.0,31.0,45.0
15,3,1.0,1.5,locked,154,0.7091141619843231,-4.196536775833168,-0.11588531200827683,0.38311688311688313,0.37662337662337664,0.6168831168831169,0.006493506493506494,49.189655172413794,36.252631578947366,41.0,27.0,75.0
15,3,1.0,2.0,research,259,1.1343867397602927,1.27885877240859,0.04459485721589103,0.38223938223938225,0.3745173745173745,0.6138996138996139,0.011583011583011582,57.06185567010309,40.660377358490564,57.0,34.0,45.0
15,3,1.0,2.0,locked,145,0.6009078230744104,-6.619110693976298,-0.24991074054717496,0.27586206896551724,0.2689655172413793,0.7241379310344828,0.006896551724137931,75.6923076923077,39.542857142857144,75.0,31.0,195.0
15,3,1.5,1.0,research,239,1.2933421861644934,2.77605226110417,0.08192356274131092,0.5732217573221757,0.5648535564853556,0.4225941422594142,0.012552301255230125,52.08148148148148,52.881188118811885,47.0,49.0,60.0
15,3,1.5,1.0,locked,140,0.7720921636807886,-3.956176127035338,-0.07888480973690644,0.4857142857142857,0.4785714285714286,0.5142857142857142,0.007142857142857143,60.07462686567164,47.861111111111114,53.0,45.0,75.0
15,3,1.5,1.5,research,222,1.2604177371516685,3.162002980157604,0.10258367353422584,0.46846846846846846,0.4594594594594595,0.527027027027027,0.013513513513513514,71.32352941176471,60.68376068376068,68.0,57.0,60.0
15,3,1.5,1.5,locked,127,0.7659395692011168,-4.832281877356181,-0.09969102547952044,0.3858267716535433,0.3700787401574803,0.6141732283464567,0.015748031496062992,92.08510638297872,56.44871794871795,92.0,50.5,172.5
15,3,1.5,2.0,research,216,1.369456056616753,4.953073012266312,0.1720915665789697,0.4166666666666667,0.4027777777777778,0.5787037037037037,0.018518518518518517,81.67816091954023,68.864,76.0,63.0,101.25
15,3,1.5,2.0,locked,124,0.7979747013310103,-4.511312879527084,-0.11317440719375152,0.3225806451612903,0.29838709677419356,0.6774193548387096,0.024193548387096774,105.83783783783784,62.44047619047619,110.0,53.0,190.0
15,4,0.75,1.0,research,117,0.8762520399518605,-0.5898113764424683,-0.04764216723584157,0.5470085470085471,0.5470085470085471,0.4444444444444444,0.008547008547008548,19.0625,17.192307692307693,13.0,15.5,0.0
15,4,0.75,1.0,locked,45,1.1478881720223697,0.8151844066813807,0.07401334942378127,0.5777777777777777,0.5777777777777777,0.4,0.022222222222222223,15.76923076923077,15.277777777777779,10.5,15.5,15.0
15,4,0.75,1.5,research,101,0.8772950357479099,-0.7289406114139361,-0.06794688245360157,0.43564356435643564,0.42574257425742573,0.5643564356435643,0.009900990099009901,26.976744186046513,24.789473684210527,21.0,21.0,45.0
15,4,0.75,2.0,research,98,1.093905083996191,0.581965711599112,0.06273518398624298,0.40816326530612246,0.3979591836734694,0.5918367346938775,0.01020408163265306,31.41025641025641,26.586206896551722,24.0,22.5,45.0
15,4,1.0,1.0,research,92,0.9617803373596592,-0.23319795180174682,-0.00943827666720654,0.5543478260869565,0.5434782608695652,0.44565217391304346,0.010869565217391304,23.6,32.90243902439025,17.0,29.0,45.0
15,4,1.0,1.5,research,82,1.1499745770965972,1.0361420897528903,0.09505638887409873,0.4878048780487805,0.47560975609756095,0.5121951219512195,0.012195121951219513,33.05128205128205,39.214285714285715,26.0,34.0,45.0
15,4,1.0,2.0,research,76,0.9913302742255382,-0.07318497338202085,0.014327573736148314,0.3815789473684211,0.3684210526315789,0.618421052631579,0.013157894736842105,42.92857142857143,43.38297872340426,36.5,36.0,45.0
15,4,1.5,1.0,research,75,1.0956990741846329,0.8161675041639692,0.06370949059363723,0.5733333333333334,0.56,0.4266666666666667,0.013333333333333334,38.54761904761905,56.3125,32.5,52.0,45.0
15,4,1.5,1.5,research,69,0.7398555918447061,-3.2560374010268287,-0.11148297472688251,0.391304347826087,0.37681159420289856,0.6086956521739131,0.014492753623188406,50.5,61.285714285714285,40.5,53.5,45.0
15,4,1.5,2.0,research,66,0.8110534455974576,-2.5369792782662506,-0.09796926406891157,0.3333333333333333,0.3181818181818182,0.6666666666666666,0.015151515151515152,64.76190476190476,68.38636363636364,54.0,65.0,45.0
