tf,win,block,n,atr_med,stop_pts,mfe_pts_med,mfe_pts_mean,mae_pts_med,mae_pts_mean,mfe_atr,mae_atr,pts,usd
5,07:00-11:00,research,65,7.744312295936334,11.616468443904502,15.0,17.023076923076925,10.25,10.7,2.0146553006331014,1.2862769090566941,3.778789655253608,7.557579310507216
5,07:00-11:00,locked,38,11.110474445105737,16.665711667658606,11.375,20.769736842105264,19.375,18.875,1.8615675440151218,1.6384616008375636,-6.248871802171124,-12.497743604342247
15,07:00-11:00,research,216,13.552795150882826,20.329192726324237,27.125,32.11226851851852,18.25,20.31597222222222,2.1341601937536816,1.3610111981515598,4.953073012266312,9.906146024532624
15,07:00-11:00,locked,124,18.364366269754058,27.546549404631083,27.25,36.72782258064516,28.375,32.07258064516129,1.860059635875217,1.5584013301908064,-4.511312879527084,-9.022625759054169
15,09:30-11:00,research,107,31.919108174578582,47.87866226186787,6.25,14.14018691588785,6.0,13.801401869158878,0.38658869547582403,0.4129928562717105,-1.4705525738985425,-2.941105147797085
15,09:30-11:00,locked,62,49.89770871221454,74.8465630683218,4.375,11.931451612903226,9.625,21.161290322580644,0.24595698793764328,0.3904521916238532,-10.229222390971241,-20.458444781942482
