feat,fam,dir,n,thr,mfe,mae,mfe_pts,mae_pts,atr_pts,ratio,tf,win,hz,base_mfe,base_mae,base_n
loc.d_hi20,loc,low,4767,0.7047549524820663,3.7034227355161904,4.002090138147969,49.664306691839734,54.82326410740507,13.170071977875402,0.9253721449737281,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
loc.d_lo20,loc,high,4767,4.016553207819408,3.6012707431018236,3.8983492563598325,54.000943989930775,59.23657436542899,15.258797306824414,0.9237937666120217,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
loc.d_lo20,loc,low,4767,0.9237885980972511,3.5732189557436747,4.130790128284731,50.505821271239775,58.04431508286134,13.037175166436127,0.865020696954996,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
bar.close_pos,bar,high,4770,0.8363636363636363,3.717026909619238,3.8957965026978263,51.92798742138365,54.99051362683438,13.538485753371512,0.9541121840027345,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
bar.close_pos,bar,low,4776,0.1935483870967742,3.735039133049162,3.960852779404379,52.575324539363486,56.07029941373534,13.271727030696645,0.9429886292342393,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
bar.body_frac,bar,high,4772,0.71,3.6921460741568617,3.906173779983093,52.37148994132439,55.96641869237217,13.551558561966974,0.9452078381860528,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
bar.body_frac,bar,low,4774,0.19444444444444445,3.814374589993704,3.8994475731297453,52.31467322999581,55.088552576455804,13.419991895735816,0.9781833242938665,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
bar.upper_wick,bar,high,4777,0.44,3.8145113061674016,3.9638118685951844,52.087083943897845,54.71687251413021,13.226944200904594,0.9623340947105301,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
bar.upper_wick,bar,low,4787,0.07692307692307693,3.7200179460877227,3.951062546907121,51.52010653854188,55.81037184040109,13.287542587542925,0.9415234261476677,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
bar.lower_wick,bar,high,4785,0.46153846153846156,3.748512949563238,3.9300689387031884,51.808934169279,55.55172413793103,13.443539530450481,0.9538033576581844,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
bar.lower_wick,bar,low,4767,0.0852383308593106,3.6768728141855194,3.9495339526041935,51.567705055590515,55.978235787707156,13.296184251309246,0.9309637183296297,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
bar.gap_atr,bar,high,4767,0.02508662329190502,4.397521121315789,4.41006592787193,47.808370044052865,49.24344451436963,9.729518260826131,0.9971554151884994,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
bar.gap_atr,bar,low,4767,-0.02448894315278163,4.313917162986536,4.525785383161805,47.241399202852946,51.198447661002724,9.907731083620783,0.9531864190989866,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
bar.ret1_atr,bar,high,4767,0.6130313735623591,3.7380063877325846,3.897082483133018,54.047356828193834,56.160530732116634,13.999737144932922,0.9591807214527966,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
bar.ret1_atr,bar,low,4767,-0.6116084509753826,3.70077002072686,3.9823597240572113,53.85667086217747,58.28749737780575,14.046441666593623,0.9292907414593203,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
bar.ret3_atr,bar,high,4767,1.100929948689698,3.7095716328011403,3.860635032314713,53.136563876651984,55.801814558422485,14.027337081947591,0.9608708416493336,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
bar.ret3_atr,bar,low,4767,-1.0407293269634876,3.5383006879768946,4.039638588024099,52.81964547933711,60.19168239983218,14.391926895998596,0.87589535818044,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
vlm.rel20,vlm,high,4767,2.003363576435225,3.810701548291549,4.311619738570065,59.37450178309209,66.12617998741347,15.393916790546115,0.8838213431028025,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
vlm.rel20,vlm,low,4767,0.8870344882411545,3.217151464583503,3.231280306003348,47.6930459408433,47.200335640864274,14.255779790097236,0.9956274788684859,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
vlm.rel100,vlm,high,4767,5.034767921193614,3.1694832987021675,3.5670829278678164,61.38069016152716,67.7357352632683,19.228976563267032,0.8885364772264183,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
vlm.rel100,vlm,low,4767,1.4419659649728418,4.253899802132291,4.1623947907186425,42.417715544367525,43.07163834696874,9.46132378440628,1.0219837415753277,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
vlm.trend,vlm,high,4767,3.2195553762591413,3.1159049650225517,3.5081302086400377,61.95379693727711,68.22676735892595,19.48979806528895,0.8881953575578553,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
vlm.trend,vlm,low,4767,1.1631981555587732,4.117796371967402,3.968812533024657,39.81120201384518,40.69855254877281,9.387431079071455,1.0375386435370892,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
vlm.effort,vlm,high,4767,0.6512932463436858,3.3726934471258847,3.4899131834959203,49.70484581497797,51.82714495489826,14.235849011803465,0.9664118474567284,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
vlm.effort,vlm,low,4767,0.14377339520598495,3.9398109250831297,4.079568360235222,53.49276274386406,56.88142437591777,13.339402519770783,0.9657421023963343,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
vlm.obv_slope,vlm,high,4767,0.271052436774769,3.5640413265097157,3.8819955099667833,50.61259702118733,57.010279001468426,14.249778989424144,0.9180951697031231,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
vlm.obv_slope,vlm,low,4767,-0.24533637478151146,3.3935015001590485,3.9954503794628558,52.83312355779316,60.751992867631635,14.727897339884542,0.8493414203320095,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
vlm.mfi14,vlm,high,4767,67.62679596867395,3.7511299166627747,3.951035294965056,51.20893643801133,55.246958254667504,13.481663407841395,0.9494043045990939,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
vlm.mfi14,vlm,low,4767,34.46476707146505,3.4431006716998867,4.07891962472156,52.59623452905391,60.56508286133837,14.33099187581995,0.8441207448246603,5,07:00-11:00,90,3.7759800006601263,3.927875605437742,23835
mom.rsi14,mom,high,1786,64.01160686828582,1.713296759551778,1.9023218126477757,35.97158454647256,40.01301791713326,21.606123405348377,0.9006345551844879,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
mom.rsi14,mom,low,1786,37.217976010530734,1.6482607573735588,1.9412464955011248,38.54493281075028,44.29465285554311,23.195205046686716,0.849073397527534,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
mom.rsi7,mom,high,1786,68.70149703987249,1.7491330149374118,1.8846403628462143,36.20618701007839,39.170492721164614,21.439406016282877,0.9280990948829319,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
mom.rsi7,mom,low,1786,32.61462366664621,1.6747793413449172,2.0299939625033354,38.10526315789474,45.84518477043673,22.840781397724314,0.8250169075772142,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
mom.roc10,mom,high,1786,0.2738394710144697,1.6041470927626529,1.72322455359449,40.23782194848824,43.23600223964166,23.91015918107339,0.9308984655636131,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
mom.roc10,mom,low,1786,-0.2574693284846506,1.515941514110618,1.8650504551977718,40.555851063829785,48.80179171332587,25.261186675646872,0.8128152833001325,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
mom.roc30,mom,high,1786,0.3466013105569888,1.5926733000508608,1.7810147320138734,38.818729003359465,43.26231802911534,23.488640398683565,0.8942504918249349,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
mom.roc30,mom,low,1786,-0.32870633081311285,1.5675913215385278,1.7509337443504611,42.84350503919373,45.25027995520717,25.651142254454044,0.8952887718318848,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
mom.macd_hist,mom,high,1786,0.21952223777950416,1.683575679017495,1.8289537486267482,37.504619260918254,40.51343784994401,21.965088079420546,0.9205129874287915,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
mom.macd_hist,mom,low,1786,-0.21844135874676607,1.5932137423668489,1.936814036569924,38.51469764837626,46.03093505039194,23.85000698073106,0.8225951032389318,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
mom.di_spread,mom,high,1786,13.025484295693921,1.7587158914071945,1.9502547093981877,36.27897536394177,39.8513437849944,20.953558658404013,0.9017877936312747,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
mom.di_spread,mom,low,1786,-15.105531368767451,1.6226153530763354,2.0065996831428077,38.27015677491601,45.673712206047036,23.27860339956048,0.8086392949763341,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
mom.adx14,mom,high,1786,38.40144800060145,1.66760375261753,1.8076019707870992,37.850643896976486,41.275055991041434,22.75605896205446,0.9225503067422478,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
mom.adx14,mom,low,1786,20.32724503535981,1.7713905770907874,1.8619308270570158,37.63787793952967,38.62597984322508,21.30516244457406,0.9513729250031607,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
mom.slope20,mom,high,1786,0.15262325834931448,1.6318982824741306,1.7143171703649673,36.577407614781634,38.558230683090706,22.22339378801429,0.9519231975765078,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
mom.slope20,mom,low,1786,-0.146106469215182,1.5784563423103997,1.8393712843869798,38.73082306830907,43.56550951847704,24.243581946088256,0.8581499318319862,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vol.atr_ratio,vol,high,1786,1.6250937954144429,1.5036344341171508,1.6638936088434475,40.39319708846585,44.48488241881299,25.85785631981642,0.9036842416639301,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vol.atr_ratio,vol,low,1786,1.408572777735082,2.135771525691154,2.344703042690761,39.85666293393057,41.221724524076144,16.944893542403626,0.910892120155293,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vol.range_atr,vol,high,1786,1.8789598620554377,2.2741867828997897,2.5390510149205836,43.15425531914894,47.36156215005599,18.35424164781584,0.8956837690679176,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vol.range_atr,vol,low,1786,0.902247340881531,1.3460588882701443,1.3446116575703992,33.6452967525196,34.01259798432251,24.10895294047853,1.0010763187211689,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vol.rstd20_atr,vol,high,1786,1.6039606759839455,1.5782321610176253,1.8037982956989422,37.35036394176932,42.75811870100784,23.524446381407216,0.8749493581299157,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vol.rstd20_atr,vol,low,1786,0.752245007291631,1.7947856367531232,2.0007814435498994,37.255459126539755,39.40929451287794,20.62737336686326,0.8970423244073642,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vol.bb_width,vol,high,1786,0.0003580057555499881,1.5853595183311278,1.7495959060735449,36.398936170212764,40.53135498320269,23.1037843637027,0.9061289597373386,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vol.bb_width,vol,low,1786,0.00016306166811360176,1.7938330951613755,2.0163420660895777,38.00657894736842,40.35246360582307,20.700499629129183,0.88964721082285,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vol.atr_pct250,vol,high,1907,1.0,1.5181683148881924,1.734987263222669,40.755243838489775,45.68563188253802,25.177879676555328,0.8750313890306352,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vol.atr_pct250,vol,low,1842,0.832,2.24751695286053,2.5110567176443874,36.804831704668835,40.45846905537459,15.777142068381574,0.895048262776365,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vol.range_exp,vol,high,1786,2.4557959272072605,1.8364754518951607,2.07522963016532,41.22760358342665,46.182530795072786,21.816754969765665,0.8849504773834886,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vol.range_exp,vol,low,1786,1.5808499076630318,1.5093263652043192,1.5330123315209832,33.4662653975364,32.27729563269877,22.294732741927696,0.9845493960944438,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
chp.chop14,chp,high,1786,57.20448568575261,1.6003160395642946,1.58413761478369,37.28051511758119,35.389557670772675,22.905205388767058,1.0102127647431778,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
chp.chop14,chp,low,1786,39.70298843405342,1.7624405955521585,2.023611015905062,37.85190369540874,43.9256718924972,21.867227702083504,0.8709384272470494,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
chp.er20,chp,high,1786,0.40788928843848754,1.6567488789918647,1.9229983676909053,36.066769316909294,42.38969764837626,22.454533357749995,0.8615446101398686,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
chp.er20,chp,low,1787,0.07692307692307693,1.6438209947430809,1.883190206228132,37.363598209289314,41.211387800783434,22.361400948595026,0.8728916438215303,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
chp.er10,chp,high,1786,0.5671956650034874,1.7115759561169224,1.9327034228813225,37.46990481522956,42.48908174692049,22.21985486798318,0.8855864463494675,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
chp.er10,chp,low,1787,0.11787072243346007,1.695742938338388,1.7787998171721304,39.21152770005596,39.15976496922216,22.525303414462513,0.9533073491283672,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
chp.dir_persist,chp,high,3578,2.0,1.6151646685706773,1.8054492266862643,35.55757406372275,39.3360816098379,22.053286206877914,0.8946054226820674,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
chp.dir_persist,chp,low,3110,-2.0,1.6957212641298687,1.8728382354014976,39.49308681672026,42.462620578778136,23.108442902619366,0.9054285800430283,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
loc.d_ema20,loc,high,1786,1.5314316689969933,1.7325261876724123,1.8934548545993706,36.01035834266517,39.86520156774916,21.420778352112727,0.9150079197631524,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
loc.d_ema20,loc,low,1786,-1.4475861179348601,1.6633875478842342,1.9767647033100335,38.994820828667415,45.359042553191486,23.21705002186748,0.8414696726924258,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
loc.d_ema50,loc,high,1786,2.1642804047962065,1.713286829274525,1.9001776083698738,35.57236842105263,39.756718924972006,21.397113132953336,0.9016456260340427,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
loc.d_ema50,loc,low,1786,-1.9545820733016301,1.640340238232852,1.892281499807182,39.243281075027994,43.18812989921612,23.487570410971234,0.8668584660368968,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
loc.d_ema200,loc,high,1786,3.2841261275772764,1.7219086334669185,1.9175618395872562,35.15341545352744,38.80921052631579,21.18568309544409,0.8979677202157658,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
loc.d_ema200,loc,low,1786,-2.4724767209165974,1.6625718834731003,1.8172503499765282,40.45940649496081,42.5946248600224,23.92471051505433,0.914883237466194,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
loc.don_pos20,loc,high,1786,0.8555111555111555,1.654980339872579,1.7321064007418263,36.42973124300112,37.75363941769317,22.114116212842063,0.9554726771772128,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
loc.don_pos20,loc,low,1786,0.18991197666010023,1.6335413336923896,1.9122985329267976,38.15775475923852,43.71990481522956,23.105697663773086,0.8542292458867463,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
loc.don_pos50,loc,high,1786,0.8524396157031354,1.6585067520961363,1.7350647566839383,35.95660694288914,37.7795352743561,22.033358057237212,0.9558759958134819,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
loc.don_pos50,loc,low,1786,0.1909409013381161,1.612797304074651,1.8888765010350874,37.72984322508399,43.42707166853303,23.124834926297112,0.853839466577541,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
loc.bb_pos,loc,high,1786,0.8876310082533264,1.7602497202242353,1.9770039866422626,36.526875699888016,40.83174692049272,21.137622900200476,0.8903622512232957,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
loc.bb_pos,loc,low,1786,0.13280537040874887,1.7199444106747794,1.9947025102104858,38.88073908174692,44.53359462486002,22.485789621692035,0.8622561017849658,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
loc.d_hi20,loc,high,1786,4.089028142347587,1.6096530738988302,1.9027790007722134,39.23838185890258,44.611282194848826,24.01479384536306,0.8459485170088472,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
loc.d_hi20,loc,low,1786,0.7376597101283823,1.6122450506402632,1.7710402709781208,36.068029115341545,38.89767637178051,22.315913481111096,0.9103378828025422,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
loc.d_lo20,loc,high,1786,4.213097437088547,1.688648711032504,1.810015887111893,36.86814109742441,39.681830907054874,21.871811957641242,0.9329469001108904,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
loc.d_lo20,loc,low,1786,0.936245764454277,1.6556434538324014,1.8685733306063281,38.30431131019037,42.578947368421055,22.829539683482807,0.8860468180262244,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
bar.close_pos,bar,high,1787,0.8378378378378378,1.6417535944533013,1.780109566029007,37.5800223838836,39.64871292669278,22.580611220217286,0.922276710256468,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
bar.close_pos,bar,low,1786,0.19428457234212632,1.6982184940854772,1.887620890167053,39.38115901455767,42.53961366181411,22.597159753053692,0.8996607861948308,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
bar.body_frac,bar,high,1786,0.7106587222773916,1.660512744169941,1.8200190615849328,38.92553191489362,41.77351623740201,23.102022921749846,0.9123600841432461,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
bar.body_frac,bar,low,1786,0.1881466486729645,1.6541517143040265,1.8652302684446942,36.66629339305711,41.26875699888018,22.313044428440186,0.8868351228737706,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
bar.upper_wick,bar,high,1787,0.43956043956043955,1.6959324579609323,1.8655159047878573,37.397733631785115,40.588836038052605,22.05621024195149,0.9090956842599476,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
bar.upper_wick,bar,low,1790,0.08045977011494253,1.641777559282422,1.8438496226472243,37.75824022346369,41.67555865921788,22.66948030259345,0.8904075143206709,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
bar.lower_wick,bar,high,1786,0.4646939988116459,1.6521688823548455,1.8929713728540187,36.41839305711086,41.49762038073908,22.01513550914747,0.8727912667077912,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
bar.lower_wick,bar,low,1795,0.08695652173913043,1.6982459443264,1.8708174712348975,38.296657381615596,41.59233983286908,22.54178923929123,0.9077560854749845,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
bar.gap_atr,bar,high,1786,0.01476269553601992,1.7425666599135639,1.999027997494467,35.14921612541993,39.628919372900334,20.32290376033486,0.871706980641419,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
bar.gap_atr,bar,low,1786,-0.014394877826370667,1.80655640665475,2.0145024360855306,36.805011198208284,40.51903695408735,20.267014260396138,0.8967754887232354,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
bar.ret1_atr,bar,high,1786,0.6837228915859056,1.853251953457621,1.972977656633126,39.942749160134376,41.88675811870101,21.67260617514738,0.9393172534047769,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
bar.ret1_atr,bar,low,1786,-0.689557593896081,1.7957145349937547,2.071123686833695,40.057250839865624,44.74678051511758,21.800951410740183,0.8670242856132934,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
bar.ret3_atr,bar,high,1786,1.2609773425413362,1.8080558914280618,1.9684043303166403,38.01959686450168,40.89851623740201,21.45994855874725,0.9185388710952568,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
bar.ret3_atr,bar,low,1786,-1.200164518688873,1.7419487062946257,2.0613342118661278,39.77407614781635,45.69876819708847,22.44708305597516,0.845058844056946,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vlm.rel20,vlm,high,1786,2.6307227324432048,2.437227310586346,2.765801183340615,43.556131019036954,48.598684210526315,17.100579165511743,0.8812011959741055,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vlm.rel20,vlm,low,1786,0.8611641103878691,1.2739005826764287,1.2888439809387937,31.71360582306831,32.297312430011196,24.270855202565922,0.9884055801296598,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vlm.rel100,vlm,high,1786,8.321358431010742,2.4291853375767665,2.7229379620667546,43.776455767077266,48.61688129899216,17.364910960594017,0.8921192371687289,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vlm.rel100,vlm,low,1786,2.9401840611134924,1.2861673368386803,1.2771441495533677,31.735862262038072,30.83286674132139,24.139902618907485,1.0070651283087098,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vlm.trend,vlm,high,1786,4.5462794702639675,2.1463401002230493,2.501259996290651,40.95856662933931,46.84504479283315,18.5796565146076,0.8581035571696085,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vlm.trend,vlm,low,1786,1.9611083635153275,1.2471264055867646,1.2222912256624288,31.584406494960806,30.445828667413213,24.542178040276482,1.0203185455339223,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vlm.effort,vlm,high,1786,0.6859380863081733,1.3458908263557792,1.4960241694974896,35.32376819708847,38.26721724524076,24.944059823984997,0.8996451085465151,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vlm.effort,vlm,low,1786,0.1400016831438437,1.822491693774536,2.05212680177511,38.253919372900334,42.514557670772675,21.05860863005602,0.8880989674702666,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vlm.obv_slope,vlm,high,1786,0.2917475633247387,1.578409026650879,1.8844636618075525,34.48040313549832,40.57418812989921,21.57056893444873,0.8375905880492756,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vlm.obv_slope,vlm,low,1786,-0.27020734842543553,1.561887885774659,1.8781894724177417,37.5397536394177,45.15439529675252,24.008676653116943,0.8315922907203199,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vlm.mfi14,vlm,high,1786,68.56560611448654,1.8094847474022042,2.0275003756827368,36.98068309070549,40.568729003359465,20.367605864681273,0.8924707334729256,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
vlm.mfi14,vlm,low,1786,32.3330037516849,1.6944438905303356,2.110788693541464,37.39515677491601,46.347844344904814,22.508160240777976,0.802753916445995,5,09:30-11:00,30,1.6724317777261217,1.853346028265854,8927
mom.rsi14,mom,high,1786,64.01160686828582,2.4803492248776635,2.7908177848612366,52.39837625979843,58.03387458006719,21.606123405348377,0.8887535540056729,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
mom.rsi14,mom,low,1786,37.217976010530734,2.401854356380236,2.8423214689196676,56.45142777155655,65.71808510638297,23.195205046686716,0.8450326195133558,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
mom.rsi7,mom,high,1786,68.70149703987249,2.5644242076895014,2.786834281662337,53.3986562150056,56.95548712206047,21.439406016282877,0.9201925728284897,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
mom.rsi7,mom,low,1786,32.61462366664621,2.410999866699192,3.0086801406160855,55.194568868980966,68.72424412094065,22.840781397724314,0.8013480177409265,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
mom.roc10,mom,high,1786,0.2738394710144697,2.3598805116090613,2.4952089893364113,59.777015677491605,61.423712206047036,23.91015918107339,0.9457646720953262,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
mom.roc10,mom,low,1786,-0.2574693284846506,2.207124632172178,2.7957146707414706,59.528275475923856,73.07740761478163,25.261186675646872,0.7894670565887224,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
mom.roc30,mom,high,1786,0.3466013105569888,2.3201643281936657,2.5793320345317468,56.74356103023516,61.868701007838744,23.488640398683565,0.8995213865960725,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
mom.roc30,mom,low,1786,-0.32870633081311285,2.2894127081122657,2.555888814863562,63.27813549832027,65.99804031354984,25.651142254454044,0.8957403369029098,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
mom.macd_hist,mom,high,1786,0.21952223777950416,2.4799551330666274,2.641475344668804,55.71612541993281,57.42777155655095,21.965088079420546,0.9388522736249774,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
mom.macd_hist,mom,low,1786,-0.21844135874676607,2.282910381624659,2.921832684394721,55.49636058230683,69.94652855543113,23.85000698073106,0.7813282375193844,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
mom.di_spread,mom,high,1786,13.025484295693921,2.5447434798511868,2.8387432586645116,52.76707726763718,57.34098544232923,20.953558658404013,0.8964331212708411,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
mom.di_spread,mom,low,1786,-15.105531368767451,2.3544229150641356,2.9504727448436,55.691069428891375,67.87234042553192,23.27860339956048,0.7979815841982772,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
mom.adx14,mom,high,1786,38.40144800060145,2.396933028752472,2.6557641118342277,54.3521836506159,60.11072228443449,22.75605896205446,0.9025398822401469,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
mom.adx14,mom,low,1786,20.32724503535981,2.649361809111703,2.635710699675116,56.055851063829785,54.31284994400896,21.30516244457406,1.0051792897597864,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
mom.slope20,mom,high,1786,0.15262325834931448,2.4100173401950427,2.4340625631323634,54.16783314669653,53.965425531914896,22.22339378801429,0.9901213619972129,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
mom.slope20,mom,low,1786,-0.146106469215182,2.3425591058106683,2.6437993869009926,57.72956326987682,63.18337066069429,24.243581946088256,0.8860578141507809,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
vol.atr_ratio,vol,high,1786,1.6250937954144429,2.2089009683109695,2.343189646300175,59.49706047032475,62.299552071668536,25.85785631981642,0.9426897954242658,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
vol.atr_ratio,vol,low,1786,1.408572777735082,3.0971947637027477,3.544390946052168,57.54269316909294,61.61030235162374,16.944893542403626,0.8738298937233437,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
vol.range_atr,vol,high,1786,1.8789598620554377,3.2888782624287582,3.799514567354263,62.153275475923856,70.15733482642777,18.35424164781584,0.8656048566538123,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
vol.range_atr,vol,low,1786,0.902247340881531,2.011578684520889,1.9094601984440442,50.72746360582307,48.276175811870104,24.10895294047853,1.0534802904821257,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
vol.rstd20_atr,vol,high,1786,1.6039606759839455,2.232737753708254,2.6293589163598976,53.69946808510638,62.1063829787234,23.524446381407216,0.8491567050113003,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
vol.rstd20_atr,vol,low,1786,0.752245007291631,2.6275932616200057,2.8167467385945626,54.54395296752519,54.669792833146694,20.62737336686326,0.9328468284411908,5,09:30-11:00,90,2.452148538270368,2.682513338991311,8927
