feat,fam,dir,n,thr,mfe,mae,mfe_pts,mae_pts,atr_pts,ratio,tf,win,hz,base_mfe,base_mae,base_n
mom.adx14,mom,low,4767,17.840802263771046,2.115047681056084,2.1252145334762838,25.807006503041745,27.381319488147682,10.678648277305864,0.9952160818307744,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
mom.slope20,mom,high,4767,0.14280957195577829,1.9563504778502925,2.0748324012163573,29.499528005034612,31.876861757919027,14.220390324996371,0.9428956655503329,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
mom.slope20,mom,low,4767,-0.1282982871314603,1.7916215084813025,2.0739167034685164,30.724459827984056,33.96397105097546,14.827200052686994,0.8638830602429258,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
vol.atr_ratio,vol,high,4767,1.5276870118111552,1.5418702569924865,1.6816201815374197,38.247954688483325,42.0258548353262,24.319846919656516,0.9168956664059734,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
vol.atr_ratio,vol,low,4767,1.0297012194026924,2.003512319412884,1.9464841517423306,19.33889238514789,19.635777218376337,8.932495698951174,1.0292980385273143,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
vol.range_atr,vol,high,4767,1.5546917904357762,2.117404442813009,2.279990299812031,35.54305642962031,38.516414936018464,16.202713543215406,0.9286901102112469,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
vol.range_atr,vol,low,4767,0.809198611635579,1.8777635850430685,1.897427882743754,25.8718271449549,26.363750786658276,11.905538209220053,0.9896363398685539,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
vol.rstd20_atr,vol,high,4767,1.4696033170281526,1.8252798231304694,2.1105245104149963,31.809366477868682,36.26326830291588,17.196675934188757,0.864846541285399,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
vol.rstd20_atr,vol,low,4767,0.7173744768675849,2.16593628067635,2.0125207808041785,28.69409481854416,27.20201384518565,12.036430867280245,1.0762305171382471,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
vol.bb_width,vol,high,4767,0.0003263254116626414,1.8597384129534258,2.0729154503934235,31.44661212502622,34.83113069016153,16.672449064154012,0.8971607658192049,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
vol.bb_width,vol,low,4767,0.0001542999809619861,2.11474897955403,2.046183510006897,28.606041535556955,28.372823578770717,12.436431702856261,1.0335089542124705,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
vol.atr_pct250,vol,high,4819,0.968,1.4670615452030091,1.628485193314243,38.16673583731065,41.76644532060593,24.53263378633958,0.900874967255484,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
vol.atr_pct250,vol,low,4826,0.48,1.9377161898520008,1.8688157376156782,18.427009946125157,17.963116452548693,8.883967460201326,1.0368685102813984,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
vol.range_exp,vol,high,4767,2.0477712736841007,1.7486293162598383,1.9705498998229056,38.30742605412209,42.85667086217747,21.353929307490972,0.8873813935982989,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
vol.range_exp,vol,low,4767,1.0277792319623582,2.0262879273200824,1.9883565440953297,20.69467170127963,20.902821481015312,9.44614151251392,1.0190767512684757,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
chp.chop14,chp,high,4768,57.922598578902345,2.0583775089197243,1.976317194227943,28.034920302013422,26.999003775167786,12.104713396071496,1.04152183411218,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
chp.chop14,chp,low,4767,40.37954098782463,1.906380682596751,2.115562097441511,31.06214600377596,34.498216907908535,15.509072216926459,0.9011225361346108,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
chp.er20,chp,high,4768,0.38613861386138615,1.8491960629133035,2.132701319203642,29.65562080536913,34.169410654362416,15.18080582880895,0.867067528988916,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
chp.er20,chp,low,4767,0.07320319792216226,2.0215509587992635,2.0465284133314094,28.829714705265367,30.049874134675896,12.87085531228394,0.987795207547846,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
chp.er10,chp,high,4769,0.5450236966824644,1.8296568999835028,2.1258772875821292,28.758702033969385,33.519658209268194,14.652128912298314,0.8606596959622569,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
chp.er10,chp,low,4767,0.11460036810186165,2.0735599156310744,1.992447646779347,30.214810153136145,29.45096496748479,13.273341925341095,1.0407098620547646,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
chp.dir_persist,chp,high,9360,2.0,1.9219349647157555,2.0293579602932352,28.307692307692307,30.482211538461538,13.577379809055394,0.9470655262997774,5,07:00-11:00,30,1.9540444307279325,2.031917236439509,23835
