cfg,usd,dd,ret_dd,sharpe,pf
NQ 30m all hours,12899.163898722072,2393.435673562708,5.389392345573776,1.324338394351327,1.7899841833751018
NQ 15m all hours,11673.731361831615,789.0493772070595,14.794677873205185,1.6908940646988873,1.8096858780227698
US30 gate ON,2080.835261682045,2052.804285314498,1.0136549677765567,0.30309172726647526,1.173037184897319
US30 gate OFF,3750.4613041040247,3733.4924087790787,1.0045450461570633,0.3590421404029496,1.131735948369393
EQUAL NQ 30m + NQ 15m,12286.447630276843,921.2743056578565,13.336361987761538,1.7797406424438664,1.8567011355380334
EQUAL NQ 30m + NQ 15m + US30 gate ON,8884.576840745243,948.5853143119984,9.366133658930993,1.5989421421381673,1.6995327252479386
EQUAL NQ 30m + NQ 15m + US30 gate OFF,9441.118854885903,1587.1985439243572,5.948291025735624,1.4723306162496073,1.5498263828636396
