tag,tr_R,tr_pf,va_R,va_pf
pen_only 15m edge/sweep a14 tp1.5,0.2922114008122037,1.4126029097549773,0.04766483840264982,1.0766499186840983
pen_only 15m edge/sweep a14 tp1.25,0.2751305821304739,1.4181204933175968,-0.0126950426587587,0.9787562052284877
pen_only 15m edge/sweep a14 tp1.0,0.23853652126355293,1.3936314186383416,-0.0024667695117584405,0.9952999835670422
close 15m edge/sweep a14 tp1.5,0.2249282448350071,1.3126599979538085,-0.1306517322479074,0.8418504210299884
pen_only 15m edge/sweep a14 tp2.0,0.22399592213899774,1.272439693568213,0.06606695303948693,1.0946565827353225
