sweep_bar,inv_bar_1m,gap_bars,level,src,side,pen_atr,sweep_ext,atr,zlo,zhi,tf,defn
1010395,1010434,7,26464.5,prevday,-1,3.302134380687825,26516.25,15.671682019561125,26447.75,26463.0,5,close
1011875,1011904,5,26049.75,london,-1,6.077001850536952,26142.75,15.303599091677535,26040.75,26105.25,5,close
1014281,1014294,2,25999.0,60m,-1,0.21396375823698946,26000.5,7.010533056437425,25987.75,25992.0,5,close
1015569,1015584,3,25606.25,asia,-1,0.1092085461632374,25607.25,9.156792532566719,25564.25,25566.0,5,close
1016396,1016459,12,25611.25,60m,-1,0.7901710560330117,25631.25,25.310975196191496,25583.5,25591.5,5,close
1017391,1017399,1,25826.0,60m,-1,6.092247574126027,25920.25,15.470480943729667,25875.5,25877.0,5,close
1018972,1018984,2,25939.25,london,-1,0.7047012431172341,25947.0,10.997568225817234,25929.25,25929.5,5,close
1019794,1019844,10,26069.5,asia,-1,0.5324014391732393,26072.75,6.104416255987007,26061.75,26068.0,5,close
1023282,1023299,3,25296.25,london,-1,15.217186316706877,25394.0,6.423657959203715,25380.5,25387.25,5,close
1023839,1023899,12,25584.25,asia,-1,0.9491708966175788,25593.0,9.218571735797097,25579.5,25580.75,5,close
1023915,1023929,2,25549.75,60m,-1,2.286952801511825,25571.5,9.510471744594744,25562.5,25567.25,5,close
1026891,1026894,0,24912.0,asia,-1,6.5767311896273934,24963.5,7.830637822209326,24959.75,24960.25,5,close
1027030,1027064,6,25216.0,asia,-1,0.6143741219212949,25230.5,23.601254484246553,25160.25,25167.5,5,close
1028306,1028369,12,25465.5,asia,-1,1.398973983205865,25500.5,25.018335165743824,25463.75,25490.75,5,close
1028455,1028459,0,25244.5,60m,-1,6.655149298538424,25421.25,26.5583824000488,25400.75,25429.0,5,close
1029641,1029659,3,24473.5,60m,-1,0.297989977893047,24483.75,34.39712997219952,24439.75,24465.75,5,close
1029944,1029959,3,24548.5,london,-1,4.592367760397951,24661.0,24.497167010477252,24550.5,24569.25,5,close
1030789,1030814,5,24811.75,asia,-1,0.1228981500338645,24812.75,8.13681898160754,24762.75,24779.0,5,close
1032678,1032709,6,25250.0,60m,-1,0.6508140638156996,25258.5,13.060565947460944,25273.5,25287.75,5,close
1032778,1032779,0,25231.75,london,-1,5.708812491168144,25284.75,9.283892242387362,25276.5,25290.0,5,close
1033729,1033739,2,25391.75,prevday,-1,6.368189122456946,25440.75,7.694495100216973,25410.75,25414.25,5,close
1033885,1033939,10,25492.25,asia,-1,0.5730446785129472,25500.75,14.833049356740435,25418.25,25422.0,5,close
1034100,1034104,0,25566.5,60m,-1,5.290148467394398,25608.25,7.892028032355675,25568.25,25576.75,5,close
1035765,1035769,0,25655.5,london,-1,1.5684477031961113,25678.5,14.664180356878745,25605.5,25619.75,5,close
1035997,1036029,6,25756.25,prevday,-1,0.1915163755900248,25758.5,11.748342631632342,25713.25,25728.5,5,close
1036937,1036974,7,25599.25,60m,-1,0.17408361849925894,25604.0,27.28573797436443,25587.5,25593.5,5,close
1038341,1038354,2,25802.5,60m,-1,5.96856892642656,25893.75,15.288421919026453,25866.25,25879.5,5,close
1038897,1038904,1,25903.25,60m,-1,0.49071074831507344,25905.75,5.0946509905970325,25893.5,25894.25,5,close
1040013,1040039,5,25934.25,60m,-1,0.6301496741888738,25938.25,6.347698275253073,25929.75,25931.5,5,close
1040764,1040814,10,25941.75,prevday,-1,1.0254809335179007,25949.0,7.0698535321655935,25925.5,25936.5,5,close
1041033,1041054,4,25949.0,60m,-1,2.086762295740341,25972.0,11.021859100554654,25935.5,25962.25,5,close
1041810,1041819,1,25969.5,prevday,-1,0.9245219218592948,25973.0,3.7857404105261154,25964.0,25967.5,5,close
1042045,1042074,5,25989.0,240m,-1,2.1380923060083132,26001.75,5.963259848122958,25997.0,26000.75,5,close
1043743,1043749,1,26077.75,asia,-1,1.75374549129297,26087.25,5.416977575803209,26066.0,26068.5,5,close
1043814,1043834,4,26089.5,london,-1,1.099691462986877,26108.25,17.050236935615594,26026.0,26027.75,5,close
1045337,1045364,5,25969.0,london,-1,0.15740105061229373,25970.5,9.529796619304415,25971.5,25974.0,5,close
1046183,1046209,5,25985.75,asia,-1,0.7780505692793337,25988.5,3.5344746326028353,25988.75,25989.0,5,close
1048262,1048314,10,25957.5,60m,-1,1.0751689929640336,25966.0,7.905733941012509,25935.5,25939.5,5,close
1048369,1048404,7,26052.5,asia,-1,1.8772609415678205,26079.25,14.249484132802213,26064.25,26081.25,5,close
811,869,3,13759.0,asia,1,0.597626684622713,13756.25,4.6015348222546315,13748.0,13749.25,15,close
1492,1544,3,13554.75,60m,1,2.12670891724315,13546.5,3.879233275936259,13569.5,13574.75,15,close
2031,2099,4,13565.75,60m,1,1.3856987003225298,13561.25,3.2474592052028317,13561.25,13580.25,15,close
2310,2324,0,13547.0,london,1,0.9858446440750073,13537.75,9.382817115854028,13586.5,13588.75,15,close
