defn,tf,entry,stop,atr_p,stop_k,tp_r,fill,n,R,usd,net,pf,win,avg_w,avg_l,dd,retdd,sharpe,sortino,p90,p10
wick,5,edge,atr,14,1.5,2.0,0.8347363757199823,1145,-0.2873382640236194,-5.943777973813123,-6805.6257800160265,0.7281437109732098,0.3388646288209607,46.98011309289869,-33.06989387062181,6998.71591941518,-0.972410633375831,-3.1497897931664203,-5.63419261640018,59.01648763008538,-51.97003185383684
wick,5,edge,atr,20,0.5,0.75,0.8444838280903855,1165,-0.22792715774584732,0.10397199735727015,121.12737692121974,1.023196623683661,0.5261802575107296,8.715978680662209,-9.459723830298394,386.2877778089657,0.3135677178508141,0.19338781477086966,0.33778534407137273,13.024910212223496,-15.677069324662007
wick,5,edge,atr,20,0.5,1.0,0.8444838280903855,1165,-0.22545530384572524,0.09968588808796831,116.13405962248308,1.020257967666031,0.5545064377682404,9.054015030043532,-11.04577967203398,519.8833862927632,0.22338482568297385,0.175943420992895,0.31588081336351,14.18,-16.419538850030513
wick,5,edge,atr,20,0.5,1.25,0.8444838280903855,1165,-0.26963944812298984,-0.14191432572897736,-165.33018947425862,0.9747520737315918,0.542489270386266,10.099585257576498,-12.285681186233779,701.8484102372718,-0.23556395806092364,-0.24253835291900475,-0.4469917191195085,16.20002252636885,-17.23190561050171
wick,5,edge,atr,20,0.5,1.5,0.8444838280903855,1165,-0.31085633807748314,-0.4444240365636813,-517.7540025966887,0.9297866373068471,0.5133047210300429,11.465310174187497,-13.005307736791552,943.4791381100521,-0.548771013245547,-0.712758801693911,-1.3761198403474355,19.032710902062263,-18.194538121958903
wick,5,edge,atr,20,0.5,2.0,0.8444838280903855,1165,-0.44206643352551134,-1.594394277564431,-1857.4693333625623,0.796803213897093,0.43004291845493564,14.538452070348383,-13.766918404528765,2211.3689401733727,-0.8399635626685322,-2.372874044979659,-4.354136712260793,22.49221234284174,-19.243304743127663
wick,5,edge,atr,20,0.75,0.75,0.8444838280903855,1165,-0.08182876115236543,1.1090808280513729,1292.0791646798493,1.2206805708255974,0.6360515021459228,9.645146950842625,-13.808902655411636,283.1578407445865,4.563105726764346,1.786969815289162,3.0791205289442174,17.480000000000068,-19.43514299577102
wick,5,edge,atr,20,0.75,1.0,0.8444838280903855,1165,-0.16179542208192008,0.24334172201810636,283.4931061510939,1.0365338340267214,0.5982832618025751,11.539791325882272,-16.58064411963429,640.7260602109636,0.442456025680853,0.35791559263538075,0.6586089330682154,20.35643780644431,-21.80669349391712
wick,5,edge,atr,20,0.75,1.25,0.8444838280903855,1165,-0.2567207188469131,-1.1470534048801173,-1336.3172166853367,0.8638389041523432,0.5287553648068669,13.76285621710835,-17.876569483468266,1662.0494544705325,-0.8040177222711089,-1.5202960927025182,-2.560081107589959,23.43276079796168,-24.57162384238356
wick,5,edge,atr,20,0.75,1.5,0.8444838280903855,1165,-0.34547232753983986,-2.726913239635965,-3176.853924175899,0.727752171551462,0.463519313304721,15.726155719520268,-18.670364820346947,3315.7285122459607,-0.9581164176870461,-3.3178669804694625,-5.185905397811029,25.986248022321966,-26.721544051284145
wick,5,edge,atr,20,0.75,2.0,0.8444838280903855,1165,-0.45411977229101297,-3.932882397212252,-4581.807992752274,0.6672806702892397,0.3648068669527897,21.62113395341104,-18.609175571556705,4813.732008901512,-0.9518203307287638,-4.284384259842539,-7.19214687614688,29.98000000000007,-27.86389453820622
wick,5,edge,atr,20,1.0,0.75,0.8444838280903855,1165,-0.1067566159877604,0.791847532857717,922.5023757792403,1.1157145915021105,0.648068669527897,11.781091472778321,-19.444443136996075,606.5904212631463,1.5207994446372037,1.0783434870624693,1.7604971524659803,21.68,-24.735289127914
wick,5,edge,atr,20,1.0,1.0,0.8435976960567124,1164,-0.2072639604578968,-1.2298008641737366,-1431.4882058982294,0.8717539416916363,0.5670103092783505,14.743267066325343,-22.146913630303477,1869.9387407148688,-0.7655267922578994,-1.483845465038234,-2.3464485733714215,25.686370492251882,-29.6927778237866
wick,5,edge,atr,20,1.0,1.25,0.8435976960567124,1164,-0.33259615011937044,-3.742408534239385,-4356.163533854644,0.6933820694175419,0.46735395189003437,18.10841062854327,-22.91474018674545,4639.258090874703,-0.9389784850347302,-3.876941177464768,-5.497195977479543,29.175871590853497,-33.75921305896728
wick,5,edge,atr,20,1.0,1.5,0.8435976960567124,1164,-0.3576874962049134,-4.116499420213689,-4791.605325128734,0.69169259567652,0.41924398625429554,22.028777111913453,-22.990604372400142,5145.0360723576805,-0.9313064588355764,-3.964972277903117,-6.287657865443048,33.66552173469325,-34.248606601279896
wick,5,edge,atr,20,1.0,2.0,0.8427115640230395,1163,-0.4116443547065426,-4.983039835710617,-5795.275328931448,0.6724966702922943,0.33705932932072225,30.357249871257995,-22.951124874791933,6189.478694341933,-0.936310732312425,-4.287192406474827,-7.377008377660316,38.40979601525294,-35.11368637586013
wick,5,edge,atr,20,1.25,0.75,0.8435976960567124,1163,-0.13076692318702005,-0.47962528403277505,-557.8042053301174,0.9487327158739522,0.6371453138435081,13.930514020457974,-25.782737190733357,1276.903463074204,-0.43684132862102043,-0.518334161500899,-0.7466815432422896,25.626041745980608,-31.790123034490097
wick,5,edge,atr,20,1.25,1.0,0.8427115640230395,1162,-0.23941209553623008,-3.0425196044034597,-3535.40778031682,0.7616015751199706,0.5309810671256454,18.305382209384025,-27.210694685333507,3887.9163647188416,-0.9093322614650654,-2.79096461639612,-3.8637529909979293,29.920663134296493,-38.82881779320116
