draw,cost_rt,slip,R_res,R_lck
40,0.3206002231084507,0.058112892847617184,-0.053822730297999014,0.13670702168627194
41,0.34432771395920153,0.008223569478232518,-0.028319037774691247,0.16513183115670063
42,0.32876127549453676,0.060495384951030295,-0.05708828730510876,0.13469733171619117
43,0.23253368160020518,0.021788098941416548,-0.000979197162158686,0.18150589320244298
44,0.46302347786556497,0.06905717875316657,-0.09887319641176102,0.10263685285021919
45,0.24083071937854775,0.009596886607832601,0.001489453801001357,0.18309724986890338
46,0.25668724819469896,0.07422208927999628,-0.04170164063437159,0.13739206139943613
47,0.43599488576975964,0.06182429820415646,-0.08843515072917708,0.1156195541710048
48,0.31005536013331275,0.06393658513802745,-0.05303293643784916,0.13712866489907397
49,0.515920572551284,0.013309779178996672,-0.08055058398194492,0.13355054517617418
50,0.26514909937790887,0.03731906732395768,-0.024929851718689604,0.15892909230724322
51,0.17757539677933112,0.04879902657391432,-0.008894252213204048,0.1640709499742396
52,0.5376409726614674,0.023042639932064936,-0.09049057358989437,0.12738618532491106
53,0.45545722723743204,0.054310616241932064,-0.09124298749848288,0.11401423374551677
54,0.5724085586562371,0.08196650514928955,-0.13482350767841741,0.08050745301614745
55,0.19987926771820633,0.07947695475765366,-0.02750519178488952,0.14599561794414703
56,0.22577133135541808,0.07417682179008371,-0.03283376528761009,0.1427957512593844
57,0.41105078397135314,0.0952128227963633,-0.0936395435784165,0.1054346793926858
58,0.555089981116678,0.055564425906276894,-0.1204264703108349,0.09626585407545422
59,0.17353955024101467,0.009000742254677575,0.021464524865333713,0.195150057294435
60,0.521312408647392,0.06436133080832626,-0.11389052659263856,0.10009885622260208
61,0.2996270830554817,0.00959334323112805,-0.015748795453085287,0.1726990833028633
62,0.2992632514720117,0.09027322903562603,-0.06001092464020491,0.12604706641650162
63,0.16098675177690427,0.06012686864575659,-0.008670263499398072,0.16413950210314207
64,0.29007526380019516,0.0571154289854975,-0.04464495803440058,0.14229467666596124
65,0.24413535852982882,0.01725923375327505,-0.002555262622009609,0.1805918845457743
66,0.3040145856302326,0.044435195091041005,-0.04372568106349853,0.14297069607980223
67,0.5214595363186818,0.06039376514857832,-0.11249206358518898,0.10101131908860707
68,0.2333458865568421,0.09632678656716818,-0.043583030046404396,0.13601926989035956
69,0.505623367434344,0.03999667520910523,-0.09568244970663482,0.10864068442254436
70,0.571285841276424,0.031130359000210796,-0.10323309478266685,0.1195375154874242
71,0.4911783624137539,0.03347572357305734,-0.08909570619528792,0.13307841020194286
72,0.5545513566978806,0.07551751565873312,-0.1274319536599499,0.08513251721398113
73,0.5670313670602697,0.02943463363678426,-0.1013824885170657,0.1206878300309254
74,0.17291432831793196,0.0031183250178489,0.024068072689358358,0.19675594106513214
75,0.4296376857533178,0.041771485382168294,-0.07433030712056589,0.12156261696469108
76,0.34260056484769424,0.010699339306118695,-0.028782005105742716,0.16482509650836463
77,0.5045913671719897,0.0024436554284546167,-0.07316783319786424,0.13817408556747707
78,0.2703367607373428,0.03706062136193322,-0.02633344028319132,0.1580810475976994
79,0.3483543778446394,0.002209519064803689,-0.027141630859879994,0.16590807863622725
80,0.28675795450711067,0.07300603941686219,-0.04984178744889043,0.13244548838128195
81,0.3061394470102082,0.09454047273523128,-0.06358106308859854,0.12381529209976477
82,0.5273851121291377,0.0923793509107147,-0.12568367947924536,0.08589838989387547
83,0.3510482602054519,0.07984504133227477,-0.07083560951501237,0.11956841223246156
84,0.4065286137840165,0.02000268432480561,-0.05108169229371996,0.15124860898346076
85,0.47692392727463206,0.0014634509814460018,-0.06466223154274818,0.14331321190921076
86,0.5831100460376968,0.01964801066931973,-0.10252622974919862,0.12017196807966803
87,0.48570467779450155,0.03787467976544717,-0.08911213998460789,0.12001991794793504
88,0.39005108410887046,0.054775774082004985,-0.07255859475480114,0.1253587455227173
89,0.5516783728596389,0.09058930814168852,-0.13196040632256292,0.08209613938240154
90,0.5046105013589731,0.09068271831329777,-0.11859977867899231,0.0902553104766325
91,0.3622051139032377,0.02702978803906757,-0.04084646184111346,0.15734754078029942
