logit,drop
2.4022149339428873,0.08300395256916993
-0.10285738543970795,0.5256916996047432
1.6141885151926978,0.16600790513833996
-2.3025850929940455,0.9090909090909091
1.7330518684012768,0.15019762845849804
2.915689565880454,0.0513833992094862
3.7176288673999234,0.02371541501976282
3.903990833730882,0.01976284584980237
1.6141885151926978,0.16600790513833996
2.4022149339428873,0.08300395256916993
2.8374062223162517,0.055335968379446654
3.7176288673999234,0.02371541501976282
3.299943647956982,0.035573122529644285
4.832305758571844,0.007905138339920903
-2.3513752571634776,0.9130434782608696
0.37590630586662,0.40711462450592883
3.42181666886489,0.031620553359683834
2.8374062223162517,0.055335968379446654
2.166853479459921,0.1027667984189723
2.510882136191261,0.07509881422924902
2.9998902837026558,0.04743083003952564
2.915689565880454,0.0513833992094862
-1.3520611894776482,0.7944664031620553
2.915689565880454,0.0513833992094862
3.299943647956982,0.035573122529644285
3.42181666886489,0.031620553359683834
4.131158535344816,0.015810276679841917
2.0059743897979634,0.11857707509881421
3.7176288673999234,0.02371541501976282
1.0414538748281608,0.26086956521739135
2.2556681732062938,0.09486166007905139
1.79637841508435,0.14229249011857703
2.3025850929940455,0.09090909090909094
3.7176288673999234,0.02371541501976282
1.643014207967705,0.1620553359683794
-3.5594213868770495,0.9723320158102767
1.643014207967705,0.1620553359683794
1.7330518684012768,0.15019762845849804
3.42181666886489,0.031620553359683834
1.1251390430015382,0.24505928853754944
1.7643604950399403,0.1462450592885376
2.4553061800117097,0.07905138339920947
2.0059743897979634,0.11857707509881421
-2.837406222316252,0.9446640316205533
2.6954714188953504,0.06324110671936756
4.131158535344816,0.015810276679841917
1.451808968230517,0.18972332015810278
2.21046980408624,0.09881422924901184
2.764220472569265,0.059288537549407105
1.643014207967705,0.1620553359683794
4.131158535344816,0.015810276679841917
2.166853479459921,0.1027667984189723
3.7176288673999234,0.02371541501976282
2.915689565880454,0.0513833992094862
0.7712649598238975,0.3162055335968379
1.643014207967705,0.1620553359683794
2.351375257163477,0.08695652173913049
1.5040773967762744,0.18181818181818177
-1.0008481199022181,0.7312252964426877
2.5692137562479935,0.07114624505928857
3.299943647956982,0.035573122529644285
1.3520611894776482,0.2055335968379447
2.0059743897979634,0.11857707509881421
2.9998902837026558,0.04743083003952564
1.5859074150239063,0.1699604743083004
2.044350221868566,0.11462450592885376
2.510882136191261,0.07509881422924902
3.5594213868770512,0.02766798418972327
-3.091042453358316,0.9565217391304348
3.5594213868770512,0.02766798418972327
