ticks,draw,n_res,R_res,pf_res,n_lck,R_lck,pf_lck
1.0,38,470,-0.0638376567425816,0.8806391157473183,258,0.15818424394218392,1.3496779976865036
1.0,39,456,-0.044608066751891,0.9157587970653396,259,0.09879841496843726,1.2061903381776635
1.0,40,464,-0.052789898123638074,0.9016647225971839,253,0.0719514389295091,1.1521139054435423
1.0,41,465,-0.04796046058610088,0.9109311918258489,250,0.12383683680172984,1.2657778084692084
1.0,42,459,-0.05605298629100487,0.8959928091406922,256,0.07108722314987034,1.1475845474579827
1.0,43,451,-0.05381282979304731,0.9007916490862167,248,0.14936032101094618,1.3282387253211043
1.0,44,455,-0.048298738111608536,0.9119766611749088,254,0.09698956360281469,1.2063514302741638
1.0,45,457,-0.03215835379127582,0.9398012314360382,248,0.16670561976749115,1.3726149243028045
1.0,46,450,-0.021752451056033774,0.9587774705449194,249,0.12318515806929992,1.2699378884448258
1.0,47,460,-0.03507254857617735,0.9336238509052985,245,0.184909551026933,1.4138599086119263
1.0,48,441,-0.0800440014485438,0.8532981997143255,248,0.07082238218578801,1.1470558543542464
1.0,49,464,-0.04612860109951254,0.9153398544299646,260,0.08435819033295969,1.177740894809536
1.0,50,463,-0.030588148466333887,0.9423130803857761,259,0.10578628038093214,1.2269542584643032
1.0,51,463,-0.044780683280864465,0.9166085804660478,247,0.15108684867782518,1.3423383206771238
1.0,52,454,-0.030479770698560303,0.9429609171053502,263,0.1259461088237819,1.2686777629313242
1.0,53,454,-0.016051262977619742,0.9695619930346677,246,0.1591771375882535,1.3507177422291663
1.0,54,472,-0.07331376333024323,0.8667339026769455,255,0.07739796389107031,1.1643633494918262
1.0,55,454,0.009875121568512038,1.0188865925417407,252,0.11855541192318217,1.2566442337090418
1.0,56,466,-0.0456431373310281,0.9148334781757939,245,0.1791230244416832,1.3973801487816957
1.0,57,455,-0.05646811414124266,0.8949174464349471,247,0.11161981148385401,1.240982253064779
1.0,58,450,-0.035828293022294025,0.9325164000008118,249,0.144358479422134,1.316997430398807
1.0,59,457,-0.022092389408862496,0.9582651565187525,258,0.093626256506717,1.1984308689831775
1.0,60,463,-0.08105752151227079,0.8520668631567593,244,0.10665744528862688,1.2271693254163771
1.0,61,463,-0.07267297982656404,0.8660267321567199,263,0.10834402217079132,1.2348163262967633
1.0,62,460,-0.01830985634174842,0.965422269284145,250,0.12584188072750763,1.270621992239097
1.0,63,463,-0.027290699358452457,0.9483753755173926,252,0.15111363699308517,1.3348301193379666
1.0,64,447,-0.04822645617932166,0.9111332809408322,251,0.11824021790922282,1.2587580469875577
1.0,65,458,-0.0796705287293777,0.8521993521731797,250,0.14303530391036365,1.3101736663497185
1.0,66,464,-0.07440120204407492,0.8600193859495892,247,0.14665116461233882,1.3254360482915557
1.0,67,460,-0.05392446012837795,0.9012105152750784,249,0.14171874248632535,1.3185171143288763
1.0,68,462,-0.09027967042319641,0.8327042876702391,243,0.1058495533883816,1.2270512444996093
1.0,69,460,-0.08112633485539272,0.8495213740058172,249,0.12817993352238388,1.2732324496564813
1.0,70,459,-0.06953256947025017,0.8694147396811222,253,0.09966261278137677,1.2121400487986134
1.0,71,459,-0.04153069022005342,0.9205957386950457,256,0.17332626033491177,1.396075652790138
