ticks,draw,n_res,R_res,pf_res,n_lck,R_lck,pf_lck
2.0,55,461,-0.00046551696652754693,0.9990845300746597,257,0.02486763729584175,1.0518714692379139
2.0,56,462,-0.06266112422582426,0.8824222400667624,248,0.1077564429857541,1.2325351757677523
2.0,57,466,-0.03858710574358106,0.9271162185232525,254,0.14267140468215,1.3046959326387773
2.0,58,460,-0.05980250120457854,0.8875305607896967,257,0.1058180957743337,1.2255247869748251
2.0,59,461,-0.10932097508782843,0.8035066059613019,248,0.10612140977274959,1.2310791925241122
2.0,60,461,-0.03807079828443569,0.9294866743378855,242,0.09623297783874306,1.2072843840031975
2.0,61,465,-0.05103707726892282,0.902361487772224,254,0.02853779883286312,1.0589310861272028
2.0,62,465,-0.04734944063967164,0.9129304448878586,258,0.1031124811161636,1.2167589508130343
2.0,63,459,-0.049174935466973234,0.9085768687160405,250,0.12800379992492886,1.273725721758944
2.0,64,447,-0.020949460239124106,0.9602919050173366,247,0.15850750694749755,1.3409879659475687
2.0,65,446,-0.13517883036889455,0.7613685779348727,247,0.16410114416832233,1.3657030306174391
2.0,66,458,-0.05665298593575999,0.8953351631712346,253,0.1138924107181229,1.2420760363288206
2.0,67,450,-0.05679403941263786,0.8944921544332927,254,0.08838883408366838,1.1905490900221234
2.0,68,463,-0.0695426063378028,0.8718817036323624,258,0.10791640907266557,1.230501968260031
2.0,69,453,-0.08197863741719633,0.8485239087334296,254,0.08428496665597487,1.1790238961539037
2.0,70,466,0.0004468352355975193,1.0008522623106124,251,0.12363232180080516,1.2623429668089328
2.0,71,458,-0.05440722879739447,0.8963659915368255,249,0.12878524118030918,1.2831986521685437
2.0,72,444,0.005508022421441477,1.0107037006739992,250,0.09248300978690639,1.1971061877266962
2.0,73,454,-0.09249130050585032,0.8296736193974883,256,0.12182777856049616,1.2665487756372886
2.0,74,462,-0.01443627418363995,0.9725124176479881,252,0.15104618078566076,1.330815072145896
2.0,75,470,-0.03747755401437898,0.9288446963044683,253,0.12205987527401747,1.2582625771966383
2.0,76,458,-0.06745045912488458,0.8752163668748453,242,0.1687011799555595,1.3714372999057807
2.0,77,454,-0.06222242177734753,0.8836883206797298,250,0.17410625202398863,1.3849786416932273
2.0,78,452,-0.050980324444661086,0.9037812977435636,246,0.12817980848480567,1.2815609724178958
2.0,79,473,-0.09504950152291543,0.8284354243921705,252,0.14014446500534522,1.2976535755428147
2.0,80,451,-0.05703736746214121,0.8940259238728838,251,0.08915526581615862,1.1905159599923643
2.0,81,451,-0.023463441975079033,0.9557916050818777,247,0.12354292523022818,1.2712583069180325
2.0,82,457,-0.10261386185296797,0.8144862227622026,255,0.15281992141243597,1.3409360532965846
2.0,83,446,-0.003695778239513753,0.9929932077660434,254,0.06998661418829007,1.1465677285643923
2.0,84,432,-0.08051935208770107,0.8502965455611852,260,0.06660086921232365,1.1392363409236177
2.0,85,455,-0.04738048285035445,0.9119117315624247,249,0.09192915644549714,1.195141090927365
2.0,86,453,-0.0752372218226969,0.8578567138713937,255,0.12638980338523967,1.2689156871385987
2.0,87,445,-0.0924066976343641,0.8307590805615515,246,0.07955468955412899,1.1721641117571056
2.0,88,451,-0.0545446130580907,0.898269819145058,258,0.11301992213548229,1.2437597305872954
2.0,89,454,-0.093953234801222,0.8309411008642197,261,0.14230574713019356,1.3090139272341095
2.0,90,460,-0.03691812484686647,0.9310338843279518,254,0.14139911840980918,1.3096252010115064
2.0,91,443,-0.06070433479943926,0.886389601107662,249,0.14279066772155363,1.3133176543813594
2.0,92,454,-0.04845563341646767,0.9111280389669961,245,0.11189771490188724,1.239698964452727
2.0,93,459,-0.09043410706728243,0.8369488535738826,258,0.12576741361562968,1.2730657046543168
2.0,94,458,-0.09894103897361778,0.8192261153314553,237,0.11486318819858465,1.246571680341198
2.0,95,448,-0.048097962796647895,0.9095536206862374,248,0.10620399897551677,1.2262412858166842
2.0,96,442,-0.08928243310840425,0.8355791149655415,256,0.12479888126065801,1.2726460037171579
2.0,97,450,-0.09800904921281671,0.820739876078591,253,0.14257774498304282,1.3131446605684731
2.0,98,458,-0.06731784066084653,0.8743873299783642,255,0.10789901119453171,1.2309814068145661
2.0,99,456,-0.06390673505729824,0.8828970082200909,250,0.143471175779334,1.3125393478188399
2.0,100,446,-0.009587033776358441,0.9817754664755225,255,0.15168858185930942,1.3338066074282
2.0,101,457,-0.04374251539982339,0.9175468084564036,254,0.09843683533543862,1.2076811695032732
2.0,102,465,-0.06188320520970825,0.8838116738591932,254,0.0640039250955943,1.130748939836997
2.0,103,447,-0.016644303672845685,0.9675849434349634,238,0.13049831926027516,1.2842921204730249
2.0,104,461,-0.030827238850689637,0.9430286288989356,247,0.18682554477039512,1.4130176150241989
2.0,105,463,-0.008689418359438258,0.9833027478062607,255,0.154331564087565,1.3426800126329042
2.0,106,456,-0.04594018152436189,0.9129606131503464,259,0.0944973746332356,1.2002493920080342
2.0,107,471,-0.01512420463841314,0.9706828617976098,254,0.14234647644366286,1.3110031860259386
2.0,108,457,-0.09203449318427781,0.8306194121873766,253,0.10921968166770929,1.2356579358615314
2.0,109,452,0.006360781154274462,1.0121474732706361,244,0.08662884963246938,1.1834640797584828
2.0,110,449,-0.07167435962271722,0.868148935557918,246,0.18132025093833945,1.4105344752960656
2.0,111,459,-0.06954658415498306,0.8698361845014835,258,0.09224536723220282,1.1926463277904888
2.0,112,452,-0.04602317881580447,0.9125410588987711,254,0.14266370326356748,1.3092446619064908
2.0,113,458,-0.03609586960123773,0.9295388512477368,249,0.10876820208685457,1.2303054228371564
2.0,114,456,-0.017430457932961663,0.9667981775668346,257,0.16950848853066414,1.3714072906783028
2.0,115,467,-0.07068951939975528,0.8717964615258159,257,0.10818908714900348,1.2420904395747308
2.0,116,464,-0.0445396193503334,0.9184047212457577,249,0.12453273084450749,1.2710251225735818
2.0,117,462,-0.009371661081741629,0.9817815376273766,254,0.1435392412106855,1.3126305908874893
2.0,118,449,-0.030975988039780532,0.941356782891818,255,0.08792770589826306,1.185576424397185
2.0,119,458,-0.05986874813561653,0.8880617595627796,248,0.12215656319912133,1.2595168472183473
