sym,cand,n,net,ctrl,excess,p,ex_crisis,rt,blocks,blocks_pos,median_block,G1,G2,G3,G4
NAS,MACD momentum confirm,249,1.1285872052952575,-0.7017320180458685,1.8303192233411258,0.18,0.8213868935793068,0.624,7,0.8571428571428571,0.7191762707809214,True,False,True,True
NAS,volume 1.5x thrust,627,1.551021862321358,-0.9875752426444826,2.5385971049658407,0.028,1.0274624121486717,0.624,7,0.8571428571428571,0.5224143965756927,True,True,True,True
NAS,volume 1.2x + MACD,199,0.2514386031942807,-0.6804361099244676,0.9318747131187483,0.336,1.6435320265542972,0.624,7,0.5714285714285714,1.135971858626535,False,False,True,False
US30,MACD momentum confirm,271,1.7009852830791898,-2.2033197953009287,3.9043050783801183,0.168,-0.6131877519597366,2.496,7,0.5714285714285714,2.586633092173636,False,False,False,False
US30,volume 1.5x thrust,462,-5.559924552663482,-2.4753323292259943,-3.0845922234374874,0.868,-0.1787992830577491,2.496,7,0.2857142857142857,-3.8893754154225433,False,False,False,False
US30,volume 1.2x + MACD,202,1.9299727433059721,-2.608016790844461,4.537989534150434,0.164,2.0661504208625376,2.496,7,0.5714285714285714,5.283960256201109,False,False,False,False
