year,close,atr,arm_atr,off_atr,pct,trig,frac
2016,4873.1,4.5814201171926365,3.2740939744228417,1.7461834530255156,0.30781227555354906,4,0.3434343434343434
2017,5795.5,4.537314787995392,3.3059200652523106,1.7631573681345656,0.25882149943922006,100,0.30665417057169636
2018,6965.3,10.44355513185428,1.4362925086925558,0.7660226713026964,0.21535325111624765,248,0.6825190414267137
2019,7670.6,9.912142710798845,1.5132954031884709,0.8070908817005178,0.1955518473131176,217,0.6488790068556606
2020,10497.75,21.586488886472097,0.6948791014086713,0.37060218741795803,0.14288776166321354,270,0.8883365200764818
2021,14551.3,21.261061578930075,0.7055151006601265,0.37627472035206744,0.10308357328898449,268,0.9010320678215997
2022,13316.150000000001,37.455280503221374,0.40047757748630164,0.21358804132602752,0.11264517146472514,173,0.9941176470588236
