struct,flag,stop,targ,arm,off,n,gross,exp,ctrl,excess,z,p,wr,net_usd,exp_ex_2020_2022,n_ex,top5pct_share
ema34 13/34,cap retrace at 3 ATR,1.5,2.5,0.75,0.4,163,6.731561487988839,6.065062246649353,-0.6449120961863019,6.709974342835655,2.7766507514910956,0.008333333333333333,0.6503067484662577,19772.102924076888,1.8428117247313738,108,0.8059038197253584
ema34 13/34,cap retrace at 3 ATR,1.5,4.0,1.5,0.75,163,8.162994012283198,7.2578531139527644,-0.3182510652495461,7.576104179202311,2.5133636893068525,0.0,0.5705521472392638,23660.60115148602,1.1940092863490497,108,0.872011630561839
ema34 13/34,ATR pct < 0.8,1.5,2.5,1.0,0.5,133,2.1958601941633904,1.7977880014013665,-0.9695806781346231,2.7673686795359895,0.9567194590630171,0.2,0.5939849624060151,4782.1160837276375,-0.9442339124659422,89,1.4593955968449457
ema34 13/34,ATR pct < 0.8,1.0,2.0,1.0,0.5,135,1.1461683092283137,0.32081751298697264,-1.0533390526300406,1.3741565656170132,0.5530102629240311,0.3,0.48148148148148145,866.2072850648233,-1.755576248352348,91,7.927376216183418
ema34 13/34,ATR pct < 0.8,2.0,3.0,1.0,0.5,133,4.368665181456979,3.4256273862667,-1.4616780774622518,4.887305463728952,1.5161032679949775,0.058333333333333334,0.6691729323308271,9112.168847469426,2.4340738987135175,89,0.8134085585466968
ema34 13/34,ATR pct < 0.8,1.5,2.5,1.5,0.75,133,5.018264158169368,4.08895848997261,-1.1706065213633636,5.259565011335973,1.530414747109662,0.09166666666666666,0.5488721804511278,10876.629583327143,-1.4012251828102853,89,1.1652824485624034
ema34 13/34,ATR pct < 0.8,1.5,2.5,0.75,0.4,133,0.6239946912434918,-0.05242173570627165,-0.9144131856524184,0.8619914499461467,0.32151003245970833,0.3333333333333333,0.5864661654135338,-139.44181697868544,-2.100115095379437,89,-44.419384396773445
ema34 13/34,ATR pct < 0.8,1.5,4.0,1.5,0.75,133,5.009645770448809,4.012832235072839,-0.8994071506554274,4.912239385728267,1.3719179825782457,0.08333333333333333,0.5488721804511278,10674.133745293753,-0.611962249288971,89,1.057296088284607
ema34 13/34,ATR pct 0.2-0.8,1.5,2.5,1.0,0.5,129,2.5767871563271316,2.1799065234794646,-0.7532784890767026,2.933185012556167,0.9691762437861563,0.10833333333333334,0.6046511627906976,5624.158830577017,-0.7637060019840475,88,1.2408965262948461
ema34 13/34,ATR pct 0.2-0.8,1.0,2.0,1.0,0.5,131,1.3623675316091781,0.525143428612376,-0.1886686662106865,0.7138120948230624,0.2813675572014064,0.4083333333333333,0.48854961832061067,1375.8757829644242,-1.6490256878905323,90,4.990821929515174
