cost_mult,intrabar_favorable,intrabar_adverse,barclose_favorable,barclose_adverse
0.0,5.873597161479553,4.525298047904548,1.2176500950749505,0.44710801781311127
0.25,5.398504335906573,4.044276497484668,0.6947543391966866,-0.0464821184156431
0.5,4.938485076088084,3.5941606475659613,0.2575723010830423,-0.49008652384564805
1.0,4.099921703467924,2.7496296404061615,-0.5523795103101737,-1.3088423877062936
1.5,3.222096848263494,1.901601970100227,-1.369965745573,-2.1199962097398686
2.0,2.4031380657103165,1.1108385901341182,-2.1790446648222845,-2.910705161673346
3.0,0.5814901101382455,-0.7328401367274462,-3.9624035296326316,-4.7176355229199824
