n,pts,sd,t,mde,pf,win,total,dd,ret_dd,sharpe,per_yr,ratio,n_need,yrs_need,block,ch,arm
884,1.4645248868778291,68.77435104132692,0.6331350953032447,6.481395145322387,1.0530736333941153,0.39819004524886875,1294.640000000001,1498.2699999999968,0.8640899170376526,0.23126922770287034,143.18447893569845,0.22595827812392746,17313.933765574395,120.92046494333906,A research,40,base
312,2.3574358974358987,71.34895042341695,0.5836192398148452,11.318227594263362,1.085990329127657,0.3974358974358974,735.5200000000004,1464.7199999999993,0.5021574089245732,0.2174594479290258,50.535698447893566,0.20828666660058717,7191.701525993961,142.3093327464187,A research,40,+adx<=20
630,1.8671428571428585,66.99720520542085,0.6995055036744978,7.479189596410641,1.0697673177215392,0.4015873015873016,1176.3000000000009,1403.3299999999997,0.8382205183385242,0.25378119819779027,102.04323725055433,0.24964507625785076,10108.682115887623,99.0627344668322,A research,40,+ema align
796,1.5466834170854284,67.64231462705824,0.6451185098927322,6.717846206883722,1.0573905828279488,0.40954773869346733,1231.160000000001,1583.3999999999955,0.7775419982316563,0.23833130623975884,128.9308203991131,0.23023501423723491,15016.555437091596,116.46986648038808,A research,55,base
254,3.2454330708661425,70.68258897213516,0.7317741553177931,12.426926256527521,1.1232158631791826,0.41338582677165353,824.3400000000001,1122.2399999999984,0.7345487596236111,0.27792635633288715,41.141241685144124,0.26116136877865564,3724.0529246614333,90.5187294336371,A research,55,+adx<=20
603,2.6320563847429543,66.60000270183072,0.9704643761518094,7.5994772928131535,1.1011622830081045,0.41127694859038144,1587.1300000000015,927.1800000000002,1.7117819625099777,0.35443256611796914,97.669955654102,0.34634702931898975,5026.83208265211,51.46753726862157,A research,55,+ema align
622,-3.043215434083588,76.10295434167858,-0.9973012735658908,8.550164200445932,0.9111406962448112,0.3070739549839228,-1892.879999999992,3936.8099999999795,-0.4808156857963686,-0.5605581815900611,245.87175324675323,-0.3559247942776198,,,B holdout,10,base
199,2.7944221105527793,79.3623807819327,0.4967110933532251,15.763631733911723,1.0863967360991356,0.3316582914572864,556.0900000000031,1034.57,0.5375083367969331,0.2877075562267155,78.66314935064935,0.17727019748509104,6332.593624751592,80.50267090786542,B holdout,10,+adx<=20
331,0.25531722054383066,78.27924335432951,0.0593399923091636,12.055930985574761,1.007704411689629,0.31722054380664655,84.51000000000795,1881.5299999999888,0.04491557402752465,0.0336585335353937,130.84172077922076,0.021177727447952748,738021.9595724768,5640.570570130285,B holdout,10,+ema align
552,-0.44326086956519833,77.53171207791164,-0.13432274508315742,9.246512612236815,0.9867604208658108,0.32065217391304346,-244.6799999999895,2682.9899999999852,-0.0911967618216955,-0.07632670238370269,218.2012987012987,-0.04793816741012042,,,B holdout,15,base
178,4.35719101123594,79.95442994463296,0.7270663898847923,16.791931773132386,1.1365258245714092,0.34269662921348315,775.5799999999974,1102.9400000000066,0.7031932834061624,0.4234439127275316,70.36201298701299,0.25948122408450836,2643.675378274377,37.572480746995275,B holdout,15,+adx<=20
318,2.1706918238993986,79.17691962568773,0.4888922230829954,12.440939338758053,1.0667048695095902,0.330188679245283,690.2800000000087,1484.91999999999,0.4648600598012104,0.27722216754069284,125.70292207792207,0.17447973700321034,10445.689785556517,83.0982256648046,B holdout,15,+ema align
508,-1.6010236220472271,76.50489920329255,-0.4716722744255611,9.51098555546817,0.9521292061754338,0.3110236220472441,-813.3199999999914,3085.469999999984,-0.26359679400544994,-0.2708967268923157,200.80844155844153,-0.16833414504838012,,,B holdout,20,base
157,4.59598726114649,80.30661311546369,0.7170960533440948,17.958481636703482,1.1446736587155666,0.34394904458598724,721.5699999999989,1081.4600000000053,0.6672183899543167,0.41938978363623985,62.06087662337662,0.2559229312434314,2397.072942368636,38.62454210751069,B holdout,20,+adx<=20
310,1.1261290322580915,78.43312199411558,0.2527955936148132,12.482074957347173,1.034522963061122,0.3258064516129032,349.1000000000083,1540.9699999999887,0.22654561737088386,0.14398589445544638,122.5405844155844,0.0902196979353366,38085.4381653773,310.7985680581893,B holdout,20,+ema align
465,-5.048064516129,74.7465936292542,-1.45633057522582,9.712545362168319,0.854073248409624,0.2924731182795699,-2347.349999999985,3975.4999999999804,-0.5904540309395035,-0.8326252031672352,183.8108766233766,-0.519746814855753,,,B holdout,30,base
