block,days,trades,per_yr,EV_per_trade,pts_per_day,sharpe,pf,dd,ret_dd,best_leg_sharpe
research,497,1610,816.338028169014,-1.0375966143366844,-3.3612284689779917,-0.4644351890532462,0.9150732284529343,3610.934313684458,-0.4626311098352595,0.5505298690104634
LOCKED,269,832,779.4200743494424,4.171380885582917,12.901817460241588,1.1595579825887088,1.2560757536540355,1417.7278599944598,2.4479937192026044,1.7513367788713232
