tf,design,block,n,per_yr,R,pts,pf,win,sharpe,hold_min,p_stop,p_tgt,p_flat,amb
3,S1 opening drive,research,841,426.4225352112676,-0.24146793599325397,-2.516665093675194,0.6142911746029649,0.47324613555291317,-3.737610934386303,15.074910820451844,0.5267538644470868,0.47324613555291317,0.0,0.029726516052318668
3,S1 opening drive,LOCKED,454,425.3085501858736,-0.1703101953394202,-2.3798675517178824,0.7100922674668775,0.48237885462555063,-2.502367407389193,15.561674008810574,0.5176211453744494,0.48237885462555063,0.0,0.011013215859030838
3,S2 level reclaim,research,551,279.3802816901408,-0.07592351474965062,-0.9084680575036355,0.8516216022822715,0.5172413793103449,-0.5638711365632021,12.0,0.4537205081669691,0.46823956442831216,0.0780399274047187,0.010889292196007259
3,S2 level reclaim,LOCKED,276,258.5576208178439,-0.17285904787537248,-7.227418689940518,0.6947794829475202,0.4528985507246377,-2.3409348493412017,13.25,0.5036231884057971,0.42028985507246375,0.07608695652173914,0.007246376811594203
3,S3 flow exhaustion,research,738,374.19718309859155,-0.16281615205777994,-3.4174287722999668,0.708956705083687,0.46883468834688347,-2.7139682467543147,13.963414634146341,0.483739837398374,0.44579945799457993,0.07046070460704607,0.014905149051490514
3,S3 flow exhaustion,LOCKED,355,332.5650557620818,-0.08787459741565484,-2.1679368830427315,0.8302536107145724,0.5014084507042254,-1.1249595602232851,14.56056338028169,0.4619718309859155,0.4619718309859155,0.07605633802816901,0.014084507042253521
3,S4 stretch fade,research,322,163.26760563380282,-0.22835389389413702,-3.484166513990993,0.595042537013223,0.43788819875776397,-2.0224332775498937,13.211180124223603,0.468944099378882,0.36024844720496896,0.17080745341614906,0.034161490683229816
3,S4 stretch fade,LOCKED,177,165.81412639405204,0.08933895963590185,1.7689951460508246,1.238656476112922,0.5649717514124294,0.6976024476332107,15.64406779661017,0.2937853107344633,0.4858757062146893,0.22033898305084745,0.011299435028248588
3,S5 range expansion,research,590,299.15492957746477,-0.15867385923759075,-3.1375759899071376,0.7179622610748537,0.46779661016949153,-1.8970135424316545,13.647457627118644,0.5016949152542373,0.4322033898305085,0.06610169491525424,0.01694915254237288
3,S5 range expansion,LOCKED,325,304.46096654275095,-0.11262884266806483,-2.898075698938706,0.795519343112614,0.47384615384615386,-0.9943692500443779,13.107692307692307,0.5076923076923077,0.46153846153846156,0.03076923076923077,0.009230769230769232
5,S1 opening drive,research,537,272.28169014084506,-0.19277479186308838,-2.336125607406878,0.6789783291461365,0.4767225325884544,-2.3568981459217393,24.646182495344505,0.5232774674115456,0.4767225325884544,0.0,0.0223463687150838
5,S1 opening drive,LOCKED,307,287.5985130111524,-0.20158104152834802,-3.2565068363542675,0.6676991065718639,0.4527687296416938,-2.0211469825283626,26.0586319218241,0.5472312703583062,0.4527687296416938,0.0,0.016286644951140065
5,S2 level reclaim,research,443,224.61971830985914,-0.10299184617252534,-2.1983609689416954,0.8007437069716792,0.49435665914221216,-1.1778433631999712,16.839729119638825,0.4582392776523702,0.43340857787810383,0.10835214446952596,0.013544018058690745
5,S2 level reclaim,LOCKED,228,213.5910780669145,-0.02795498415798536,-3.455773820362067,0.9419197503908177,0.5131578947368421,-1.1544363332399454,18.00438596491228,0.4298245614035088,0.47368421052631576,0.09649122807017543,0.03070175438596491
5,S3 flow exhaustion,research,417,211.43661971830986,-0.09738412793094636,-2.1084234444014336,0.8116265000903403,0.4844124700239808,-1.1432618091500648,19.06474820143885,0.44844124700239807,0.4556354916067146,0.09592326139088729,0.026378896882494004
5,S3 flow exhaustion,LOCKED,200,187.36059479553904,-0.07930373212020317,-2.7839924364571367,0.8470819141494556,0.505,-0.8910357851239958,18.575,0.475,0.455,0.07,0.025
5,S4 stretch fade,research,63,31.943661971830984,-0.40345200009161397,-5.793686555694465,0.4062710503704924,0.3333333333333333,-1.4536516317666779,23.333333333333336,0.6031746031746031,0.2857142857142857,0.1111111111111111,0.047619047619047616
5,S4 stretch fade,LOCKED,22,,,,,,,,,,,
5,S5 range expansion,research,498,252.50704225352112,-0.10229379928562715,-1.9668686056351998,0.808170940316528,0.4839357429718876,-1.0139543406911176,19.64859437751004,0.4779116465863454,0.4578313253012048,0.0642570281124498,0.018072289156626505
5,S5 range expansion,LOCKED,265,248.25278810408923,-0.09280563565962988,-0.8469245264174621,0.8263731191810455,0.4830188679245283,-0.2500827953936873,18.60377358490566,0.5018867924528302,0.4528301886792453,0.045283018867924525,0.022641509433962263
