tf,design,stop,tgt,be,be_off,arm,tr,n,R,pts,pf,win,sharpe,p_flat
3,S2 level reclaim,1.0,3.0,0.0,0.0,0.0,0.0,581,-0.08421919661803765,-1.3060642085955287,0.8925276783144858,0.31153184165232356,-0.7262303201529217,0.11187607573149742
3,S2 level reclaim,1.0,3.0,0.0,0.0,1.0,1.0,594,-0.046456332489524285,-0.09463728920975113,0.9180451492241809,0.4494949494949495,-0.068709274224708,0.06734006734006734
3,S2 level reclaim,1.0,3.0,1.0,0.25,0.0,0.0,594,-0.07938268665519377,-0.9245192944699968,0.8593153888919798,0.4494949494949495,-0.6065882850304062,0.07407407407407407
3,S2 level reclaim,1.0,3.0,1.0,0.25,1.0,1.0,594,-0.05210415123151004,-0.2852524072169089,0.9073593223066432,0.4831649831649832,-0.21108067847673198,0.06565656565656566
3,S2 level reclaim,1.5,0.0,0.0,0.0,0.0,0.0,528,-0.19934698129152517,-5.220131838849577,0.7530561237241257,0.2481060606060606,-1.8611764671508626,0.2840909090909091
3,S2 level reclaim,1.5,0.0,0.0,0.0,1.0,1.0,551,-0.06906158092587039,-0.9768231820168534,0.8656084966356393,0.47549909255898365,-0.5147691829739189,0.11796733212341198
3,S2 level reclaim,1.5,0.0,1.0,0.25,0.0,0.0,551,-0.09708638134026917,-2.175967616780802,0.810372235575547,0.5117967332123412,-0.9567765534614542,0.17967332123411978
3,S2 level reclaim,1.5,0.0,1.0,0.25,1.0,1.0,551,-0.06262055690384863,-0.8045670326982857,0.87761976077869,0.5172413793103449,-0.4235673287358134,0.11796733212341198
3,S2 level reclaim,1.5,1.0,0.0,0.0,0.0,0.0,551,-0.07592351474965062,-0.9084680575036355,0.8516216022822715,0.5172413793103449,-0.5638711365632021,0.0780399274047187
3,S2 level reclaim,1.5,1.0,0.0,0.0,1.0,1.0,551,-0.07592351474965062,-0.9084680575036355,0.8516216022822715,0.5172413793103449,-0.5638711365632021,0.0780399274047187
3,S2 level reclaim,1.5,1.0,1.0,0.25,0.0,0.0,551,-0.07592351474965062,-0.9084680575036355,0.8516216022822715,0.5172413793103449,-0.5638711365632021,0.0780399274047187
