tf,geom,feature,n_res,kept,keep_frac,base,filt,edge,p,binary,bh
240,V54  20/20 2.0N no-tp,div.absorbed_selling_k5_w30,337,101,0.2997032640949555,0.07776717706941835,-0.018363111496249078,-0.09613028856566744,0.73,True,False
60,V38  70/30 2.5N no-tp,eff.px_per_delta50,574,287,0.5,0.05363951908945588,0.025952306556451105,-0.02768721253300477,0.74,False,False
60,V38  70/30 2.5N no-tp,div.exhausted_sellers_k3_w20,574,143,0.24912891986062718,0.05363951908945588,0.005146951174237065,-0.04849256791521881,0.74,True,False
60,V38  70/30 2.5N no-tp,div.exhausted_buyers_k2_w20,574,188,0.32752613240418116,0.05363951908945588,0.01008458778067941,-0.04355493130877647,0.755,True,False
60,V38  70/30 2.5N no-tp,div.absorbed_buying_k3_w20,574,156,0.27177700348432055,0.05363951908945588,0.0016632359300956495,-0.051976283159360225,0.765,True,False
60,V54  20/20 2.0N no-tp,conf.cvd_newhigh20,1410,599,0.424822695035461,0.026027206181531964,0.00947144812091078,-0.016555758060621185,0.7666666666666667,True,False
240,V38  70/30 2.5N no-tp,cvd.rank100,146,75,0.5136986301369864,0.23178743204105454,0.07337585995611398,-0.15841157208494056,0.77,False,False
60,V38  70/30 2.5N no-tp,div.absorbed_selling_k5_w30,574,192,0.3344947735191638,0.05363951908945588,0.009411173377680626,-0.04422834571177525,0.7716666666666666,True,False
240,V54  20/20 2.0N no-tp,div.absorbed_selling_k3_w20,337,109,0.32344213649851633,0.07776717706941835,-0.03443175473147357,-0.11219893180089192,0.7733333333333333,True,False
60,V54  20/20 2.0N no-tp,ctx.atr_rank250,1410,708,0.502127659574468,0.026027206181531964,0.007653213585980373,-0.018373992595551593,0.7783333333333333,False,False
240,V38  70/30 2.5N no-tp,cvd.z10,146,73,0.5,0.23178743204105454,0.06968608028560477,-0.16210135175544976,0.7816666666666666,False,False
60,V38  70/30 2.5N no-tp,flow.bar_delta_norm,574,287,0.5,0.05363951908945588,0.01727161078461952,-0.036367908304836355,0.8,False,False
240,V38  70/30 2.5N no-tp,conf.cvd_newhigh55,146,58,0.3972602739726027,0.23178743204105454,0.0025028867692469038,-0.22928454527180764,0.8116666666666666,True,False
60,V38  70/30 2.5N no-tp,cvd.z20,574,287,0.5,0.05363951908945588,0.01073440296995194,-0.042905116119503935,0.815,False,False
240,V38  70/30 2.5N no-tp,conf.both55,146,58,0.3972602739726027,0.23178743204105454,0.0025028867692469038,-0.22928454527180764,0.8166666666666667,True,False
240,V38  70/30 2.5N no-tp,cvd.above_ema20,146,132,0.9041095890410958,0.23178743204105454,0.17662775290663324,-0.0551596791344213,0.82,True,False
240,V54  20/20 2.0N no-tp,eff.px_per_delta20,337,169,0.5014836795252225,0.07776717706941835,-0.02070567592050529,-0.09847285298992364,0.82,False,False
240,V54  20/20 2.0N no-tp,div.absorbed_selling_k3_w10,337,74,0.2195845697329377,0.07776717706941835,-0.08773301030927341,-0.16550018737869177,0.8233333333333334,True,False
60,V54  20/20 2.0N no-tp,div.absorbed_selling_k2_w10,1410,332,0.23546099290780143,0.026027206181531964,-0.013401807225426788,-0.03942901340695875,0.8266666666666667,True,False
240,V54  20/20 2.0N no-tp,div.absorbed_selling_k5_w20,337,77,0.228486646884273,0.07776717706941835,-0.089796036732607,-0.16756321380202535,0.8266666666666667,True,False
60,V38  70/30 2.5N no-tp,conf.cvd_newhigh20,574,340,0.5923344947735192,0.05363951908945588,0.01746581525587772,-0.03617370383357815,0.8366666666666667,True,False
60,V38  70/30 2.5N no-tp,div.absorbed_buying_k3_w30,574,214,0.37282229965156793,0.05363951908945588,-0.0036265363801684146,-0.057266055469624294,0.8383333333333334,True,False
240,V54  20/20 2.0N no-tp,cvd.z20,337,169,0.5014836795252225,0.07776717706941835,-0.022922296460820474,-0.10068947353023883,0.8433333333333334,False,False
60,V38  70/30 2.5N no-tp,conf.both20,574,340,0.5923344947735192,0.05363951908945588,0.01746581525587772,-0.03617370383357815,0.8433333333333334,True,False
240,V54  20/20 2.0N no-tp,ctx.vol_ratio,337,169,0.5014836795252225,0.07776717706941835,-0.03172010857208921,-0.10948728564150756,0.8466666666666667,False,False
240,V38  70/30 2.5N no-tp,ctx.excess,146,73,0.5,0.23178743204105454,0.032582890073602495,-0.19920454196745205,0.8483333333333334,False,False
240,V54  20/20 2.0N no-tp,div.absorbed_selling_k3_w30,337,152,0.45103857566765576,0.07776717706941835,-0.027834731039824413,-0.10560190810924276,0.85,True,False
240,V38  70/30 2.5N no-tp,div.absorbed_buying_k5_w20,146,37,0.2534246575342466,0.23178743204105454,-0.1615107744868263,-0.39329820652788083,0.8566666666666667,True,False
240,V54  20/20 2.0N no-tp,conf.cvd_newhigh20,337,135,0.40059347181008903,0.07776717706941835,-0.0665375799058649,-0.14430475697528325,0.865,True,False
60,V38  70/30 2.5N no-tp,div.exhausted_buyers_k2_w30,574,288,0.5017421602787456,0.05363951908945588,0.003906794728696265,-0.04973272436075961,0.8666666666666667,True,False
240,V54  20/20 2.0N no-tp,conf.both20,337,135,0.40059347181008903,0.07776717706941835,-0.0665375799058649,-0.14430475697528325,0.8683333333333333,True,False
60,V54  20/20 2.0N no-tp,ctx.close_pos,1410,705,0.5,0.026027206181531964,1.2310406090021116e-05,-0.026014895775441943,0.885,False,False
240,V54  20/20 2.0N no-tp,ctx.excess,337,169,0.5014836795252225,0.07776717706941835,-0.04935156014758819,-0.12711873721700653,0.885,False,False
60,V38  70/30 2.5N no-tp,flow.sub_up,574,354,0.6167247386759582,0.05363951908945588,0.008176497588154162,-0.045463021501301715,0.8866666666666667,False,False
240,V38  70/30 2.5N no-tp,cvd.z20,146,73,0.5,0.23178743204105454,-0.050227605012418915,-0.28201503705347347,0.89,False,False
240,V38  70/30 2.5N no-tp,div.absorbed_buying_k3_w20,146,51,0.3493150684931507,0.23178743204105454,-0.14535120681143612,-0.37713863885249066,0.8916666666666667,True,False
240,V54  20/20 2.0N no-tp,flow.sub_up,337,214,0.6350148367952523,0.07776717706941835,-0.022240603441634567,-0.10000778051105291,0.9033333333333333,False,False
60,V54  20/20 2.0N no-tp,div.absorbed_selling_k2_w30,1410,758,0.5375886524822695,0.026027206181531964,-0.002567568116351658,-0.02859477429788362,0.9116666666666666,True,False
240,V38  70/30 2.5N no-tp,conf.both20,146,78,0.5342465753424658,0.23178743204105454,-0.030156530894074225,-0.2619439629351288,0.9116666666666666,True,False
240,V38  70/30 2.5N no-tp,conf.cvd_newhigh20,146,78,0.5342465753424658,0.23178743204105454,-0.030156530894074225,-0.2619439629351288,0.9116666666666666,True,False
60,V38  70/30 2.5N no-tp,cvd.z50,574,287,0.5,0.05363951908945588,-0.007813449953453117,-0.06145296904290899,0.9116666666666666,False,False
60,V38  70/30 2.5N no-tp,cvd.slope20,574,287,0.5,0.05363951908945588,-0.009794086290247342,-0.06343360537970322,0.9116666666666666,False,False
60,V54  20/20 2.0N no-tp,eff.px_per_delta20,1410,705,0.5,0.026027206181531964,-0.006613762751206622,-0.03264096893273859,0.9233333333333333,False,False
60,V38  70/30 2.5N no-tp,cvd.above_ema20,574,520,0.9059233449477352,0.05363951908945588,0.031772139535308275,-0.021867379554147602,0.925,True,False
240,V38  70/30 2.5N no-tp,cvd.slope10,146,73,0.5,0.23178743204105454,-0.059655597502498305,-0.29144302954355283,0.9283333333333333,False,False
60,V38  70/30 2.5N no-tp,div.absorbed_buying_k2_w30,574,269,0.4686411149825784,0.05363951908945588,-0.01507270672365462,-0.0687122258131105,0.9333333333333333,True,False
60,V38  70/30 2.5N no-tp,eff.delta_share20,574,287,0.5,0.05363951908945588,-0.009794086290247342,-0.06343360537970322,0.935,False,False
60,V38  70/30 2.5N no-tp,div.absorbed_selling_k3_w20,574,190,0.3310104529616725,0.05363951908945588,-0.04213868005535409,-0.09577819914480996,0.9383333333333334,True,False
240,V38  70/30 2.5N no-tp,div.exhausted_sellers_k3_w10,146,34,0.2328767123287671,0.23178743204105454,-0.2770062536734343,-0.5087936857144888,0.94,True,False
60,V38  70/30 2.5N no-tp,div.absorbed_selling_k3_w10,574,98,0.17073170731707318,0.05363951908945588,-0.11639506962064045,-0.17003458871009633,0.9433333333333334,True,False
60,V38  70/30 2.5N no-tp,ctx.close_pos,574,287,0.5,0.05363951908945588,-0.01875230500171022,-0.0723918240911661,0.945,False,False
240,V54  20/20 2.0N no-tp,flow.delta_z50,337,169,0.5014836795252225,0.07776717706941835,-0.08665595890933232,-0.1644231359787507,0.95,False,False
240,V38  70/30 2.5N no-tp,eff.px_per_delta50,146,73,0.5,0.23178743204105454,-0.07675016437344968,-0.30853759641450423,0.9533333333333334,False,False
240,V38  70/30 2.5N no-tp,div.exhausted_sellers_k3_w20,146,50,0.3424657534246575,0.23178743204105454,-0.26255200697792846,-0.49433943901898303,0.9533333333333334,True,False
240,V38  70/30 2.5N no-tp,div.exhausted_sellers_k3_w30,146,62,0.4246575342465753,0.23178743204105454,-0.15801132304986443,-0.389798755090919,0.96,True,False
60,V54  20/20 2.0N no-tp,div.absorbed_selling_k2_w20,1410,590,0.41843971631205673,0.026027206181531964,-0.02275215306283217,-0.048779359244364134,0.9616666666666667,True,False
240,V54  20/20 2.0N no-tp,flow.delta_pos,337,262,0.7774480712166172,0.07776717706941835,-0.019629016339229963,-0.09739619340864832,0.965,True,False
60,V54  20/20 2.0N no-tp,ctx.vol_ratio,1410,705,0.5,0.026027206181531964,-0.017333741882832935,-0.0433609480643649,0.9666666666666667,False,False
60,V38  70/30 2.5N no-tp,div.absorbed_selling_k2_w30,574,323,0.5627177700348432,0.05363951908945588,-0.024218690718731638,-0.07785820980818751,0.9733333333333334,True,False
60,V38  70/30 2.5N no-tp,div.absorbed_selling_k2_w10,574,128,0.2229965156794425,0.05363951908945588,-0.12036388089467356,-0.17400339998412945,0.9833333333333333,True,False
60,V38  70/30 2.5N no-tp,flow.delta_pos,574,488,0.8501742160278746,0.05363951908945588,0.0027361432799778668,-0.05090337580947801,0.985,True,False
240,V54  20/20 2.0N no-tp,flow.bar_delta_norm,337,169,0.5014836795252225,0.07776717706941835,-0.1377138232228883,-0.21548100029230666,0.9866666666666667,False,False
60,V38  70/30 2.5N no-tp,div.absorbed_selling_k3_w30,574,274,0.47735191637630664,0.05363951908945588,-0.06697710213172423,-0.12061662122118011,0.995,True,False
60,V38  70/30 2.5N no-tp,div.absorbed_selling_k2_w20,574,244,0.4250871080139373,0.05363951908945588,-0.08289865342539413,-0.13653817251485,0.9983333333333333,True,False
