tf,feature,pass_sig,pass_all,lift,binary
60,div.exhausted_sellers_k2_w10,0.22729901677270098,0.17577189531303455,1.2931476694149602,True
60,div.exhausted_sellers_k2_w20,0.373048004626952,0.3232979815258296,1.153882875687387,True
60,div.exhausted_sellers_k2_w30,0.48467322151532677,0.443294560383168,1.0933434894765965,True
60,div.absorbed_selling_k2_w10,0.23192596876807403,0.208518645227506,1.1122553022298283,True
60,div.absorbed_selling_k2_w20,0.41295546558704455,0.3786884194320903,1.0904887617275005,True
60,div.absorbed_selling_k2_w30,0.5263157894736842,0.5096219637358878,1.0327572728918881,True
60,div.exhausted_buyers_k2_w10,0.17235396182764604,0.18324495381457406,0.9405659377777538,True
60,div.exhausted_buyers_k2_w20,0.27472527472527475,0.3351971433458775,0.8195931265493988,True
60,div.exhausted_buyers_k2_w30,0.4268363215731637,0.45911734519329456,0.929688947808016,True
60,div.absorbed_buying_k2_w10,0.23308270676691728,0.19653395484091687,1.18596660284776,True
60,div.absorbed_buying_k2_w20,0.41295546558704455,0.3588244098528909,1.1508566704153322,True
60,div.absorbed_buying_k2_w30,0.5303643724696356,0.4886247006500171,1.0854227626317137,True
60,div.exhausted_sellers_k3_w10,0.1683053788316946,0.12752309271296614,1.3198031450705388,True
60,div.exhausted_sellers_k3_w20,0.2943898207056102,0.2418427129661307,1.21727802791742,True
60,div.exhausted_sellers_k3_w30,0.38461538461538464,0.3422532500855286,1.1237742359474157,True
60,div.absorbed_selling_k3_w10,0.18681318681318682,0.1546356483065344,1.2080861616259846,True
60,div.absorbed_selling_k3_w20,0.3325621746674378,0.2902625726992816,1.1457287502649525,True
60,div.absorbed_selling_k3_w30,0.4158473105841527,0.402550889497092,1.0330304104002153,True
60,div.exhausted_buyers_k3_w10,0.09947946790052054,0.13268687991789258,0.7497310055227693,True
60,div.exhausted_buyers_k3_w20,0.19086176980913824,0.2506842285323298,0.7613632932816254,True
60,div.exhausted_buyers_k3_w30,0.313475997686524,0.3518110673965104,0.8910350660834081,True
60,div.absorbed_buying_k3_w10,0.18970503181029497,0.14262957577830995,1.3300539581296567,True
60,div.absorbed_buying_k3_w20,0.31868131868131866,0.2660793705097503,1.1976926962462158,True
60,div.absorbed_buying_k3_w30,0.42220936957779065,0.3717392234006158,1.1357676107338939,True
60,div.exhausted_sellers_k5_w10,0.10294968189705032,0.08035408826548067,1.2812002988188531,True
60,div.exhausted_sellers_k5_w20,0.20416425679583575,0.15649589462880603,1.3045981639332758,True
60,div.exhausted_sellers_k5_w30,0.26200115673799884,0.22700350667122818,1.1541722882609835,True
60,div.absorbed_selling_k5_w10,0.12261422787738577,0.0951612213479302,1.2884894302594265,True
60,div.absorbed_selling_k5_w20,0.21515326778484672,0.18390780020526856,1.1698974570121743,True
60,div.absorbed_selling_k5_w30,0.2793522267206478,0.26564103660622645,1.0516154818908727,True
60,div.exhausted_buyers_k5_w10,0.038750722961249276,0.08581722545330141,0.4515494733902345,True
60,div.exhausted_buyers_k5_w20,0.1139386928860613,0.16596818337324667,0.6865092487626018,True
60,div.exhausted_buyers_k5_w30,0.19838056680161945,0.2391271809784468,0.8296027494235382,True
60,div.absorbed_buying_k5_w10,0.1266628108733372,0.09239223400615805,1.3709248643657104,True
60,div.absorbed_buying_k5_w20,0.22498554077501445,0.17701205952788232,1.271018151955774,True
60,div.absorbed_buying_k5_w30,0.313475997686524,0.25363496407800207,1.2359336924467506,True
60,cvd.slope10,0.7860034702139965,0.5042015908313376,1.5589071603642073,False
60,cvd.z10,0.8368999421631,0.503453215874102,1.6623191902947,False
60,cvd.slope20,0.6911509543088491,0.5052386247006501,1.3679693525378243,False
60,cvd.z20,0.805668016194332,0.5056448853917208,1.5933475042868963,False
60,cvd.slope50,0.5008675534991325,0.5089270441327404,0.9841637603532309,False
60,cvd.z50,0.5905147484094853,0.5077830995552515,1.1629271413851612,False
60,cvd.rank100,0.5373048004626952,0.5086383852206637,1.0563591267882684,False
60,cvd.above_ema20,0.7888953152111047,0.5118777796784126,1.5411790597879211,True
60,flow.bar_delta_norm,0.7721226142278774,0.500801830311324,1.5417727482103782,False
60,flow.sub_up,0.891844997108155,0.6946737085186452,1.283832950882749,False
60,flow.delta_z50,0.7790630422209369,0.49939060896339377,1.560027417892521,False
60,flow.delta_pos,0.7755928282244072,0.5040626069107081,1.5386835238143328,True
60,conf.cvd_newhigh20,0.42452284557547715,0.1211725966472802,3.503455874691003,True
60,conf.both20,0.42452284557547715,0.05364779336298324,7.913146449531253,True
60,conf.cvd_newhigh55,0.16657027183342973,0.07519030106055423,2.2153159314960447,True
60,conf.both55,0.06766917293233082,0.02834202873759836,2.3875910069402098,True
60,eff.px_per_delta20,0.8912666281087334,0.5066605371193978,1.7591001524926355,False
60,eff.delta_share20,0.6911509543088491,0.5052386247006501,1.3679693525378243,False
60,eff.px_per_delta50,0.5176402544823597,0.5086811495039343,1.0176124178911727,False
60,eff.delta_share50,0.5008675534991325,0.5089270441327404,0.9841637603532309,False
60,ctx.excess,1.0,0.5054417550461854,1.9784673308374052,False
60,ctx.close_pos,0.7241179872758821,0.5027903694834075,1.4401986020931106,False
60,ctx.atr_rank250,0.5419317524580682,0.502341344509066,1.0788117649119517,False
60,ctx.vol_ratio,0.8259109311740891,0.5100709887102293,1.6192078150974551,False
240,div.exhausted_sellers_k2_w10,0.24060150375939848,0.18854141988470347,1.2761201432901625,True
240,div.exhausted_sellers_k2_w20,0.40100250626566414,0.34419173971412775,1.1650555780296215,True
240,div.exhausted_sellers_k2_w30,0.5388471177944862,0.4697149174761115,1.1471790606307295,True
240,div.absorbed_selling_k2_w10,0.2781954887218045,0.23430466714048803,1.187323718801554,True
240,div.absorbed_selling_k2_w20,0.44611528822055135,0.4186211798152097,1.0656777767849164,True
240,div.absorbed_selling_k2_w30,0.5889724310776943,0.5620311142699203,1.0479356322519098,True
240,div.exhausted_buyers_k2_w10,0.21052631578947367,0.20599384032219853,1.0220029660119245,True
240,div.exhausted_buyers_k2_w20,0.3333333333333333,0.3736871199557767,0.8920118343195266,True
240,div.exhausted_buyers_k2_w30,0.5162907268170426,0.5088446655610834,1.0146332697577731,True
240,div.absorbed_buying_k2_w10,0.24060150375939848,0.21385137803048251,1.1250874601570395,True
240,div.absorbed_buying_k2_w20,0.45864661654135336,0.38794124615020137,1.18225793491362,True
240,div.absorbed_buying_k2_w30,0.5764411027568922,0.5223090894732686,1.10363980710773,True
240,div.exhausted_sellers_k3_w10,0.20802005012531327,0.13381505172549948,1.5545340187293255,True
240,div.exhausted_sellers_k3_w20,0.3258145363408521,0.2515991471215352,1.294974724947963,True
240,div.exhausted_sellers_k3_w30,0.43107769423558895,0.35252309879175553,1.2228353140916808,True
240,div.absorbed_selling_k3_w10,0.22055137844611528,0.16978599068151307,1.2989963280293757,True
240,div.absorbed_selling_k3_w20,0.3283208020050125,0.3148148148148148,1.0429013710747457,True
240,div.absorbed_selling_k3_w30,0.44862155388471175,0.43484956171523337,1.0316707049563434,True
240,div.exhausted_buyers_k3_w10,0.12531328320802004,0.14230435125957513,0.8806005023657923,True
240,div.exhausted_buyers_k3_w20,0.22055137844611528,0.26711679696754326,0.8256739409499357,True
240,div.exhausted_buyers_k3_w30,0.3659147869674185,0.37431888178156836,0.9775483011325782,True
240,div.absorbed_buying_k3_w10,0.19799498746867167,0.15051725499486693,1.315430496493069,True
240,div.absorbed_buying_k3_w20,0.3333333333333333,0.28354260443812684,1.175602283804484,True
240,div.absorbed_buying_k3_w30,0.43358395989974935,0.3948906262339098,1.0979849383482705,True
240,div.exhausted_sellers_k5_w10,0.14786967418546365,0.08840717049672274,1.6725981993841235,True
240,div.exhausted_sellers_k5_w20,0.2506265664160401,0.17124693990365633,1.4635389488246786,True
240,div.exhausted_sellers_k5_w30,0.3182957393483709,0.2474532101397773,1.2862865637046181,True
240,div.absorbed_selling_k5_w10,0.13784461152882205,0.10258232646292348,1.3437462015315425,True
240,div.absorbed_selling_k5_w20,0.22807017543859648,0.19576719576719576,1.1650071123755334,True
240,div.absorbed_selling_k5_w30,0.3007518796992481,0.2804627655373924,1.0723415606452424,True
240,div.exhausted_buyers_k5_w10,0.045112781954887216,0.09231619679380873,0.4886767817747963,True
240,div.exhausted_buyers_k5_w20,0.12781954887218044,0.17681434099344548,0.7229026115982228,True
240,div.exhausted_buyers_k5_w30,0.22807017543859648,0.2537313432835821,0.8988648090815272,True
240,div.absorbed_buying_k5_w10,0.14536340852130325,0.09642264866145463,1.5075649812491918,True
240,div.absorbed_buying_k5_w20,0.2556390977443609,0.18664613440732844,1.3696458196474897,True
240,div.absorbed_buying_k5_w30,0.3333333333333333,0.2683803206191266,1.2420185375901132,True
240,cvd.slope10,0.7994987468671679,0.5075416567953881,1.5752376896808695,False
240,cvd.z10,0.8521303258145363,0.507818052594172,1.6780229089167986,False
240,cvd.slope20,0.6265664160401002,0.5076995972518361,1.2341282510990494,False
240,cvd.z20,0.8195488721804511,0.5080154781647319,1.6132360280461764,False
240,cvd.slope50,0.48370927318295737,0.5109373766090184,0.9467095094769381,False
240,cvd.z50,0.606516290726817,0.5096738529574351,1.1900086441700781,False
240,cvd.rank100,0.5263157894736842,0.5170575692963753,1.0179055887140531,False
240,cvd.above_ema20,0.7894736842105263,0.5165047776988075,1.5284925102297828,True
240,flow.bar_delta_norm,0.7744360902255639,0.5026849877596147,1.5405992004597149,False
240,flow.sub_up,0.8145363408521303,0.611426992024007,1.332189045425964,False
240,flow.delta_z50,0.7719298245614035,0.4996051488588802,1.545079802168822,False
240,flow.delta_pos,0.7744360902255639,0.5037905709547501,1.5372183102949,True
240,conf.cvd_newhigh20,0.39849624060150374,0.13409144752428334,2.971824437418635,True
240,conf.both20,0.39849624060150374,0.05812208797283424,6.856192791762013,True
240,conf.cvd_newhigh55,0.20300751879699247,0.08895996209429045,2.2820099516434227,True
240,conf.both55,0.07769423558897243,0.03391771302219063,2.2906684639421604,True
240,eff.px_per_delta20,0.8947368421052632,0.5089631209034194,1.7579600669633741,False
240,eff.delta_share20,0.6265664160401002,0.5076995972518361,1.2341282510990494,False
240,eff.px_per_delta50,0.5087719298245614,0.5181236673773987,0.9819507616778573,False
240,eff.delta_share50,0.48370927318295737,0.5109373766090184,0.9467095094769381,False
240,ctx.excess,1.0,0.507739082365948,1.9695155144256942,False
240,ctx.close_pos,0.7644110275689223,0.5046987285793256,1.514588772039628,False
240,ctx.atr_rank250,0.5839598997493735,0.5015004343362552,1.164425511459935,False
240,ctx.vol_ratio,0.7969924812030075,0.51176656400537,1.5573359755379497,False
