ent,exN,stop,k,w,A_primary,A_primary_tot,B_meta,B_meta_tot,C_locked,C_locked_tot
24,19,1.9577286466954495,2,17,0.035346940801713814,11.204980234143278,0.06000148481840445,13.560335568959406,0.24704745681743853,30.880932102179816
23,20,1.631568609355571,2,21,0.08242358677333339,30.08460917226669,0.07543137623738101,19.536726445481683,0.234317576734287,34.91331893340876
21,22,2.3407257147949756,2,22,0.08713472637689888,33.28546547597537,0.08709956938329864,21.949091484591257,0.28179074833291506,41.70503075327143
15,17,1.8895919518312883,1,26,0.005435866207072701,4.359564698072306,0.021885974017517913,10.89921506072392,0.17873159454424098,50.402309661475954
15,23,1.9164555025575987,1,21,0.031213010599264762,20.038752804727977,0.04134011590398948,17.114807984251645,0.24922770735147237,59.316194349650424
15,19,2.0415051584264554,1,24,-0.013746638445062128,-10.241245641571286,0.0252462646593665,11.739513066605422,0.19305556684781844,51.54583634836752
18,17,1.6120287663836956,1,19,0.0007887728582792089,0.5205900864642778,0.03426320209135511,14.630387293008631,0.1784350853245088,42.4675503072331
24,17,2.408951088429952,2,22,0.06153705637874819,23.199470254788068,0.08742803330396558,21.682152259383464,0.24126716678008553,33.77740334921197
15,24,2.1319510644766204,1,18,0.03217994170456456,18.342566771601803,0.056185054993847745,20.957025512705208,0.22930385636039133,49.75893683020492
16,23,1.873781011085725,3,12,0.06573186311437007,17.681871177765547,0.05326590918589464,9.53459774427514,0.1923892150717433,18.854143077030844
16,24,1.9452994353987196,3,27,0.015634826065340567,6.425913512854973,0.04119911038700791,10.958963362944104,0.19020980517435365,27.009792334758217
19,18,2.265508770392281,1,26,1.7855224794079534e-05,0.012105842410385925,0.043875268797424004,18.471488163715506,0.19693848146657744,48.052989477844896
25,22,2.304883264392248,3,22,0.05843952887719965,16.304628556738702,0.055085975311142545,10.466335309117083,0.1817140818842657,18.353122270310834
15,21,2.190638226285409,2,19,0.046452106997003154,20.48537918567839,0.12734600927242534,35.78422860555152,0.24836607889409942,41.9738673331028
16,25,1.9330713319154942,2,16,0.07509161815827661,28.38463166382856,0.10241338492042462,25.50093284518573,0.21564933220951912,33.64129582468498
18,22,1.6418692075632344,3,15,0.014850173106777184,4.3214003740721605,0.06723841806092777,13.24596835800277,0.19190745630209982,19.382653086512082
24,21,1.8339242875793005,2,28,0.06199127331674331,25.354430786548015,0.06319978223083057,17.253540549016748,0.2353310883870375,37.182311965151925
20,21,1.7759153811900932,2,12,0.010423033929270353,3.1686023144981874,0.09117782140735486,19.967942888210715,0.34699929185646555,39.557919271637076
15,22,2.1045075584718624,2,19,0.04987908857059911,21.84704079392241,0.11192926481055489,31.228264882144813,0.23511010127038467,40.20382731723578
15,25,1.8495557119330646,3,20,0.03355657374026597,12.449488857638675,0.05578501705727747,13.388404093746592,0.1487013246344779,19.479873527116606
22,24,1.8394658029935207,3,20,0.0007136417868942561,0.21837438678964238,0.03771231395877304,7.580175105713381,0.17974855935394873,18.51410161345672
17,19,2.3009224289192924,3,13,0.03796864685441151,10.441377884963165,0.09133669711138712,16.714615571383842,0.2356614850515593,22.85916405000125
19,25,1.6933888159827937,3,12,0.0315413760023595,7.696095744575718,0.061148454040250884,10.211791824721898,0.22498605637937555,19.348800848626297
17,17,1.8075032682649075,3,17,0.03500909570561328,11.868083444202902,0.08825921194922544,19.417026628829596,0.12880538832268143,14.812619657108366
23,23,1.9054826851689697,1,28,0.016998344094119402,9.570067724989222,0.034224794131947976,12.526274652292958,0.24523786967540787,49.538049674432386
23,16,1.8528187192280408,1,12,-0.024724840664063764,-10.928379573516183,0.041371384180457244,11.749473107249857,0.09057084308568579,15.03475995222384
15,20,2.006894122412115,2,21,0.03846736786732646,18.38740184058205,0.07775669832468399,24.260089877301404,0.1886114791100762,36.402015468244706
20,25,1.5564827839659272,2,18,0.051698467301896985,18.973337499796195,0.1030864001096185,26.08085922773348,0.2082439921974302,29.778890884232517
19,22,1.7375484641533436,2,23,0.06260097023194541,27.794830782983762,0.07452415447725319,21.612004798403426,0.2917758364476869,49.601892196106775
17,25,2.221816410376027,3,25,0.005278708309796754,2.0111878660325635,0.05590921847900022,13.306393998002052,0.20200130445196593,25.654165665399674
24,16,2.0229030727837114,3,13,0.07408263374058842,15.631435719264157,0.06553401125995996,9.961169711513914,0.1647530570579923,12.850738450523401
21,18,1.6981862629297726,1,17,-0.011315345074872602,-6.280016516554294,0.03983059260430395,14.378843930153726,0.1920843335324926,39.18520404062849
22,24,1.6683648704253078,1,22,-0.007254227511242361,-3.9462997661158443,0.033856002807143196,12.222017013378693,0.2586719473706832,51.21704557939528
21,16,1.6116209753038206,1,19,0.006335955144930131,3.7572214009435676,0.02839714504620598,11.273666583343774,0.18382403614656156,40.25746391609698
16,22,2.0139892595918303,3,19,0.047521820320898515,16.775202573277177,0.06894638080778426,15.650828443367025,0.1811749175616223,22.284514860079543
23,25,1.6078188471051476,1,12,-0.024479612772569718,-9.889763560118165,0.024286686063034697,6.678838667334542,0.12359976860365694,19.281563902170483
17,17,1.9000348033117453,1,26,0.006636052512061384,4.970403331533976,0.03151891208464186,14.813888679781673,0.17186233876948045,45.7153821126818
20,15,1.7964332663376437,2,24,0.028687100326177172,14.056679159826814,0.07360267852953847,22.743227665627387,0.2274712789490394,39.807473816081895
22,21,2.186775042248884,3,28,-1.6676128782664197e-05,-0.006003406361759112,0.07623063237579482,17.228122916929628,0.12634887684925078,15.035516345060842
23,19,1.77499593240827,3,21,0.02393631833053654,7.4202586824663275,0.08050460850773423,16.503444744085517,0.1581701453369514,16.76603540571685
24,20,2.2787393924803445,2,28,0.059365957510257646,23.627651089082544,0.06449774672848166,17.091902883047638,0.22037930841488704,34.37917211272238
21,21,2.166351022275676,2,12,0.019232657717284506,5.5390054225779375,0.06387891110022223,13.478450242146891,0.31926273139174555,35.11890045309201
23,18,1.723045125253591,2,23,0.042008081618401916,17.13929730030798,0.08308474780785793,22.682136151545215,0.24383430526989733,37.55048301156419
17,17,2.230031185409074,3,13,0.06495846998999114,18.123413127207527,0.07198171852021626,13.388599644760223,0.15692189776956125,15.378345981417004
18,20,2.1850828730288683,2,20,0.06830442084657296,28.551247913867495,0.0959521124545587,26.674687262367318,0.26896693761429286,42.765743080672564
16,20,1.63348631564762,2,12,0.03537738567129831,12.594349298982198,0.06581232262254065,16.518892978257703,0.22706124591883747,33.15094190415027
23,25,2.16392291091543,2,16,0.0647885431789969,18.918254608267098,0.07472064658653536,15.243011903653215,0.2578037704823056,30.420844916912067
18,18,1.668596221948014,1,17,-0.009835111695920364,-6.068263916382865,0.03438308302151791,13.546934710478055,0.18869988356018325,42.45747380104123
23,21,2.4503209315975973,2,15,0.08149609113438347,23.06339379103052,0.08000407577814148,16.720851837631567,0.32269788021907375,37.11025622519348
22,21,1.6848535861483687,2,27,0.05044953345796167,22.399592855334983,0.07781144642512548,22.487508016861263,0.2621008990371587,42.984547442094026
16,20,1.6257577639732634,1,12,-0.011201456135255966,-6.082390681443989,0.01852026774200942,6.722857190349419,0.154209861644155,32.384070945272555
24,17,2.2644761829208413,1,15,0.0016316627570323314,0.7375115661786138,0.019795430537143065,5.819856577920062,0.2214211152517458,37.42016847754504
19,17,1.6479794220686461,2,15,0.049704796442151554,18.53988907292253,0.07194263970285131,18.63314368303849,0.23757163463939812,33.97274375343393
23,24,1.6869486546606653,1,15,-0.0008923797665105193,-0.39175471749811797,0.003819783690434368,1.172673592963351,0.2484702333221925,41.99146943145053
23,25,1.671463595021347,3,16,0.030506008358722175,7.595996081321822,0.013017512098136178,2.3561696897626483,0.1133365246655441,10.086950695233424
19,19,1.6247899494390934,1,17,-0.011492897873771016,-6.757823949777357,0.04956773540194039,18.83573945273735,0.1757789683003679,38.847151994381306
16,21,2.350361026190613,2,12,0.05166991149975962,17.257750440919715,0.06330315846697646,15.00284855667342,0.29658977400150977,39.74302971620231
23,20,2.092564977995239,2,17,0.06519335611568956,20.73148724478928,0.0547136294492461,12.584134773326603,0.2097644012381209,27.059607759717597
15,23,1.6099366467106417,1,26,0.03292543692692383,23.969718082800547,0.004361737296190832,2.1023573767639814,0.22351939808208104,58.78560169558732
17,24,2.097040530963163,2,17,0.043968936817107646,16.57628918004958,0.10088516428894097,25.1204059079463,0.32809181045120733,47.90140432587627
20,19,1.541776733826092,1,13,-0.030000091984849934,-15.180046544334067,0.03181162686800584,10.72051825451797,0.15092242160380082,29.882639477552562
24,17,1.9596323741846953,3,26,0.018101862630457675,6.245142607507898,0.06556574718831852,14.424464381430075,0.13622644674165538,15.529814928548712
22,24,2.383779472366798,3,13,0.047801645848653054,10.611965378400978,0.023125834077169137,3.6076301160383855,0.1396155574500674,11.30886015345546
18,24,1.7720518510313208,3,12,0.03723580488584067,9.346187026346009,0.06541562844570062,11.120656835769104,0.2570175309154738,22.617542720561694
21,21,2.117515023189089,3,28,-0.0016758211961639946,-0.631784590953826,0.08107370043520684,18.890172201403193,0.12036881227629397,14.684995097707864
21,24,1.5223418475261759,1,23,0.011103639489805257,6.584458217454518,0.035308457681919356,13.629064665220872,0.1949429523906757,42.302620668776626
24,24,1.8091006694891534,1,27,0.012864232602524365,6.959549837965682,0.0417312010989667,14.522457982440411,0.250534175854467,48.6036301157666
24,23,1.5205706386035287,1,12,-0.008698120305440529,-3.435757520649009,0.0011796779647862178,0.33384886403449965,0.13889963196038962,21.66834258582078
19,25,1.8268531684708713,3,16,0.016373043989069948,4.780928844808424,0.0560805371672201,10.93570474760792,0.16632301019936016,15.967008979138575
25,25,1.8707061931652378,2,14,0.08812335344730249,22.647701835956738,0.015589451721909642,3.008764182328561,0.3528288496579783,37.04702921408772
18,20,2.446246968889213,2,20,0.0730137965140118,30.08168416377286,0.08772953092002522,24.125621003006938,0.3302415244185746,51.18743628487906
19,21,2.2993988825933585,3,26,0.020159421453207857,7.6202613093125695,0.06311867511984959,15.337838054123448,0.18487885894039657,22.740099649668778
24,25,2.218275055875756,2,16,0.08570545155931499,24.168937339726824,0.07469496820646107,14.864298673085752,0.29646270451733936,33.50028561045935
19,17,1.5971089712373294,1,20,-0.005905521951608167,-3.89764448806139,0.03119066701987288,13.162461482386355,0.1883025051567808,45.00429873247061
22,15,2.4714274379410783,1,21,0.0109366971457889,6.376094435994929,0.025661281084711544,9.597319125682118,0.1946294237940686,40.67754957296034
16,19,2.3996867977710643,1,23,0.016162055896623125,10.95787389791048,0.03460638900243202,14.811534493040906,0.24211599734203065,57.623607367403295
18,20,2.153528182676816,3,22,0.035128344224234574,12.892102330294088,0.08810888082896408,20.79369587563552,0.2095492471654846,25.98410664852009
17,17,2.2940018249008514,3,26,0.01724017525172992,7.292594131481756,0.04123572269399389,11.174880850072345,0.17827559621392203,24.60203227752124
20,15,2.3169371728759582,3,17,0.04817996274662124,14.502168786732993,0.06878097706646773,13.824976390360014,0.12464958737807254,12.714257912563399
15,16,2.0722112312631267,1,21,0.015248777624756215,11.223100331820575,0.03793192783132185,17.296959091082762,0.15478201590385554,41.17201623042558
21,24,2.1665170968189376,2,20,0.05779967459762231,20.981281878936898,0.09202026090671873,22.176882878519216,0.27648165342509046,37.87798651923739
22,18,1.8097800588965778,3,12,0.04017083063109565,8.837582738841043,0.08697127199026293,13.480547158490754,0.18070803061802643,13.914518357588035
19,23,1.609447182303861,1,26,0.028135877638830718,18.42899985343412,0.019138699795351995,8.24877961179671,0.2505905942687225,59.38997084168723
16,16,1.9414679887792772,3,28,0.021218707186007667,9.760605305563526,0.050598473109612276,15.12894345977407,0.184534877711891,28.787440923054998
18,24,2.4422525598128066,3,13,0.05981646091996001,15.073748151829923,0.054764472476536416,9.255195848534655,0.26348435413482046,23.713591872133843
21,17,1.6113015106066992,2,12,0.013224515604867279,4.126048868718591,0.0621018532451506,13.786611420423434,0.27640951754382204,32.063504035083355
19,21,2.495083047790647,3,27,0.026158474530118166,9.809427948794312,0.06920393677564474,16.747352699706028,0.19584197127453234,24.676088380591075
19,20,1.7512985614222538,3,26,0.006485646185762794,2.620201059048169,0.07042149626075991,17.957481546493778,0.17318697459991414,21.994745774189095
15,19,2.0687044614842383,2,19,0.02286470637099105,10.517764930655883,0.11456482662873774,34.140318335363844,0.20801772983028655,36.81913817996072
21,21,2.4939962523726003,2,26,0.056229615658164915,23.67266819208743,0.09153599085654879,24.440109558698527,0.2968531371306991,45.71538311812766
21,24,2.1878863734403624,2,22,0.06330587765181032,24.246151140643356,0.08724936752355748,21.725092513365812,0.2744548074384917,40.34485669345828
17,16,2.1146936559844303,1,25,0.01976338615493017,14.486562051563814,0.025676691220742037,11.991014800086532,0.18244734024456574,47.801203144076226
16,24,1.8587588569797777,3,22,0.022729624761831435,8.70544628378144,0.03355523732763435,8.321698857253319,0.18448942727595888,23.430157264046777
19,15,2.257203271130693,2,15,0.0721994856639805,26.641610210008807,0.06337849419246246,15.97138053650054,0.24141563377034025,33.315357460306956
19,18,1.9732696979782642,3,17,0.035342260866720904,10.9914431295502,0.09851049416124821,20.490182785539627,0.15960609849214807,16.758640341675548
25,23,1.740140196328171,3,27,0.03155333257265137,10.254833086111695,0.034177600339829035,7.45071687408273,0.13960118285545914,15.774933662666884
19,19,1.8432706656878266,3,18,0.037053710049792125,12.116563186282026,0.08815613998731739,18.95357009727324,0.18824035915662954,20.51819914807262
18,23,1.646025324882975,1,16,0.010685557629155944,5.866371138406613,0.02646228142909489,9.63227044019054,0.2677205977732497,54.34728134796969
16,25,1.7421640771069438,3,15,0.0332875302030716,10.618722134779839,0.052988211119042915,10.756606857165712,0.17986987752862776,19.785686528149053
23,20,2.167735528334989,3,20,0.03563444458731716,10.120182262798075,0.06917157975408905,13.419286472293276,0.156646318352485,16.29121710865844
19,20,2.369824191291845,1,14,-0.006006006449853926,-2.942943160428424,0.02351859139857093,7.714097978731266,0.19473026440933158,37.77767129541033
25,19,2.4935357064024037,2,19,0.05753114296219396,18.122310033091097,0.07927338930437716,17.836512593484862,0.2768390499222291,34.328042190356406
16,23,1.7910592148693807,2,26,0.061935676432833285,30.90590253998381,0.0668947689973668,21.27253654116264,0.2612147839397282,49.630808948548356
