bucket_min,n_buckets,alpha,delta,eps_b,eps_s,mu,PIN,mu_over_eps
30,9790,0.2607763023493361,0.5209557383470427,14.987149371286444,14.318502141771452,0.9931945783443832,0.008760515761136659,0.03389088885813849
60,5263,0.2646779403382101,0.5104091888011486,27.795090439276485,26.59250645994832,1.478971302548922,0.007146000024305794,0.02719317246704831
90,3764,0.2502656748140276,0.5201698513800425,38.87987243090007,37.12331679659816,1.75709389246679,0.0057525305674813315,0.02311868633837627
