k,fitted,alpha,eps_b,eps_s,mu,PIN,mu_over_eps
0.75,735,0.40075103000950235,178.118622768747,174.6694327888252,26.709188506119908,0.02955336930429172,0.07594131003891759
1.0,735,0.27498104065392914,181.75964039879844,177.95164936671785,18.55966868597179,0.014179248585288158,0.05194012960015916
1.5,686,0.11119367031870056,187.05304406599058,182.954444509311,9.07458944625192,0.0027399987203564472,0.024596350002633115
