n,fill,win,pf,usd,per_sig,stop_share,tgt_share,flat_share,side,lim,stop,tp,expiry,base
2983,0.39805177475313586,0.3902111967817633,0.8539678181287477,-6.626605351200741,-2.637732020634082,0.5879986590680523,0.3654039557492457,0.04659738518270198,-1,0.5,1.5,1.5,1,0.4
2677,0.6360180565454977,0.38961524094135225,0.8620188577279796,-6.232091201845872,-3.9637225344123066,0.5857302951064625,0.3597310422114307,0.05453866268210684,-1,0.5,1.5,1.5,3,0.4
4203,0.40220095693779906,0.6557221032595765,0.8529723336269582,-4.888684924217823,-1.9662337546878,0.3309540804187485,0.6531049250535332,0.015940994527718296,-1,0.5,2.0,0.5,1,0.6666666666666666
3613,0.6266042317030871,0.6523664544699695,0.8398494894247327,-5.361648513391084,-3.3596316473954193,0.33379463050096875,0.648214779961251,0.01799058953778024,-1,0.5,2.0,0.5,3,0.6666666666666666
3194,0.3974119696404131,0.5538509705698184,0.854878267235183,-6.2382441041996,-2.4791528765476576,0.4204758922980589,0.5457107075767064,0.033813400125234816,-1,0.5,2.0,0.75,1,0.5714285714285714
2864,0.6304204270305965,0.55481843575419,0.8669391666213104,-5.71168519387169,-3.6007630189849262,0.41829608938547486,0.5432960893854749,0.03840782122905028,-1,0.5,2.0,0.75,3,0.5714285714285714
2624,0.39625490788281487,0.4763719512195122,0.856153323361094,-7.179216315157308,-2.8447996996334606,0.4836128048780488,0.4535060975609756,0.06288109756097561,-1,0.5,2.0,1.0,1,0.5
2392,0.6288117770767613,0.48118729096989965,0.863776074268894,-6.7618686674135,-4.251942653115955,0.479933110367893,0.4519230769230769,0.0681438127090301,-1,0.5,2.0,1.0,3,0.5
2036,0.4104838709677419,0.40029469548133595,0.8896375023079033,-6.243735607748197,-2.5629527615676064,0.5422396856581533,0.33546168958742634,0.12229862475442044,-1,0.5,2.0,1.5,1,0.4
1914,0.6386386386386387,0.39707419017763845,0.8672396744174958,-7.542774083771382,-4.817106972418561,0.542319749216301,0.322884012539185,0.13479623824451412,-1,0.5,2.0,1.5,3,0.4
2421,0.40785040431266845,0.6365138372573317,0.875608194521589,-6.025259817162237,-2.457404652518493,0.2940933498554316,0.6179264766625362,0.08798017348203221,-1,0.5,3.0,0.5,1,0.6666666666666666
2218,0.6338953986853386,0.6311992786293958,0.8693126451455402,-6.362526069144028,-4.033175999245914,0.2944093778178539,0.6100090171325518,0.09558160504959423,-1,0.5,3.0,0.5,3,0.6666666666666666
1842,0.41439820022497187,0.5336590662323561,0.8811307392987087,-7.101677087014642,-2.9429222034377887,0.36102062975027144,0.48751357220412594,0.15146579804560262,-1,0.5,3.0,0.75,1,0.5714285714285714
1758,0.6434846266471449,0.5318543799772468,0.8662800804772074,-7.995810150446553,-5.145180909401552,0.363481228668942,0.4800910125142207,0.15642775881683732,-1,0.5,3.0,0.75,3,0.5714285714285714
1586,0.42451820128479656,0.4798234552332913,0.8987005838960334,-6.670467764407236,-2.831734977074378,0.39596469104665827,0.39407313997477933,0.20996216897856243,-1,0.5,3.0,1.0,1,0.5
1502,0.6504980511043742,0.47270306258322237,0.8899164200391312,-7.2203453166381335,-4.696820556773702,0.3914780292942743,0.3881491344873502,0.2203728362183755,-1,0.5,3.0,1.0,3,0.5
1294,0.4346657709103124,0.4088098918083462,0.8737069949093457,-9.094901708687042,-3.9532424625599707,0.44590417310664604,0.2642967542503864,0.28979907264296756,-1,0.5,3.0,1.5,1,0.4
1264,0.6684294024325753,0.41218354430379744,0.8835245308289866,-8.34211215508312,-5.576113042847733,0.4430379746835443,0.2602848101265823,0.29667721518987344,-1,0.5,3.0,1.5,3,0.4
5152,0.2092097782831154,0.6434394409937888,0.6878663103174874,-5.495790628601111,-1.149773138900062,0.3548136645962733,0.6451863354037267,0.0,-1,0.75,1.0,0.5,1,0.6666666666666666
4481,0.46119802387813913,0.6400357063155545,0.6761605569809356,-5.8283228831419045,-2.688010996228785,0.3586253068511493,0.6413746931488506,0.0,-1,0.75,1.0,0.5,3,0.6666666666666666
4657,0.2085815380481032,0.5589435258750268,0.7599907315527831,-5.286088991876632,-1.1025805721847752,0.44041228258535536,0.5591582563882328,0.00042946102641185313,-1,0.75,1.0,0.75,1,0.5714285714285714
4115,0.4565120923008653,0.5428918590522479,0.7107405531455963,-6.684940085400888,-3.051755985292285,0.456865127582017,0.5426488456865127,0.0004860267314702309,-1,0.75,1.0,0.75,3,0.5714285714285714
4249,0.20761262581843057,0.4895269475170628,0.7926829049883108,-5.30757060765773,-1.1019186705725443,0.5097670040009414,0.48905624852906565,0.0011767474699929394,-1,0.75,1.0,1.0,1,0.5
3852,0.45802615933412605,0.48052959501557635,0.7639325956808457,-6.228387274923632,-2.8527643023788145,0.5184319833852544,0.47949117341640707,0.0020768431983385254,-1,0.75,1.0,1.0,3,0.5
3648,0.20586907449209932,0.38596491228070173,0.8145438707521747,-5.740852169431704,-1.1818639229168655,0.6118421052631579,0.3843201754385965,0.003837719298245614,-1,0.75,1.0,1.5,1,0.4
3410,0.46256104177970697,0.39413489736070384,0.8380094852355626,-4.993267695114466,-2.3096911069371036,0.6026392961876833,0.39090909090909093,0.0064516129032258064,-1,0.75,1.0,1.5,3,0.4
4041,0.2079987646695491,0.6490967582281614,0.7733500934450234,-5.780298682023955,-1.2022949852820053,0.34743875278396436,0.6488492947290274,0.003711952487008166,-1,0.75,1.5,0.5,1,0.6666666666666666
3613,0.454351106639839,0.6460005535566011,0.7619541370748805,-6.195670557100787,-2.8150097739946105,0.3495709936340991,0.6462773318571824,0.004151674508718516,-1,0.75,1.5,0.5,3,0.6666666666666666
3431,0.20591765694394432,0.5502768872048965,0.8067881568438806,-6.314575046868166,-1.30028249824779,0.44214514718740894,0.5482366656951326,0.009618187117458467,-1,0.75,1.5,0.75,1,0.5714285714285714
3179,0.45813517797953596,0.5548914753067002,0.8296645132133418,-5.5538320315675485,-2.544405826250647,0.43692985215476565,0.5523749606794589,0.0106951871657754,-1,0.75,1.5,0.75,3,0.5714285714285714
2995,0.206680008281002,0.48046744574290484,0.835500808543999,-6.213352378304511,-1.2841757210007598,0.508848080133556,0.4741235392320534,0.01702838063439065,-1,0.75,1.5,1.0,1,0.5
2820,0.45950790288414534,0.4868794326241135,0.8655014768325001,-5.032804908140564,-2.3126136289647046,0.498936170212766,0.4794326241134752,0.021631205673758865,-1,0.75,1.5,1.0,3,0.5
2452,0.20934004951763,0.3870309951060359,0.846697585522628,-6.7919511348519395,-1.4218273868912281,0.5921696574225123,0.3576672104404568,0.050163132137031,-1,0.75,1.5,1.5,1,0.4
2313,0.46343418152674815,0.38780804150453957,0.848285592653187,-6.764102559437311,-3.1347163333958123,0.5875486381322957,0.35624729788153914,0.056204063986165155,-1,0.75,1.5,1.5,3,0.4
3159,0.20870771670190275,0.638809749920861,0.7906398772280395,-7.148884351172247,-1.4920273298991231,0.34599556821779043,0.6362773029439696,0.017727128838239948,-1,0.75,2.0,0.5,1,0.6666666666666666
2899,0.4573276542041331,0.6440151776474646,0.8043175082826314,-6.694752867621544,-3.061695624425754,0.34046222835460505,0.6398758192480165,0.019661952397378408,-1,0.75,2.0,0.5,3,0.6666666666666666
2555,0.20913481214700827,0.5452054794520548,0.8358657084989783,-7.055005861483618,-1.4754473255374188,0.42857142857142855,0.5365949119373777,0.034833659491193734,-1,0.75,2.0,0.75,1,0.5714285714285714
2438,0.4634099980992207,0.5488105004101723,0.8522114463043742,-6.325442155727727,-2.9312731373625165,0.4191960623461854,0.5373256767842494,0.043478260869565216,-1,0.75,2.0,0.75,3,0.5714285714285714
2175,0.20965876229034125,0.4685057471264368,0.8286572203786111,-8.516092565280001,-1.7854734267865822,0.4928735632183908,0.4473563218390805,0.059770114942528735,-1,0.75,2.0,1.0,1,0.5
2117,0.4708629893238434,0.4841757203589986,0.8788322863791854,-5.876749325413046,-2.767143754870867,0.4718941898913557,0.4581955597543694,0.06991025035427492,-1,0.75,2.0,1.0,3,0.5
1765,0.21231805605677853,0.3886685552407932,0.8513587023767112,-8.38744963211976,-1.7808070011658097,0.5524079320113314,0.3274787535410765,0.12011331444759207,-1,0.75,2.0,1.5,1,0.4
1726,0.47719104230024884,0.3951332560834299,0.8792941138749386,-6.729023662183144,-3.2110298150202117,0.5405561993047509,0.32560834298957125,0.13383545770567787,-1,0.75,2.0,1.5,3,0.4
2064,0.2172174279099137,0.6288759689922481,0.8678407698368168,-6.338951025201837,-1.3769306373412535,0.29844961240310075,0.6138565891472868,0.0876937984496124,-1,0.75,3.0,0.5,1,0.6666666666666666
1934,0.4664737095996141,0.6230610134436402,0.853876660029326,-7.146750507134466,-3.3337712206459376,0.3014477766287487,0.6018614270941055,0.09669079627714582,-1,0.75,3.0,0.5,3,0.6666666666666666
1642,0.21754107048224694,0.5341047503045067,0.8733533175040468,-7.5043630732691655,-1.632507176246419,0.36662606577344703,0.4853836784409257,0.14799025578562727,-1,0.75,3.0,0.75,1,0.5714285714285714
1565,0.4762629336579428,0.5354632587859425,0.8668875439588902,-7.902983984337443,-3.763898337032288,0.3610223642172524,0.4805111821086262,0.1584664536741214,-1,0.75,3.0,0.75,3,0.5714285714285714
1420,0.22190967338646664,0.47746478873239434,0.8755757202160752,-8.145275320812845,-1.8075153860844255,0.4063380281690141,0.3901408450704225,0.2035211267605634,-1,0.75,3.0,1.0,1,0.5
1379,0.47765846899896086,0.48368382886149386,0.9072634764759648,-5.9929640226570555,-2.862590019828223,0.3966642494561276,0.39158810732414795,0.21174764321972445,-1,0.75,3.0,1.0,3,0.5
1183,0.2342110473173629,0.4184277261200338,0.8816511383726977,-8.329494374965863,-1.9508596011848378,0.44885883347421807,0.2485207100591716,0.3026204564666103,-1,0.75,3.0,1.5,1,0.4
1156,0.4826722338204593,0.41695501730103807,0.8681093864980065,-9.268815556389644,-4.473799909472413,0.43858131487889274,0.24826989619377163,0.31314878892733566,-1,0.75,3.0,1.5,3,0.4
2828,0.1004368363106865,0.6308345120226309,0.634592656306175,-6.55620200190186,-0.6584841872848123,0.36775106082036774,0.6322489391796322,0.0,-1,1.0,1.0,0.5,1,0.6666666666666666
3208,0.3228338532756365,0.6271820448877805,0.641703269098207,-6.5400478152997445,-2.1113488368201248,0.3706359102244389,0.6290523690773068,0.0003117206982543641,-1,1.0,1.0,0.5,3,0.6666666666666666
2687,0.10023501324280971,0.550055824339412,0.7169326267409781,-6.21975640558584,-0.6234373656809472,0.4495720133978415,0.550055824339412,0.0003721622627465575,-1,1.0,1.0,0.75,1,0.5714285714285714
3080,0.3265479219677693,0.5487012987012987,0.7350467927880876,-5.9136646151660175,-1.9310948912967911,0.45097402597402597,0.5483766233766234,0.0006493506493506494,-1,1.0,1.0,0.75,3,0.5714285714285714
2554,0.09999608472651815,0.4913860610806578,0.788387491736916,-5.247786447706756,-0.5247580982515584,0.5082223962411903,0.4913860610806578,0.00039154267815191856,-1,1.0,1.0,1.0,1,0.5
2895,0.32462435523660016,0.475993091537133,0.7652850105918549,-6.07935034778301,-1.9735051869064604,0.5226252158894646,0.4753022452504318,0.002072538860103627,-1,1.0,1.0,1.0,3,0.5
2319,0.09940843621399177,0.38896075894782234,0.8114660107150931,-5.610057417530931,-0.557687034947455,0.6080206985769728,0.3872358775334196,0.004743423889607589,-1,1.0,1.0,1.5,1,0.4
2612,0.3247140726006962,0.37710566615620217,0.7902079689947764,-6.482428637018755,-2.10493580306974,0.6190658499234303,0.37480857580398164,0.006125574272588055,-1,1.0,1.0,1.5,3,0.4
2467,0.1003008619287689,0.6384272395622214,0.7133018826066007,-7.372501122806873,-0.7394682171883459,0.36035670855289825,0.6380218889339279,0.0016214025131738954,-1,1.0,1.5,0.5,1,0.6666666666666666
2802,0.32714535901926445,0.645610278372591,0.7552397656320017,-6.245907552403653,-2.0433196686322286,0.3511777301927195,0.6445396145610278,0.004282655246252677,-1,1.0,1.5,0.5,3,0.6666666666666666
2239,0.10009387992310788,0.5515855292541313,0.782506489717492,-6.943241993041803,-0.6949760303286064,0.4452880750334971,0.5502456453774006,0.0044662795891022775,-1,1.0,1.5,0.75,1,0.5714285714285714
2488,0.32797258107039284,0.5502411575562701,0.8091944391928668,-6.189899448425919,-2.0301172986664495,0.44212218649517687,0.547427652733119,0.01045016077170418,-1,1.0,1.5,0.75,3,0.5714285714285714
2055,0.10043006548724465,0.4793187347931874,0.7977566853754402,-7.504296230025781,-0.7536569618171722,0.5124087591240876,0.4734793187347932,0.014111922141119221,-1,1.0,1.5,1.0,1,0.5
2233,0.31890888317623534,0.4702194357366771,0.8055050261243236,-7.37064697763062,-2.350564795922476,0.5172413793103449,0.46484549932825797,0.017913121361397222,-1,1.0,1.5,1.0,3,0.5
1781,0.10054194422490685,0.3722627737226277,0.7834262776292268,-9.616798031115614,-0.9668915712666202,0.6069623806850084,0.3486805165637282,0.04435710275126333,-1,1.0,1.5,1.5,1,0.4
1947,0.3294973768827213,0.3908577298407807,0.8572908573319803,-6.241158804419522,-2.056445454764733,0.5896250642013354,0.3626091422701592,0.04776579352850539,-1,1.0,1.5,1.5,3,0.4
2133,0.10112359550561797,0.6507266760431317,0.8014759407973285,-6.392937750310272,-0.6464768511549712,0.336615096108767,0.6488513830285982,0.014533520862634786,-1,1.0,2.0,0.5,1,0.6666666666666666
2320,0.3286584502054115,0.6422413793103449,0.7926120031985935,-6.9660499946407075,-2.2894511952920302,0.3396551724137931,0.6370689655172413,0.02327586206896552,-1,1.0,2.0,0.5,3,0.6666666666666666
1861,0.10148325880684916,0.5502418054809243,0.8136786268355833,-7.691279079256687,-0.7805360653559109,0.4228909188608275,0.53788285867813,0.03922622246104245,-1,1.0,2.0,0.75,1,0.5714285714285714
1994,0.3239116309291748,0.5471414242728184,0.831960912197667,-7.048824307420687,-2.2831961775498457,0.4192577733199599,0.5351053159478435,0.04563691073219659,-1,1.0,2.0,0.75,3,0.5714285714285714
1654,0.1001089456482266,0.4727932285368803,0.8021795136955381,-9.565783378265706,-0.9576204882975111,0.4909310761789601,0.44619105199516323,0.06287787182587666,-1,1.0,2.0,1.0,1,0.5
1792,0.3336436417799292,0.47879464285714285,0.8319312859127467,-8.103820143382318,-2.703788064967625,0.47488839285714285,0.45033482142857145,0.07477678571428571,-1,1.0,2.0,1.0,3,0.5
1408,0.1033167009098914,0.39204545454545453,0.8075236326231957,-10.641958911457778,-1.0994920859504367,0.5568181818181818,0.3224431818181818,0.12073863636363637,-1,1.0,2.0,1.5,1,0.4
1516,0.33998654406817674,0.3944591029023747,0.8189847241686187,-10.013836343450835,-3.404569611274157,0.5369393139841688,0.3133245382585752,0.14973614775725594,-1,1.0,2.0,1.5,3,0.4
1575,0.10225944682508765,0.6222222222222222,0.8206463823910118,-8.480345522609568,-0.8671954420276632,0.3047619047619048,0.606984126984127,0.08825396825396825,-1,1.0,3.0,0.5,1,0.6666666666666666
1649,0.3271176353898036,0.6124924196482717,0.810125225784005,-9.319129896407471,-3.0484517356032375,0.30563978168587025,0.5924802910855064,0.10187992722862341,-1,1.0,3.0,0.5,3,0.6666666666666666
1317,0.10310004697040864,0.5315110098709187,0.8410234848930067,-9.21615362162849,-0.950185871276399,0.36674259681093396,0.48367501898253606,0.14958238420653,-1,1.0,3.0,0.75,1,0.5714285714285714
1390,0.3359110681488642,0.5316546762589928,0.8361056192877805,-9.689417764848363,-3.2547826711307937,0.36330935251798563,0.4762589928057554,0.160431654676259,-1,1.0,3.0,0.75,3,0.5714285714285714
1175,0.10448159345545083,0.47319148936170213,0.8375591419761373,-10.473897143688479,-1.0943294632610672,0.4076595744680851,0.38553191489361704,0.20680851063829786,-1,1.0,3.0,1.0,1,0.5
1234,0.33569096844396085,0.473257698541329,0.8275778264907334,-11.330340579291539,-3.8034930018622846,0.40842787682333875,0.3727714748784441,0.2188006482982172,-1,1.0,3.0,1.0,3,0.5
1022,0.10753367003367004,0.4070450097847358,0.8139729992898428,-13.41773543591847,-1.4428583349651385,0.4628180039138943,0.2446183953033268,0.2925636007827789,-1,1.0,3.0,1.5,1,0.4
1058,0.3412903225806452,0.40926275992438566,0.829069808818122,-12.137035133712065,-4.142252635957214,0.45274102079395084,0.2438563327032136,0.30340264650283555,-1,1.0,3.0,1.5,3,0.4
650,0.020577434468785613,0.6230769230769231,0.6166590578776847,-6.642739182938373,-0.13669053023014885,0.37384615384615383,0.6261538461538462,0.0,-1,1.5,1.0,0.5,1,0.6666666666666666
1536,0.1474229772530953,0.6171875,0.5935511970175765,-7.489569377874671,-1.1041346160298968,0.380859375,0.619140625,0.0,-1,1.5,1.0,0.5,3,0.6666666666666666
641,0.020516595717440706,0.5429017160686428,0.7066690924585064,-6.1782531908261245,-0.12675672295616763,0.45553822152886114,0.5429017160686428,0.0015600624024961,-1,1.5,1.0,0.75,1,0.5714285714285714
1507,0.14869264923532313,0.53085600530856,0.6671021990090075,-7.4860052191828,-1.1131139482297465,0.4678168546781685,0.5315195753151958,0.0006635700066357001,-1,1.5,1.0,0.75,3,0.5714285714285714
635,0.020544842759156204,0.47874015748031495,0.754582961124222,-5.906908061658218,-0.12135649731956025,0.5196850393700787,0.47874015748031495,0.0015748031496062992,-1,1.5,1.0,1.0,1,0.5
1458,0.14709443099273609,0.4718792866941015,0.7149652869290494,-7.279630305108271,-1.0707930775673788,0.5267489711934157,0.4711934156378601,0.00205761316872428,-1,1.5,1.0,1.0,3,0.5
629,0.02073580800421969,0.3751987281399046,0.7518114749046334,-7.202620749089884,-0.14935216098033682,0.6216216216216216,0.37201907790143085,0.006359300476947536,-1,1.5,1.0,1.5,1,0.4
1376,0.14583995760466348,0.375,0.7139292449485561,-8.70863176957809,-1.2700664880698942,0.622093023255814,0.3699127906976744,0.007994186046511628,-1,1.5,1.0,1.5,3,0.4
631,0.0205216599453623,0.6323296354992076,0.7043155308774632,-7.241156209473228,-0.14860054534205824,0.36450079239302696,0.6323296354992076,0.003169572107765452,-1,1.5,1.5,0.5,1,0.6666666666666666
1430,0.1485097102502856,0.6139860139860139,0.6574882425182367,-9.159080571734593,-1.3602124018673245,0.3804195804195804,0.6146853146853147,0.0048951048951048955,-1,1.5,1.5,0.5,3,0.6666666666666666
618,0.02053497258680844,0.5533980582524272,0.7855238299805819,-6.442677364697226,-0.1323002030697088,0.44336569579288027,0.551779935275081,0.0048543689320388345,-1,1.5,1.5,0.75,1,0.5714285714285714
1372,0.15080237414816444,0.5517492711370262,0.7583400299047467,-7.673352523795817,-1.1571597782642187,0.44169096209912534,0.5473760932944607,0.010932944606413994,-1,1.5,1.5,0.75,3,0.5714285714285714
612,0.02078239608801956,0.477124183006536,0.7820918063960273,-7.649220586313552,-0.15896913198940144,0.5130718954248366,0.47058823529411764,0.016339869281045753,-1,1.5,1.5,1.0,1,0.5
1282,0.1475938291503569,0.47269890795631825,0.7477804714073152,-9.364593347865894,-1.3821561906474875,0.5124804992199687,0.4656786271450858,0.0218408736349454,-1,1.5,1.5,1.0,3,0.5
589,0.02077015304323295,0.38200339558573854,0.7625581765505853,-9.975063883256205,-0.20718360347125697,0.6078098471986417,0.35823429541595925,0.03395585738539898,-1,1.5,1.5,1.5,1,0.4
1193,0.14914364295536942,0.3964794635373009,0.8442187247919077,-6.559102318732937,-0.9782484143328409,0.5834031852472757,0.3696563285834032,0.04694048616932104,-1,1.5,1.5,1.5,3,0.4
610,0.02052420847212409,0.6508196721311476,0.8255727007948618,-5.228632420715886,-0.10731354182687967,0.3442622950819672,0.6508196721311476,0.004918032786885246,-1,1.5,2.0,0.5,1,0.6666666666666666
1301,0.1494886820636562,0.6364335126825519,0.7640874942129917,-7.791013023889028,-1.1646682688819516,0.34973097617217525,0.6325903151421983,0.017678708685626442,-1,1.5,2.0,0.5,3,0.6666666666666666
593,0.020742969077934797,0.5497470489038786,0.8377292086064908,-6.1864225557000605,-0.12832477177592472,0.433389544688027,0.5396290050590219,0.026981450252951095,-1,1.5,2.0,0.75,1,0.5714285714285714
1183,0.14657415437987859,0.5291631445477599,0.7620878743015345,-9.999444649022925,-1.465660143698937,0.43871513102282333,0.5190194420963652,0.042265426880811495,-1,1.5,2.0,0.75,3,0.5714285714285714
575,0.020699089240073437,0.4956521739130435,0.8617474223708413,-5.991280543735876,-0.1240140506371046,0.4852173913043478,0.4643478260869565,0.050434782608695654,-1,1.5,2.0,1.0,1,0.5
1122,0.15036183328866257,0.46702317290552586,0.7767179813585269,-10.571794166367688,-1.5895943520054336,0.4893048128342246,0.4304812834224599,0.08021390374331551,-1,1.5,2.0,1.0,3,0.5
545,0.020750837648492233,0.4055045871559633,0.8512116668419055,-7.509802796184919,-0.15583469859582627,0.5577981651376147,0.3357798165137615,0.10642201834862386,-1,1.5,2.0,1.5,1,0.4
1033,0.1522476050110538,0.3910939012584705,0.7829882546899201,-11.781175437833364,-1.7936557446251828,0.5546950629235237,0.3165537270087125,0.1287512100677638,-1,1.5,2.0,1.5,3,0.4
568,0.020788346814039453,0.6285211267605634,0.8630176871755981,-5.7359440800219765,-0.11924079484143332,0.3045774647887324,0.6126760563380281,0.08274647887323944,-1,1.5,3.0,0.5,1,0.6666666666666666
1064,0.14597338455206477,0.6118421052631579,0.7635527555473375,-11.376990578868018,-1.660737820814319,0.31390977443609025,0.5921052631578947,0.09398496240601503,-1,1.5,3.0,0.5,3,0.6666666666666666
534,0.02077659326122481,0.5393258426966292,0.8575178702706853,-7.405651816204847,-0.15386421561953886,0.3707865168539326,0.4850187265917603,0.1441947565543071,-1,1.5,3.0,0.75,1,0.5714285714285714
983,0.15014510462807393,0.5381485249237029,0.8565831451896206,-7.9610116259017385,-1.1953069235163294,0.3540183112919634,0.4832146490335707,0.16276703967446593,-1,1.5,3.0,0.75,3,0.5714285714285714
513,0.020891875381795967,0.47368421052631576,0.8502756508159094,-8.66814474680513,-0.18109379984162213,0.41130604288499023,0.38596491228070173,0.20272904483430798,-1,1.5,3.0,1.0,1,0.5
902,0.15251944538383497,0.4678492239467849,0.8403096634067785,-9.946871915754368,-1.5170913878949004,0.3924611973392461,0.37915742793791574,0.22838137472283815,-1,1.5,3.0,1.0,3,0.5
488,0.02111000562356707,0.39139344262295084,0.7658239310132721,-15.224302073949573,-0.3213851023959593,0.4672131147540984,0.20491803278688525,0.32786885245901637,-1,1.5,3.0,1.5,1,0.4
819,0.15334207077326342,0.41025641025641024,0.8035207265025291,-13.611481969299334,-2.0872128314652976,0.4444444444444444,0.24053724053724054,0.315018315018315,-1,1.5,3.0,1.5,3,0.4
