n,win,pf,R,pts,sharpe,stop_share,flat_share,chan_share,tgt_share,level,side,window,flat,N,adx,gate,ema,atrx,stop,exN,tp
253,0.48221343873517786,0.9702109236888505,-0.0034198048944769376,-0.09598236627331465,-0.12003458105865879,0.2845849802371542,0.383399209486166,0.015810276679841896,0.31620553359683795,RTH 09:30-16:00,1,08:00-12:00,12:00,20,0,False,2.0,1.1,2.5,10,1.0
228,0.4342105263157895,1.013478723001547,0.01768388615030815,0.047616161498730866,0.04551847881062165,0.3508771929824561,0.6491228070175439,0.0,0.0,RTH 09:30-16:00,1,08:00-12:00,12:00,20,0,False,2.0,1.1,2.5,20,0.0
253,0.48221343873517786,0.9709362879931127,-0.002747242338849783,-0.09357523451640658,-0.11692565675258355,0.2885375494071146,0.3952569169960474,0.0,0.31620553359683795,RTH 09:30-16:00,1,08:00-12:00,12:00,20,0,False,2.0,1.1,2.5,20,1.0
225,0.4577777777777778,1.0062305646468903,0.003649238185186109,0.02317497649158213,0.02069529911354617,0.2,0.7244444444444444,0.07555555555555556,0.0,RTH 09:30-16:00,1,08:00-12:00,12:00,20,0,False,2.0,1.1,3.5,10,0.0
238,0.47478991596638653,1.003956983557316,-0.009120658171007465,0.013686659345987645,0.014248832047588927,0.17647058823529413,0.5714285714285714,0.06722689075630252,0.18487394957983194,RTH 09:30-16:00,1,08:00-12:00,12:00,20,0,False,2.0,1.1,3.5,10,1.0
225,0.4577777777777778,0.9988990211733187,-7.869873114481705e-05,-0.004125216823531445,-0.0036725222605066077,0.2222222222222222,0.76,0.017777777777777778,0.0,RTH 09:30-16:00,1,08:00-12:00,12:00,20,0,False,2.0,1.1,3.5,20,0.0
238,0.47478991596638653,1.001047202960928,-0.010663877216779237,0.003632658917627323,0.0037732323671137427,0.19327731092436976,0.6050420168067226,0.01680672268907563,0.18487394957983194,RTH 09:30-16:00,1,08:00-12:00,12:00,20,0,False,2.0,1.1,3.5,20,1.0
229,0.37554585152838427,0.9666074575792875,-0.022221347745824314,-0.09851725247332133,-0.11462955605454965,0.49344978165938863,0.5021834061135371,0.004366812227074236,0.0,RTH 09:30-16:00,1,08:00-12:00,12:00,20,0,True,0.0,0.0,1.5,10,0.0
269,0.48698884758364314,0.8894735100959513,-0.048364163293296965,-0.27593732953729416,-0.5125825960930651,0.3828996282527881,0.23048327137546468,0.0,0.38661710037174724,RTH 09:30-16:00,1,08:00-12:00,12:00,20,0,True,0.0,0.0,1.5,10,1.0
229,0.37554585152838427,0.9690026651478183,-0.020589119181846346,-0.09122467605410803,-0.1061785635076842,0.49344978165938863,0.5065502183406113,0.0,0.0,RTH 09:30-16:00,1,08:00-12:00,12:00,20,0,True,0.0,0.0,1.5,20,0.0
