n,win,pf,R,pts,sharpe,stop_share,flat_share,chan_share,tgt_share,side,N,adx,gate,stop,exN,tp
280,0.5785714285714286,0.9695843867026517,0.002253406480163806,-0.6874241166304641,-0.14371903827239474,0.38571428571428573,0.04642857142857143,0.010714285714285714,0.5571428571428572,1,55,20,False,1.5,10,0.75
274,0.5182481751824818,1.0113165986513784,0.02096571636375067,0.2870703168070339,0.054321550288139904,0.4343065693430657,0.06569343065693431,0.014598540145985401,0.4854014598540146,1,55,20,False,1.5,10,1.0
219,0.3744292237442922,1.1484951258178895,0.11385426548630725,4.795861229825124,0.5387795989640675,0.5753424657534246,0.4200913242009132,0.0045662100456621,0.0,1,55,20,False,1.5,20,0.0
280,0.5785714285714286,0.9683131485037038,0.001676407038484359,-0.7170956022525301,-0.14955816565971816,0.39285714285714285,0.05,0.0,0.5571428571428572,1,55,20,False,1.5,20,0.75
274,0.5182481751824818,1.009146790684661,0.019926587343306913,0.2325272779503578,0.04389156904601184,0.44525547445255476,0.06934306569343066,0.0,0.4854014598540146,1,55,20,False,1.5,20,1.0
203,0.4827586206896552,1.2122204348642194,0.1110596909964752,7.62875294684287,0.7340018676288167,0.2955665024630542,0.5073891625615764,0.19704433497536947,0.0,1,55,20,False,2.5,10,0.0
250,0.572,1.064346462044798,0.045983648474404934,1.9558860106249771,0.27406127673528263,0.236,0.168,0.104,0.492,1,55,20,False,2.5,10,0.75
235,0.5276595744680851,1.1030044403458277,0.06287341140684985,3.3845130340650718,0.42003775583701675,0.26382978723404255,0.2553191489361702,0.11914893617021277,0.3617021276595745,1,55,20,False,2.5,10,1.0
203,0.4876847290640394,1.1559412066784074,0.10637342300693756,6.145260492171097,0.5545916004508652,0.3842364532019704,0.6009852216748769,0.014778325123152709,0.0,1,55,20,False,2.5,20,0.0
250,0.588,1.0461052402720978,0.045939541844383334,1.4659896064702684,0.19343944778681194,0.3,0.192,0.004,0.504,1,55,20,False,2.5,20,0.75
235,0.548936170212766,1.0955182105836765,0.0660632705182516,3.2780862582773103,0.3835862797777113,0.33191489361702126,0.2851063829787234,0.00851063829787234,0.37446808510638296,1,55,20,False,2.5,20,1.0
156,0.38461538461538464,1.324695510752941,0.1564773992285704,9.152406033623832,0.8937175767181084,0.5064102564102564,0.40384615384615385,0.08974358974358974,0.0,1,55,20,True,1.5,10,0.0
197,0.5939086294416244,1.1102769924292386,0.033110039662568355,2.177947433795782,0.4197113904643703,0.3604060913705584,0.05583756345177665,0.015228426395939087,0.5685279187817259,1,55,20,True,1.5,10,0.75
191,0.5497382198952879,1.2502414895843363,0.08578123825065011,5.358187319442442,0.8859767242925171,0.39267015706806285,0.07853403141361257,0.020942408376963352,0.5078534031413613,1,55,20,True,1.5,10,1.0
156,0.391025641025641,1.341577749394391,0.1793343678111373,9.83725881415999,0.9383237326504569,0.5512820512820513,0.4423076923076923,0.00641025641025641,0.0,1,55,20,True,1.5,20,0.0
197,0.5939086294416244,1.1079112166805332,0.03228993893327776,2.1357747638760944,0.4098644121758105,0.37055837563451777,0.06091370558375635,0.0,0.5685279187817259,1,55,20,True,1.5,20,0.75
191,0.5497382198952879,1.2456894321717762,0.08429055054592975,5.279942331763232,0.8696130130583152,0.4083769633507853,0.08376963350785341,0.0,0.5078534031413613,1,55,20,True,1.5,20,1.0
145,0.4896551724137931,1.420122095481587,0.13987284114063342,13.249601432938372,1.1131453766883384,0.30344827586206896,0.5448275862068965,0.15172413793103448,0.0,1,55,20,True,2.5,10,0.0
177,0.5819209039548022,1.2106822341846981,0.06384366592821605,5.652781043944308,0.7150491530851382,0.24293785310734464,0.1807909604519774,0.0847457627118644,0.4915254237288136,1,55,20,True,2.5,10,0.75
168,0.5416666666666666,1.2879303742418535,0.0878662805385213,8.069253826184967,0.9104114382858541,0.2619047619047619,0.27976190476190477,0.09523809523809523,0.3630952380952381,1,55,20,True,2.5,10,1.0
145,0.503448275862069,1.4020067986617686,0.14344429583140178,13.540280307146913,1.0917989684044733,0.3724137931034483,0.6068965517241379,0.020689655172413793,0.0,1,55,20,True,2.5,20,0.0
177,0.5988700564971752,1.2225176986308386,0.06683731610540661,6.142988921515443,0.7530137580221232,0.2937853107344633,0.192090395480226,0.005649717514124294,0.5084745762711864,1,55,20,True,2.5,20,0.75
168,0.5595238095238095,1.310127509594648,0.09352470158571234,8.966459796772135,0.975013662506579,0.31547619047619047,0.2916666666666667,0.011904761904761904,0.38095238095238093,1,55,20,True,2.5,20,1.0
163,0.3987730061349693,1.0661041475662634,0.04556420168737342,1.9758780641890015,0.22050828062253866,0.5153374233128835,0.3803680981595092,0.10429447852760736,0.0,1,55,25,False,1.5,10,0.0
200,0.585,1.0191127797894874,0.017077907096811312,0.4187593961387401,0.0741293867995297,0.38,0.045,0.01,0.565,1,55,25,False,1.5,10,0.75
195,0.517948717948718,1.0302000339135835,0.02125153850876637,0.7482621018878343,0.1224628961647741,0.4307692307692308,0.07692307692307693,0.015384615384615385,0.47692307692307695,1,55,25,False,1.5,10,1.0
163,0.3987730061349693,1.0827158279614473,0.07070798514537864,2.5627784642105578,0.2771178058476765,0.558282208588957,0.43558282208588955,0.006134969325153374,0.0,1,55,25,False,1.5,20,0.0
200,0.585,1.0188246977953084,0.01683500211975794,0.41256416721138606,0.07284131348901114,0.385,0.05,0.0,0.565,1,55,25,False,1.5,20,0.75
195,0.517948717948718,1.0285234350064039,0.02037080772239706,0.7078732687697753,0.11551241956740245,0.441025641025641,0.08205128205128205,0.0,0.47692307692307695,1,55,25,False,1.5,20,1.0
151,0.5099337748344371,1.1579145633778432,0.06596508867302601,5.328973373572272,0.4912673481467718,0.2847682119205298,0.5165562913907285,0.1986754966887417,0.0,1,55,25,False,2.5,10,0.0
180,0.5722222222222222,1.0781718759746646,0.037157538054480986,2.3311984191917348,0.2873369006728578,0.24444444444444444,0.17777777777777778,0.1,0.4777777777777778,1,55,25,False,2.5,10,0.75
170,0.5411764705882353,1.1375353090330595,0.056661612460956086,4.318114186953144,0.47875627574152707,0.25882352941176473,0.27058823529411763,0.11764705882352941,0.35294117647058826,1,55,25,False,2.5,10,1.0
151,0.5165562913907285,1.1154151901032496,0.06529995239316327,4.334100853085605,0.36862234273207317,0.37748344370860926,0.6026490066225165,0.019867549668874173,0.0,1,55,25,False,2.5,20,0.0
180,0.5888888888888889,1.0726390131531873,0.038083943569081354,2.261686074907567,0.2611876645640581,0.3055555555555556,0.19444444444444445,0.005555555555555556,0.49444444444444446,1,55,25,False,2.5,20,0.75
170,0.5588235294117647,1.1547788607964506,0.06624616307189768,5.074928285284068,0.5251114627755081,0.3235294117647059,0.29411764705882354,0.011764705882352941,0.37058823529411766,1,55,25,False,2.5,20,1.0
126,0.40476190476190477,1.2158075974888742,0.07675780739110531,5.746299148167627,0.5954199388907734,0.5,0.4126984126984127,0.0873015873015873,0.0,1,55,25,True,1.5,10,0.0
152,0.6052631578947368,1.210073268181892,0.05451287552534893,3.9125049556466505,0.6773735549108424,0.35526315789473684,0.046052631578947366,0.013157894736842105,0.5855263157894737,1,55,25,True,1.5,10,0.75
148,0.5472972972972973,1.2881296323991709,0.08334877466724744,6.005104451669661,0.9112857787007405,0.39864864864864863,0.07432432432432433,0.02027027027027027,0.5067567567567568,1,55,25,True,1.5,10,1.0
126,0.4126984126984127,1.2467324827658317,0.10735585747778477,6.728806718090792,0.6728910291576587,0.5396825396825397,0.4523809523809524,0.007936507936507936,0.0,1,55,25,True,1.5,20,0.0
152,0.6052631578947368,1.2095438714164473,0.0541932637134366,3.9043533386369744,0.6730341555440833,0.3618421052631579,0.05263157894736842,0.0,0.5855263157894737,1,55,25,True,1.5,20,0.75
148,0.5472972972972973,1.284849029516621,0.08218835234736896,5.951889435061408,0.8992372475730955,0.41216216216216217,0.08108108108108109,0.0,0.5067567567567568,1,55,25,True,1.5,20,1.0
117,0.5128205128205128,1.3339662237648697,0.08492006321636317,9.818549168944136,0.8575545536870901,0.28205128205128205,0.5470085470085471,0.17094017094017094,0.0,1,55,25,True,2.5,10,0.0
137,0.5766423357664233,1.2495375989853872,0.058286508819876175,6.431701472938646,0.7526644303911502,0.23357664233576642,0.18248175182481752,0.10218978102189781,0.48175182481751827,1,55,25,True,2.5,10,0.75
131,0.5343511450381679,1.2743051233532374,0.06513556927541511,7.5030786514496635,0.7974070156384807,0.25190839694656486,0.2824427480916031,0.11450381679389313,0.3511450381679389,1,55,25,True,2.5,10,1.0
117,0.5299145299145299,1.335467886583499,0.09477934934247985,10.615531076881984,0.8731101537626903,0.358974358974359,0.6153846153846154,0.02564102564102564,0.0,1,55,25,True,2.5,20,0.0
137,0.5985401459854015,1.276599033291766,0.06388194300442333,7.332492938922054,0.8230043679491891,0.291970802919708,0.19708029197080293,0.0072992700729927005,0.5036496350364964,1,55,25,True,2.5,20,0.75
