ema,atr,osc,dist,vwap,ent1,tf,market,research_n,research_mean,research_net,research_pf,research_sh,research_dd,validation_n,validation_mean,validation_net,validation_pf,validation_sh,validation_dd,test_n,test_mean,test_net,test_pf,test_sh,test_dd
13,10,1,1.5,1.5,630,15,US100,573,0.1563699825480254,89.60000000001855,1.0061181708308022,0.022449135371896998,1459.8999999999933,211,10.089573459715561,2128.8999999999833,1.1783909702611872,0.6716729421607872,1293.7999999999993,170,9.460588235294157,1608.3000000000065,1.1775479113309202,0.627501032593694,2048.7999999999956
13,10,1,1.5,1.5,660,15,US100,620,-1.0537096774193184,-653.2999999999774,0.960855393243617,-0.14649330986423353,2539.79999999999,225,14.305777777777685,3218.7999999999793,1.2652580225141312,0.9909468798642215,1187.3999999999996,191,12.320942408376999,2353.3000000000065,1.2316764621912448,0.8454062120885777,2017.599999999995
13,10,1,1.5,1.5,720,15,US100,639,-0.7281690140844774,-465.2999999999811,0.9727505914872693,-0.1030146170051175,2458.3999999999915,230,14.6721739130434,3374.599999999982,1.2749187366088506,1.032581846231956,1187.3999999999996,199,10.900502512562854,2169.200000000008,1.2057732623770367,0.7734568001456187,2009.599999999995
13,10,1,1.5,1.5,840,15,US100,651,-0.18095238095234492,-117.79999999997654,0.9931105470623339,-0.025994279219221695,2275.2999999999874,233,15.039914163090048,3504.299999999981,1.2846918133738436,1.068893332371129,1187.3999999999996,202,10.38415841584163,2097.6000000000095,1.1960776982183263,0.7454679679314585,2009.599999999995
13,10,1,1.5,2.0,630,15,US100,665,-1.1557894736841934,-768.5999999999885,0.9563986634823212,-0.1758825232382754,1954.899999999987,248,9.024999999999915,2238.199999999979,1.1643644481652,0.668653633685608,1606.699999999997,192,7.66718750000003,1472.1000000000058,1.1440185489551544,0.5477250029389154,1981.9999999999927
13,10,1,1.5,2.0,660,15,US100,764,-3.032198952879553,-2316.5999999999785,0.8926078047785502,-0.46484993005568437,3633.7,284,12.687323943661866,3603.19999999997,1.2397466265669477,1.0168830173661338,1179.699999999999,240,8.629999999999972,2071.1999999999935,1.161318462209483,0.6676723455766601,2600.7999999999884
13,10,1,1.5,2.0,720,15,US100,861,-2.1821138211381967,-1878.7999999999874,0.9212520537839927,-0.3481127529730434,3054.3999999999887,319,12.409404388714643,3958.5999999999713,1.2374784784004107,1.0774145769351473,1502.7999999999993,278,2.393884892086318,665.4999999999964,1.0435140807773031,0.20311585129714196,3206.6999999999825
13,10,1,1.5,2.0,840,15,US100,906,-1.418432671081653,-1285.0999999999776,0.9481033974485829,-0.23000481874385006,2814.8999999999996,348,8.949712643678073,3114.499999999969,1.1724500700431313,0.8279245511949523,1862.1000000000004,299,1.3809364548494911,412.8999999999978,1.025099998784209,0.12335348720364761,3562.3999999999833
13,10,1,1.5,2.5,630,15,US100,693,-1.5792207792207604,-1094.399999999987,0.9404275239645316,-0.2483301697341974,2079.9999999999864,251,9.095617529880398,2282.99999999998,1.16622979467016,0.6800208124410706,1445.199999999997,200,9.34800000000003,1869.6000000000058,1.1777507344482376,0.6793680448807676,1981.9999999999927
13,10,1,1.5,2.5,660,15,US100,813,-3.040467404674017,-2471.899999999976,0.8903721377854463,-0.4925434731477226,3720.999999999978,299,13.309698996655417,3979.5999999999694,1.2559573961756874,1.1163023681607405,1179.699999999999,259,9.654054054054045,2500.399999999998,1.1828606532200265,0.773162339718785,2580.69999999999
13,10,1,1.5,2.5,720,15,US100,965,-1.9339896373056902,-1866.299999999991,0.927217917269512,-0.3417386458331963,3051.599999999992,353,11.95665722379596,4220.699999999973,1.2341814994007707,1.1301226737806993,1869.8999999999996,305,2.4613114754098504,750.7000000000044,1.0449348752573866,0.21705619316900315,3359.299999999981
13,10,1,1.5,2.5,840,15,US100,1093,-0.4906678865507612,-536.299999999982,0.9806937714643653,-0.09488921063897214,2522.499999999999,421,7.473396674584239,3146.2999999999647,1.1450382383176045,0.7777010870519264,2317.600000000002,352,1.5357954545454917,540.6000000000131,1.0284191269240481,0.1525154926581913,3752.199999999979
13,10,1,1.5,3.0,630,15,US100,704,-1.6713068181818007,-1176.5999999999876,0.9368949482705918,-0.2657936085449396,2095.399999999988,253,9.15810276679834,2316.99999999998,1.1686243686593,0.690061137025627,1445.199999999997,202,7.917821782178261,1599.4000000000087,1.1465054502152616,0.5729999987893815,2380.8999999999905
13,10,1,1.5,3.0,660,15,US100,829,-2.8987937273823583,-2403.099999999975,0.8950047405374949,-0.4769397116825697,3598.8999999999987,302,13.331125827814473,4025.999999999971,1.258831849304058,1.1292155763831822,1179.699999999999,263,8.973003802281374,2359.9000000000015,1.1672383247112184,0.7204729754733366,2979.5999999999876
13,10,1,1.5,3.0,720,15,US100,995,-1.7201005025125529,-1711.49999999999,0.9347487933387729,-0.3114640948532363,2826.500000000008,362,12.125414364640813,4389.399999999974,1.2405150684931492,1.1633679076457055,1686.3999999999996,312,1.9246794871795105,600.5000000000073,1.034699750369823,0.17129825325737943,3897.8999999999796
13,10,1,1.5,3.0,840,15,US100,1158,-0.7289291882555993,-844.099999999984,0.9711615989067308,-0.14691143368374504,2896.9000000000024,446,9.236995515694984,4119.6999999999625,1.1857301937234836,1.0019920939735592,1989.2999999999993,371,0.7539083557952091,279.70000000002256,1.0138141193437193,0.07570556650658408,3869.1999999999753
13,10,1,1.5,99.0,630,15,US100,704,-1.6713068181818007,-1176.5999999999876,0.9368949482705918,-0.2657936085449396,2095.399999999988,253,9.15810276679834,2316.99999999998,1.1686243686593,0.690061137025627,1445.199999999997,204,5.925980392156905,1208.9000000000087,1.1069113420296273,0.42895394850127005,2380.8999999999905
13,10,1,1.5,99.0,660,15,US100,829,-2.8987937273823583,-2403.099999999975,0.8950047405374949,-0.4769397116825697,3598.8999999999987,302,13.331125827814473,4025.999999999971,1.258831849304058,1.1292155763831822,1179.699999999999,265,7.431698113207553,1969.4000000000015,1.1358066406923424,0.5969932702166741,2979.5999999999876
13,10,1,1.5,99.0,720,15,US100,1000,-1.9130999999999914,-1913.0999999999913,0.9276190836517728,-0.34585335385614524,2960.8000000000093,362,12.125414364640813,4389.399999999974,1.2405150684931492,1.1633679076457055,1686.3999999999996,314,0.6687898089172206,210.00000000000728,1.011867021547121,0.05954643053049158,3897.8999999999796
13,10,1,1.5,99.0,840,15,US100,1174,-0.8784497444633601,-1031.2999999999847,0.9651650211279743,-0.17839440795176328,3029.300000000002,449,9.6824053452115,4347.399999999963,1.1954133553885415,1.0545641445250902,1989.2999999999993,377,2.389124668435073,900.7000000000226,1.0436203907286703,0.23241250430194793,2957.599999999973
13,10,1,2.0,1.5,630,15,US100,384,3.4000000000000057,1305.6000000000022,1.1305117106670535,0.3614479658686567,1309.2000000000062,149,21.44429530201349,3195.20000000001,1.4324734035353688,1.1877458768010498,649.6000000000004,105,29.329523809523657,3079.599999999984,1.625312189079975,1.4051142601602544,741.0000000000073
13,10,1,2.0,1.5,660,15,US100,401,4.083291770573572,1637.4000000000024,1.162298786773452,0.45112655875096686,1309.2000000000062,155,20.77225806451618,3219.700000000008,1.4260271253721482,1.1904846842160828,589.2000000000007,112,24.93660714285696,2792.8999999999796,1.5356848303508,1.2673910363545928,800.4000000000087
13,10,1,2.0,1.5,720,15,US100,404,4.176485148514861,1687.3000000000038,1.1669073715031855,0.46461460498592005,1309.2000000000062,158,20.66075949367094,3264.4000000000087,1.4300242385920552,1.2059656260198628,579.3999999999996,115,24.165217391304157,2778.999999999978,1.516830946624505,1.2521917604999124,800.4000000000087
13,10,1,2.0,1.5,840,15,US100,404,4.176485148514861,1687.3000000000038,1.1669073715031855,0.46461460498592005,1309.2000000000062,159,21.364779874213895,3397.000000000009,1.447491832648331,1.2521787765399164,579.3999999999996,115,24.165217391304157,2778.999999999978,1.516830946624505,1.2521917604999124,800.4000000000087
13,10,1,2.0,2.0,630,15,US100,468,2.2450854700854754,1050.7000000000025,1.0848317010746267,0.2626092918457612,1363.900000000007,177,14.418644067796654,2552.1000000000076,1.2844357759821687,0.8960226552976279,860.3999999999996,126,24.18412698412683,3047.1999999999807,1.5058264997841981,1.2952925969008837,971.5000000000182
13,10,1,2.0,2.0,660,15,US100,524,0.3374045801526704,176.79999999999927,1.0124085849440632,0.04166528132853912,1729.400000000007,198,12.432828282828314,2461.700000000006,1.2489809954385014,0.8394722130322454,860.3999999999996,149,16.312751677852205,2430.5999999999785,1.3364385078552106,0.9919885369485696,1491.2000000000226
13,10,1,2.0,2.0,720,15,US100,545,1.167155963302753,636.1000000000004,1.04362765942854,0.14756236071550402,1890.5000000000073,203,12.618719211822699,2561.6000000000076,1.258204983469076,0.8727510844091088,860.3999999999996,160,15.346249999999838,2455.399999999974,1.3205859696308917,0.9844190471280804,1491.2000000000226
13,10,1,2.0,2.0,840,15,US100,547,1.4422303473491784,788.9000000000005,1.0541076254098023,0.1825713680076948,1890.5000000000073,204,13.206862745098078,2694.200000000008,1.2715708410612057,0.9161632429890668,860.3999999999996,161,15.499378881987417,2495.399999999974,1.3258085153608077,1.0002884655409932,1491.2000000000226
13,10,1,2.0,2.5,630,15,US100,495,0.974343434343444,482.30000000000473,1.0362781601414124,0.11830913892226207,1505.3000000000065,180,15.13222222222227,2723.8000000000084,1.3015588326469167,0.9523680697946438,860.3999999999996,136,25.172058823529277,3423.3999999999814,1.5341550943984972,1.4082622066334132,730.9000000000196
13,10,1,2.0,2.5,660,15,US100,568,-0.062323943661963185,-35.39999999999509,0.9976954625349918,-0.008132340713378903,1755.2000000000062,218,15.485321100917444,3375.800000000003,1.325268584092114,1.1080848996569932,860.3999999999996,170,17.598235294117533,2991.6999999999807,1.3703744970597302,1.1599852790928622,1054.7000000000226
13,10,1,2.0,2.5,720,15,US100,637,0.9585557299843092,610.6000000000049,1.0362257792754848,0.13010362754276927,2122.5000000000055,235,16.601702127659596,3901.400000000005,1.3621494676456671,1.2767844967431072,860.3999999999996,197,14.602538071065855,2876.6999999999734,1.308146323174973,1.065001845607058,1302.6000000000204
13,10,1,2.0,2.5,840,15,US100,656,1.62423780487806,1065.5000000000073,1.061797133726562,0.2235257581209352,2044.2000000000044,242,13.499173553719027,3266.8000000000047,1.2754004383746422,0.9932665354038065,899.7999999999993,210,13.939047619047527,2927.1999999999807,1.2971595638844302,1.0679963033250326,1224.200000000019
