ema,atr,osc,dist,vwap,ent1,tf,market,research_n,research_mean,research_net,research_pf,research_sh,research_dd,locked_n,locked_mean,locked_net,locked_pf,locked_sh,locked_dd
13,10,1,2.5,3.0,840,5,NQ,161,10.418198757762811,1677.3299999998126,1.2358762266103496,0.7517143553643552,1227.1600000000326,89,57.67325842696513,5132.919999999896,2.200522971206144,2.6420924643578636,888.2300000000105
13,10,1,2.5,99.0,630,5,NQ,160,5.500312499998836,880.0499999998137,1.1172583881618132,0.39151092785425207,1538.7000000000698,81,40.86950617283834,3310.4299999999057,1.722706632318884,1.831005686332206,746.6000000000058
13,10,1,2.5,99.0,660,5,NQ,184,2.716141304346662,499.7699999997858,1.054463127840173,0.2005906896416276,1860.1500000000815,88,42.95329545454429,3779.8899999998976,1.8199256405584046,2.0746827722829786,746.6000000000058
13,10,1,2.5,99.0,720,5,NQ,193,2.434145077719043,469.7899999997753,1.0489843200960698,0.1839975470750261,1972.4400000000896,98,48.99428571428455,4801.439999999886,1.8999651368098769,2.1904631657837768,1212.6300000000338
13,10,1,2.5,99.0,840,5,NQ,233,6.467768240342184,1506.9899999997288,1.1429034726627456,0.5805169999581129,1559.4100000000617,115,47.090869565216224,5415.449999999866,1.8513613575373133,2.2123652102486253,1060.7700000000186
13,10,1,3.0,1.5,630,5,NQ,20,60.62999999999884,1212.5999999999767,2.462761465897804,1.1013904474815688,480.3500000000058,14,121.02999999999884,1694.4199999999837,4.442613624819634,1.8629637304068312,439.22000000000116
13,10,1,3.0,1.5,660,5,NQ,20,60.62999999999884,1212.5999999999767,2.462761465897804,1.1013904474815688,480.3500000000058,14,121.02999999999884,1694.4199999999837,4.442613624819634,1.8629637304068312,439.22000000000116
13,10,1,3.0,1.5,720,5,NQ,20,60.62999999999884,1212.5999999999767,2.462761465897804,1.1013904474815688,480.3500000000058,14,121.02999999999884,1694.4199999999837,4.442613624819634,1.8629637304068312,439.22000000000116
13,10,1,3.0,1.5,840,5,NQ,21,58.410952380951215,1226.6299999999756,2.479685879032015,1.1140175159927324,480.3500000000058,14,121.02999999999884,1694.4199999999837,4.442613624819634,1.8629637304068312,439.22000000000116
13,10,1,3.0,2.0,630,5,NQ,42,28.577619047617883,1200.259999999951,1.6342729107876677,0.8866379213928648,754.2600000000093,25,66.05999999999884,1651.499999999971,2.330974678035462,1.548335368510368,600.6900000000023
13,10,1,3.0,2.0,660,5,NQ,42,28.577619047617883,1200.259999999951,1.6342729107876677,0.8866379213928648,754.2600000000093,25,66.05999999999884,1651.499999999971,2.330974678035462,1.548335368510368,600.6900000000023
13,10,1,3.0,2.0,720,5,NQ,42,28.577619047617883,1200.259999999951,1.6342729107876677,0.8866379213928648,754.2600000000093,25,66.05999999999884,1651.499999999971,2.330974678035462,1.548335368510368,600.6900000000023
13,10,1,3.0,2.0,840,5,NQ,43,28.23930232558023,1214.28999999995,1.64168701184773,0.8969397207699608,754.2600000000093,25,66.05999999999884,1651.499999999971,2.330974678035462,1.548335368510368,600.6900000000023
13,10,1,3.0,2.5,630,5,NQ,57,19.288771929823397,1099.4599999999336,1.4345090600114287,0.7533157644558809,942.6700000000128,35,48.62999999999884,1702.0499999999593,1.8806865220630573,1.3355198956291605,600.6900000000023
13,10,1,3.0,2.5,660,5,NQ,57,19.288771929823397,1099.4599999999336,1.4345090600114287,0.7533157644558809,942.6700000000128,35,48.62999999999884,1702.0499999999593,1.8806865220630573,1.3355198956291605,600.6900000000023
13,10,1,3.0,2.5,720,5,NQ,57,19.288771929823397,1099.4599999999336,1.4345090600114287,0.7533157644558809,942.6700000000128,35,48.62999999999884,1702.0499999999593,1.8806865220630573,1.3355198956291605,600.6900000000023
